EntrezID	GeneLength	Count
56210	4262	982
16764	6010	42
381338	5077	3
98388	3120	9
100503760	2386	0
433292	1001	0
68833	1706	3476
18143	4180	918
114641	1254	398
54610	4440	1364
52846	3170	1120
100217461	94	11
67702	2434	5538
263764	5799	41
619289	2000	5
100042065	359	0
73426	531	0
26921	5974	21511
100047133	858	5
16178	1343	17
16177	5035	685
107527	1950	477
17082	6967	2905
16182	4781	1341
16174	2487	342
110895	3822	37
226999	3493	37
211798	3152	829
381339	1096	60
74897	573	0
66297	546	0
18993	3065	5
73100	2841	0
69527	1419	1290
93690	3860	0
73122	5538	1484
98404	3457	1166
14200	1563	2527
666642	647	607
17974	2775	5363
100861934	1421	5
78896	888	247
67883	1263	851
100503192	585	1559
22019	4649	5804
433294	1086	3
75623	1265	630
72050	2324	661
246229	3571	1075
22592	4010	1681
100861960	766	0
403183	3181	0
70676	2976	212
75066	906	3
12825	5564	30167
12832	6615	20612
73674	2612	1627
433297	641	2011
53945	3380	2364
100042453	717	5
212225	3483	0
227058	12318	23
100101919	12384	4
227059	4961	1899
442837	542	0
56363	3339	27
442821	2552	0
20324	3055	2753
109019	2838	1802
100045066	3051	2
17912	5042	4515
20849	2981	57
100042634	432	27
20846	5356	1814
14660	7488	7031
17936	5088	5913
227094	3394	374
98682	5591	5611
16329	1776	648
227095	1704	493
67080	834	6
17700	2682	0
69397	627	0
227099	3032	216
227102	1846	1076
72085	2283	421
70396	2362	2010
627872	12272	2
98267	3278	1063
329152	11336	955
78016	3807	12
98488	3005	1342
241062	10579	2652
329154	6140	1006
81898	6192	24369
67876	1733	2705
15510	2332	3476
15528	768	1293
19070	2826	4660
74013	3677	2907
212679	2882	735
75388	1258	4
227120	6555	289
626009	1369	4386
329159	1906	0
71066	1408	0
212712	5286	132
329160	3728	25
407809	3304	0
75323	2052	10
73467	3008	358
68736	1442	500
68115	1325	598
67198	4045	1185
51960	2733	378
68549	5416	747
11761	4382	857
71724	4360	63
71872	4973	4
213043	4776	0
66882	2833	9727
12747	3088	13146
70225	1630	650
65102	2105	694
18393	3371	1108
100504455	2126	15
213056	8695	2843
66495	532	1234
100504501	936	38
108812	1579	12
12633	7814	4940
12370	2777	1790
70827	6240	3005
227154	2318	666
73463	2131	0
381259	1972	467
227157	3087	11
74018	7038	1712
271697	1477	2
14369	4809	9843
381260	3595	1
22218	1215	2130
55989	1976	2538
100217459	53	1
100217421	63	1
12168	3507	4042
100504533	314	213
72750	5532	3178
70375	3650	20
57750	3376	506
241066	2604	251
100504573	431	46
269198	12108	3675
77951	1501	756
329165	5974	1112
77300	9117	9308
100043027	207	13
100042533	791	1
12487	4317	14
100504618	845	0
12477	1931	6
54167	3254	0
77341	892	0
72823	8392	454
18187	8122	3964
74992	895	22
227195	13529	3399
100380944	1802	77
100504668	1301	36
227197	2927	2770
55949	1933	18321
100217464	113	46
241070	1606	0
73884	12621	116
23792	6879	118
241073	2427	0
76668	1711	6
75619	3205	874
74426	1756	6
433315	1432	1
93691	1344	1272
12912	8421	5031
67099	2666	730
69941	713	49
227210	2927	424
14367	6914	2290
241075	8562	1742
70861	1353	0
667276	1020	26
12968	642	0
12967	635	0
12966	612	0
12965	605	0
12964	615	0
98303	2180	6
15926	2438	5454
18711	11255	2889
213527	2414	1
12969	622	0
17756	5520	6281
100038569	1663	0
329178	13533	171
66646	2630	2957
68691	4760	1511
11363	1892	3049
100862127	515	3
17901	1111	249
14768	4461	1143
227231	4704	1
13869	4257	4
100502712	2069	0
22779	9424	847
66722	2270	0
320460	4655	0
12021	5448	189
74591	8323	1621
108147	2611	2514
14268	8312	67779
100042814	1193	0
667931	1019	2
71134	1093	1
433319	483	8
381269	2493	486
111175	1186	125
271711	2815	5
22596	2556	806
381270	4187	7
54380	6715	1065
319695	4573	2
19981	588	582
16008	1330	660
16011	5854	38002
21958	427	0
69449	571	0
723792	1560	14
78718	551	1
109198	1801	14
21961	9966	4451
435626	2336	40
100862357	817	0
12765	3043	15
227288	1125	0
100316687	67	0
76709	1597	13813
227289	990	8
227290	1820	5703
56695	3501	481
69660	2309	7943
241112	2101	5
18173	2304	23
227292	2776	2268
387219	85	3
22349	3117	5
319651	7196	1787
58184	3266	1983
18802	3121	20
77264	7472	809
66821	1829	403
57751	1475	1001
269209	5235	301
67534	4253	1686
104086	1890	88
241113	2832	26
22420	2068	15
22409	1962	266
12570	2704	15
260298	1479	0
12958	702	1
723900	64	0
241116	5718	1
16147	2444	2
75570	860	134
22626	2059	1683
69171	2738	3210
227298	2557	3591
68818	1299	1053
74104	2934	883
245860	3764	2734
52231	2764	1286
74577	3451	223
20872	2885	1295
22145	2053	9732
381272	767	29
56812	3203	2217
19275	3535	2938
19711	710	0
13437	1946	2239
13346	2150	1272
100503248	676	1
11790	11933	378
69080	1528	1093
100862164	449	1
241118	2650	1
74241	3235	1574
319998	2185	46
98733	5770	1358
16322	1463	289
71728	4458	1270
20536	4441	615
100862333	771	0
620079	2188	0
13838	6328	1152
18505	3868	0
100039210	1208	0
433323	3998	21
23874	2132	3269
68393	1206	247
74205	3950	2572
195434	3981	210
57814	2463	663
20254	2485	3
100862182	832	6
252903	2876	427
69368	4714	4511
100038695	1791	1
69163	1424	848
100862198	480	0
20720	2055	6494
241128	2862	5
26554	2764	7774
72208	394	0
210293	7303	81
241134	4919	0
16367	9163	4178
100503073	3039	23
76867	3757	3402
100503095	2833	9
12829	7808	18
12828	8609	15
75734	1866	3261
66261	1503	2
100044526	654	66
15463	3137	4093
80721	2974	23
71386	992	1
20297	802	98
71227	1670	0
77629	6512	0
98496	2667	65
227325	3632	11
100628595	77	0
14897	9632	21445
66153	900	145
71781	2349	0
100503433	891	0
381287	1760	0
621875	1334	5
100040135	1348	0
665378	1621	0
620078	1971	4
100040213	891	1
100039794	1073	5
665338	891	1
109032	1971	29
434484	2417	252
100503502	852	0
100503045	659	0
20684	2158	96
319997	1936	8
12283	3800	10246
64294	2024	9616
71141	1148	0
227326	2550	2
70060	1602	2
72792	3331	116
70247	3256	6483
15559	2072	101
78795	5258	415
100861644	653	7
227327	2595	780
383538	483	0
17975	8257	22623
100303740	116	25
80828	68	0
319336	1266	32
14767	1218	0
71863	1721	0
19231	1192	4657
18582	1092	599
26895	2231	712
18159	1042	17
208718	3171	576
11650	2113	0
76768	2337	0
11648	1680	0
13599	2698	3
69453	1999	2
11447	2910	155
11449	1921	223
26987	4928	2728
98363	1805	64
227331	5743	5724
100040591	1349	12
73234	462	13
53972	3384	828
319977	1676	16
620454	1602	49
23956	2018	143
16331	4938	29
77040	3180	1869
100217415	248	3
20215	1718	11
100503175	947	2
227333	5694	6043
227334	5316	1452
394430	3242	0
394434	3216	1
394432	3294	8
394435	2293	66
94284	3302	168
394433	3208	0
22236	3206	0
15504	1017	37
394436	3229	60
100040766	7526	4
381280	8439	312
78605	3662	0
171382	3844	0
75396	870	0
14659	1957	10
100503197	2622	5
320982	3967	3169
78650	476	1
73475	603	0
98402	3673	4725
77331	591	0
347722	9581	4151
74403	3611	1
14472	2126	0
208372	1404	0
74918	3210	0
12778	2579	1176
108679	1843	1889
433332	1207	1
12835	10841	28044
171531	4484	1775
623503	261	2
19329	1950	515
16978	5743	10465
329207	3851	3
51801	3022	1624
67921	1363	2510
665783	892	755
50880	2207	1078
227357	5442	10
100503326	684	0
70788	3020	114
227358	2815	228
67444	1368	1900
67086	547	1
55927	1335	1626
18627	5837	1866
74019	3500	558
65247	6072	527
13345	1312	456
208727	3960	1049
67273	1220	1990
259040	939	0
258228	936	0
259041	1189	0
259039	1082	0
258274	966	0
258483	972	0
258484	969	0
257890	1121	0
66915	711	1250
260301	704	4
14733	3552	4465
100504295	543	0
387167	66	0
241158	3243	16
67446	1491	359
108657	3039	2269
100037260	1689	6
23830	2877	556
64095	4396	1419
208760	1088	0
16560	8257	990
11611	1517	5
71874	2362	772
381284	7348	26
208777	4474	498
69821	3315	1071
269224	5119	379
66385	3653	1633
404545	3217	3
110611	6238	42488
18000	3335	15290
227377	3912	409
59041	3254	5627
51800	1432	988
67026	2160	1667
66615	2964	2415
21915	1310	951
66262	4539	1095
98314	3058	211
381334	2846	6
100041596	1185	3
666009	570	22
619597	4059	0
241159	4511	0
18566	1930	0
74689	1565	0
67698	2107	876
20452	5677	49
75381	761	0
100504401	921	23
73454	356	0
75159	583	0
227394	2394	99
329217	3849	9
67854	2475	0
74441	2433	0
634331	2091	0
634346	2300	1
52392	2738	779
227399	5565	2287
252876	2041	328
18484	4103	6077
78603	1178	15
69030	1687	1
70866	2328	0
100504494	800	311
241175	5120	1
100504525	886	0
23836	3722	10
320311	8529	758
100504568	1284	2
27392	6777	4435
227446	5406	2634
100042023	231	390
21934	5022	427
635504	465	19
227449	6661	2172
626049	545	1
98432	6104	2938
12043	7749	1487
320761	1243	0
70750	5582	2138
20479	3272	6843
20724	2565	8011
71869	1735	7
241196	1607	0
20248	1629	0
394252	1164	0
383548	1632	3
381286	1659	0
66957	1699	1044
116872	1887	67
18788	2047	516
241197	3490	4
20725	3289	2419
241201	3353	0
227485	3054	93
319901	5763	1647
636808	3915	0
634762	729	0
22099	3040	3377
67949	1894	1544
76707	7899	4243
68204	597	5
81879	9270	3075
14633	6708	269
16324	4255	16411
100502628	748	0
64143	2277	6006
226351	2830	1346
226352	7746	2547
19258	4707	1485
66343	3301	190
226356	2511	0
319229	1924	5
170706	1017	165
13167	745	3933
73103	1089	58
68428	3177	1628
226359	2000	4
17167	1985	0
13798	2554	72
98452	1580	5
72999	2524	5821
70829	7256	2320
15564	2019	0
66942	2249	387
100502702	453	0
269109	4630	2
74117	2746	9155
74150	2597	2585
71111	2690	70
72585	2047	3
210356	7593	21
107895	3104	1090
667090	484	1738
72160	2517	4
266645	2303	4
100502745	464	7
72949	3514	2992
22625	3936	7
226407	4251	3867
226409	4154	397
226412	4812	2833
387147	70	1
67812	4093	4841
226413	6166	0
17219	2901	1411
226414	2509	3840
12767	1814	292
210417	6253	2
100042740	613	512
13137	1324	18
13136	2527	763
22789	2034	0
12269	1883	0
12270	754	1
18640	9621	3642
226418	3843	662
212439	2909	1445
64435	1911	7
100502856	1065	3
18703	3849	224
69169	1491	11
93672	1116	192
58181	824	0
329244	1023	10
16153	1306	6
17164	2567	7670
226419	2072	1609
16865	2290	2504
54354	3405	1819
56489	3203	760
14270	8040	1764
108900	2105	31
26361	4148	0
13034	2120	13
226421	2523	592
320718	3640	140
212933	3540	50
98396	4660	4011
226422	1189	400
98415	6096	3777
212980	3426	4709
13714	3671	1458
213006	4853	447
18557	3046	914
723818	97	2
213409	958	1
213417	4269	110
74137	3132	603
68875	3410	303
213452	6385	2783
213464	3632	1725
74626	1742	280
21367	9535	611
269116	10379	31
100038653	1879	0
16980	3346	109
17248	3490	3115
240752	7929	681
108954	5588	5173
240753	7457	2062
100502933	3112	4
68338	1842	0
280287	496	0
19701	1423	2
214253	2279	75
20668	3531	1163
20643	492	811
70579	4395	9640
667118	5007	6893
240754	2371	7
381290	8292	3893
269120	2074	6
116847	3602	3150
100502984	884	0
14264	2859	27
100502999	532	36
12227	3083	4311
667414	432	14
71884	1711	165
12654	1689	75936
53311	1829	574
11539	5786	541
17928	1480	550
68507	6067	88
57439	3169	4352
240755	1770	0
72017	1626	1653
72674	2024	8183
100861791	590	0
240756	3196	1239
98710	1960	1121
100503055	641	13
71001	1457	2
75605	6300	10669
20980	3386	0
329251	6185	175
67196	1079	146
329252	3623	3017
13924	6089	654
100038590	915	3
320139	3264	9
68724	1702	2135
171469	2253	0
13710	2000	3086
215615	2301	1944
21854	917	1286
93689	3942	1218
77552	1190	336
226432	6236	4808
215690	12767	4187
13007	1770	19665
27280	1467	3496
21952	1114	598
16763	2992	9097
21956	1194	1561
18772	4486	25148
226438	8996	5
66241	1750	2794
12292	6260	141
329253	508	3
16565	9119	1338
76422	2922	75
67313	3013	2516
100042513	584	0
383563	1960	8
67886	7823	6608
320054	2097	9
67997	2228	440
381293	8770	267
71084	1846	0
226442	5275	3562
100503460	489	119
100503474	1199	40
667686	385	415
26424	3857	11
320138	3023	0
735252	87	1
723890	80	2
19264	5664	12
338375	1887	0
59125	3366	6446
545363	1930	0
16876	5750	10
69549	571	157
75546	410	1
329260	8314	1767
170788	4702	1
71209	1111	0
226470	8362	2678
12316	9866	822
14060	2378	0
50702	1732	1
624286	999	0
214403	2887	2
545366	1602	0
12628	4365	618
240776	3957	2
75910	551	0
226472	591	0
214498	2678	2173
26878	4578	23
69367	3730	682
20822	8721	2400
56207	1851	1717
19735	3009	545
100861894	494	0
246709	1497	4
50778	1330	0
624910	459	0
64214	1859	1
215378	3172	62
100043240	3910	54
791353	1179	0
100503781	490	0
18783	2846	4182
320019	1098	13
19225	4150	20716
100043257	532	2862
100043261	345	3
20028	1247	0
75584	610	0
226499	3242	1514
108989	7550	12162
96875	4278	103
545370	18316	1114
402734	2640	0
73176	1674	0
117198	5037	8830
66875	3668	1375
98685	2665	1055
19821	3028	3499
100503012	373	562
63913	3939	1979
66967	6604	5249
69399	9754	10937
66637	1133	346
269132	4056	486
19731	3887	526
100861876	505	10
71281	1566	0
67771	1897	8645
100503084	519	5
17970	2596	14
226517	6069	4686
226518	4523	291
16782	5164	21057
226519	7622	12703
626058	2827	4
71836	2045	3
13211	4613	9276
74091	1403	65
67792	5804	1
329271	3337	4
19734	2335	4942
24014	4758	363
240816	3640	2
240817	1654	2
433365	2527	0
240819	1415	0
14645	2782	7243
100861882	573	0
207678	1877	1
78112	613	0
12290	12697	2
15939	3270	5131
15064	2509	1796
58244	2459	3546
207792	4611	204
100503411	2791	0
19775	7651	3532
433367	1751	10
72482	1942	1253
16872	1853	5
100861926	688	2
104009	3361	10409
74081	13307	5362
208263	4439	2209
240832	8112	11280
329274	3687	1
214575	3443	3
170484	3108	4
77352	3297	13
20652	4785	1801
11352	10714	5518
30935	3268	2190
100503836	636	0
215015	4238	3612
78255	7133	956
72713	2190	8
73435	898	1
226525	10046	2334
69953	1194	553
226527	1289	43
89867	4651	523
100504090	420	40
240843	4101	6
11899	7224	1
735253	109	0
23850	8585	17
72025	2475	0
26374	5056	1335
100217414	118	3
21960	5395	9
67647	5391	1741
75255	887	16
329278	5812	36
64659	1970	1350
12301	2115	2131
29809	9489	1527
100316784	109	0
620246	1086	1
620750	465	14
381305	11011	4785
11905	2162	20
240869	3883	281
14455	2554	4865
100628588	91	0
100217446	65	23
226539	3581	518
70454	4327	319
226541	4037	1019
73844	3723	4
100502590	954	0
11758	2334	5224
22164	1609	0
240873	2064	1
14103	1935	0
226551	6308	5122
75368	1164	3
67292	3301	1209
103967	7523	203
72753	919	5
474332	7928	793
723821	110	0
387210	110	0
71449	2791	444
53330	2532	796
17926	2080	7
100038657	741	0
226562	10444	17662
226564	1787	6
14261	2326	194
55990	3336	3287
226565	1870	6
14262	2010	1
78258	2956	0
18933	7448	4367
98376	2509	746
240879	1053	0
16579	3907	1597
240880	4069	1548
381306	2912	337
69962	1457	163
20339	2912	10
20343	2321	2
20344	3438	28
100503816	1241	1
14067	7406	72
116914	3546	1272
74895	1896	521
66352	4035	1901
171567	3011	1040
11931	2422	12418
56429	1636	1913
433374	1588	1
16963	502	0
69476	357	0
75857	998	0
83993	2662	9
108735	5526	12628
226591	4395	2131
240888	1943	294
74106	3306	3668
70456	854	679
271639	5209	5
68481	2356	6598
100503268	612	3
226594	2670	120
100503283	1514	0
433375	2125	1894
12503	4604	1
18986	13123	1301
240892	4025	91
59290	2293	13
98558	1546	5
100039795	8260	52
100503318	2514	7
27878	2145	906
71592	7372	2063
226601	1744	0
226604	3012	1
240894	3065	0
100503962	936	6
226610	4986	758
80914	1338	1088
68944	4474	1944
100862084	376	3
56752	2833	824
66447	635	423
240899	1137	1
100503977	287	0
20183	2363	4
110648	3338	11
18514	9027	9517
66977	2405	285
19737	1809	50
100862094	1412	32
19736	2941	261
78465	1440	6
15490	4574	1524
67303	1135	7
18214	8290	1763
107652	2283	2958
16589	2024	1477
545378	399	0
622708	1691	1
26904	1433	16
665574	3833	1899
76925	713	44
70729	3684	722
320078	3095	907
226641	7463	4179
80915	1374	285
435653	1284	29
98752	1727	2
14130	1547	99
246256	1250	4
14131	1353	33
75472	1034	11
66052	1179	2619
17528	1993	28
66425	1575	7
12355	1414	3
641376	2920	705
11807	521	0
14127	658	24
226646	1606	4988
240913	3673	3779
57370	1998	2123
19044	1821	809
30941	2185	1070
66155	964	992
100862110	308	0
100504072	1662	54
21945	2733	1936
27045	1374	939
18637	622	1897
68874	1555	142
71740	3504	7206
226652	4488	34
22278	1822	1449
226654	551	41
16456	2482	13265
56009	1273	136
16429	1140	21
18106	3758	3
17085	2449	3
75345	3977	0
12506	1142	0
100041098	195	1111
27218	2688	0
12523	6253	9
100038548	2574	1
100862186	671	0
30925	2443	0
93840	2260	588
18071	2487	0
59287	2855	4821
12847	4629	12909
100504176	730	0
19298	3131	2785
98193	3743	7564
18611	2477	8717
12372	1874	137
27222	3485	2
98660	6227	1105
140559	2234	5158
16524	3270	10
16513	5407	14
67556	7569	1788
100862199	620	0
98365	1145	4
93842	4249	1311
21346	1382	8950
71870	1822	48
71319	941	11
240916	1879	6
74748	2040	1
677296	1914	0
68440	1417	76
100040320	811	6
12944	1698	0
20219	984	0
18313	1050	0
258759	933	0
258758	1063	0
258880	942	0
258881	1034	0
14125	1026	0
258645	991	0
100504232	694	0
13349	1158	10
94332	4159	54
383619	2541	9
240921	2951	0
545384	1294	0
623121	2680	0
236312	3497	6
100033459	2987	0
100504251	716	0
226691	3484	176
15951	2296	357
100504287	1468	10
666028	634	102
100040462	1908	64
381308	1651	134
15950	3793	82
26388	1796	1154
226695	1613	80
258712	1004	1
258711	939	0
258713	954	0
258717	943	0
259162	948	0
404222	924	0
258716	948	0
258715	1050	0
258302	1046	0
20739	8405	0
258710	1088	0
66289	803	0
258238	930	0
258709	1010	0
258756	955	0
546747	978	0
54418	6442	4
23893	3745	1369
24012	2487	12
14194	1632	1975
98256	2498	0
13603	1721	104
12663	6117	729
75820	3817	0
26909	5506	231
319455	3894	3
545389	6930	3792
723921	99	1
76816	2619	579
15365	1510	581
23797	4735	4561
30928	5106	5265
75589	698	0
69428	749	399
11566	2553	6903
631584	2790	57
545391	1663	14
78825	4214	2746
791357	1199	27
75164	651	0
666295	875	2795
320110	427	4
66359	448	1100
51810	3670	25841
68226	2539	54
269152	7406	1612
69726	3769	797
15278	2448	465
226744	4545	1361
109232	1922	1383
226747	8831	5330
100503705	1428	0
226751	8656	7180
67426	4076	295
19165	2084	256
277333	3581	42
320404	5101	1771
381310	6557	6
11545	3827	1778
72568	3377	1512
27217	2294	1
170760	3471	3348
100504581	591	0
15078	1076	1036
208768	3189	2083
100504598	177	8
320202	2462	2
100862334	599	0
69051	1599	474
13590	1604	53
208795	3239	5372
13849	1665	5213
619326	1898	3
67459	3060	1622
98417	3268	2681
226757	7047	15526
329307	2505	26
72978	2727	18
403180	1819	6
240960	13996	9
98386	3552	1791
433384	1343	0
13800	4288	3410
27058	1388	699
625823	921	0
13244	2005	5178
67330	686	3
67948	4913	3059
209456	4370	3706
12334	3185	8919
170725	3705	12
433386	2055	0
96935	2035	76
53791	3199	374
68897	5030	327
71678	3456	1865
108909	3293	997
338366	6678	7679
21339	2386	573
78772	2736	1200
73363	967	25
63953	2712	659
73590	778	0
74971	1722	0
15284	2149	28
66112	2161	13
67247	1883	1786
100316821	82	0
226777	2853	2476
226778	4565	1312
98732	6988	4469
100217449	113	2
381314	3540	3742
387189	67	5
387211	112	5
23827	2182	924
107508	4850	10720
319562	3406	0
100039138	2761	0
226781	5836	0
114668	709	0
226791	1577	429
21808	4725	2132
67223	1213	757
110957	3212	106
74717	1645	3
69308	823	0
67769	4565	1262
100862400	1119	80
26381	5580	53
320272	2212	0
22283	15891	0
226823	3703	3093
16526	3959	150
100042424	516	1529
100039307	642	2
108000	11130	1462
19250	10746	6628
226830	1605	1353
19130	4139	30
100504619	832	0
320119	3995	823
52477	3349	1636
226841	4190	236
226844	4087	837
100125339	1649	3
75558	428	0
68972	1258	138
381318	2973	138
381319	712	8
619288	2234	8
11910	1977	880
100504360	568	64
100861628	406	1
66208	658	238
66950	4204	480
226849	3082	1239
100504379	2421	4
76843	4202	417
77065	3252	1480
226856	7246	5768
18005	3197	482
98736	4362	23
22782	5230	1290
74023	3720	4
22033	2102	226
100628582	81	0
100042625	720	1071
214742	1597	660
100038712	2612	53
16510	7143	703
226861	2835	180
320952	2041	2
73455	404	2
214791	3401	3150
100503471	624	435
329324	1731	0
215193	5548	747
54139	4125	6441
319266	3834	484
215243	2121	11
15483	1446	258
14373	843	0
100503531	873	0
16780	4055	33808
215303	2453	98
387201	68	10
74942	578	0
18845	11036	871
100628615	64	0
12490	2621	896
320400	2491	16
320977	5195	496
723963	81	0
387224	88	0
17221	1213	27
12946	1662	1354
12902	6207	0
215728	2801	0
619314	1938	0
670558	2817	81
76142	2524	265
70337	1540	0
213783	7415	3647
270685	4332	1960
83397	6247	1506
381990	3227	767
66084	1849	140
73419	2290	912
100504234	2151	11
13982	4319	122
64009	18115	972
68632	2777	11
22353	1527	0
67141	1807	279
108853	2621	356
56533	8191	14
100041224	522	0
18390	2639	0
320495	8240	0
215748	3448	1408
77777	1819	130
237253	3403	121
18537	1917	2334
320642	1253	27
69912	1290	498
407824	2188	149
16798	7215	6894
23924	1775	1782
215751	1557	2097
100503695	916	7
67418	2896	2407
237256	4093	5
100628581	94	0
68652	4278	9314
338362	4284	443
70097	7183	7485
791352	3151	0
320825	2495	331
620417	2980	0
78808	9074	2520
215772	5218	2
67844	2054	602
382450	3785	2
14816	6990	1
78056	444	0
268281	9293	2166
71865	5114	2771
13853	1079	92
22288	12382	9101
320273	1182	45
74732	2396	703
66125	734	1013
22634	5260	267
100862331	414	0
75122	1053	0
353258	1769	1074
215789	8913	539
66848	3954	3611
56535	2405	636
66757	1453	323
66253	1054	1128
15273	9768	4438
100504211	3928	21
215798	6505	2721
100039571	514	559
66201	1325	1503
69412	910	1
76743	1477	0
18101	1173	1
100504235	3401	1
17684	1969	13679
378431	4457	23
380629	3667	3974
73112	810	2027
19707	2618	1851
100045792	2900	0
215814	1166	307
215819	7638	12375
56016	1910	2646
215821	8216	89
237300	2355	0
73968	2928	0
64058	1901	42552
21929	4595	3168
100504265	6220	0
94222	2066	0
15979	2099	4120
237310	2468	4
237313	2088	23
76157	2629	19
18634	1894	814
26408	5393	1683
17761	3895	4484
73811	629	10
621697	592	5023
72567	5454	8949
71804	2307	105
29863	4127	321
52906	5094	258
100038717	3304	0
100504283	1667	0
17863	3777	208
56422	4893	3678
73990	1016	16
237320	2243	5
76924	485	0
67692	1061	2
432436	2206	7
20393	4158	21780
114671	1771	3
319887	2292	7
379043	1274	55
667281	952	27
606736	4515	25
56554	1271	72
100038752	4548	1
353169	3762	138
237336	2875	1223
100504411	1274	0
100038582	2198	0
21412	1239	0
14051	4099	31
20042	518	472
100529074	105	29
100529075	68	32
76306	2837	224
26464	1811	5
22361	2416	9
111174	999	0
209512	1020	0
493809	1032	0
209513	1044	0
215854	1014	0
215855	1038	0
215856	1077	0
209517	1077	0
435206	1077	0
276742	1077	0
435207	1077	0
215859	1035	0
382348	1035	0
494546	1109	0
503558	1047	0
53331	2500	3563
100862153	747	0
59012	3083	2357
14219	2403	22049
18605	3224	2323
209558	2815	746
70208	4946	2034
11846	1477	11579
432442	3123	299
13822	4464	7283
100504474	674	0
73803	865	0
215866	1543	0
77220	4115	273
100040851	1193	0
268288	3554	0
237339	3411	1127
667572	1206	3
73910	3616	660
16773	9713	3376
100040961	485	169
19272	6177	12183
210757	3981	0
100504516	4347	0
114676	1545	174
67719	1319	34
67412	3948	4
212448	5644	22
52665	3180	487
68031	4404	2020
72780	2397	21
100504540	2648	2
66311	1512	76
73681	2359	370
100504586	3440	517
66847	696	367
211329	5338	554
15214	2532	61
69692	718	667
21987	1267	690
100041294	710	1375
268291	2860	1657
432450	3745	94
76757	4514	33
442820	1844	0
100862254	809	0
215890	2500	1
215895	882	0
57430	1096	0
212892	3650	2
72580	2364	662
414093	7840	81
66521	1082	564
692132	1185	3
270711	3714	1
103511	1786	1286
215900	1082	34
212898	4225	2685
22110	2696	4167
72480	3900	130
319638	2716	730
12813	3130	45
14302	4805	2431
100041585	3201	727
319415	3098	54
15182	2004	4879
17118	4186	5412
215919	1054	0
16775	6046	4050
66337	730	24
71924	2929	255
327743	1418	12
14360	3692	1183
100504626	1313	11
103213	2867	1470
327744	1664	65
19714	10666	3115
100504659	947	5
213332	781	89
75299	2400	4
72045	2285	2
100041085	1782	54
215928	5981	11
215929	2679	6
72472	6556	156
67239	1890	406
67371	1020	744
19850	104	1
11702	3206	2832
78334	5807	8277
70840	2243	0
70503	3000	39
327747	1529	47
71713	3366	2599
83767	2550	459
