A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.probe	Genes.id	Genes.symbol
2.44	0.761	1.51	0.14895	0.627553	2.29	0.14895	0	ILMN_1651288	ILMN_1651288	NA
0.32	-0.118	-0.33	0.74518	0.942861	0.11	0.74518	0	ILMN_1651292	ILMN_1651292	NA
4.25	1.202	1.94	0.06948	0.487233	3.76	0.06948	0	ILMN_1651296	ILMN_1651296	NA
1.51	0.568	1.19	0.24889	0.733603	1.43	0.24889	0	ILMN_1651303	ILMN_1651303	ATP13A4
0.1	0.204	0.89	0.38367	0.801028	0.8	0.38367	0	ILMN_1651310	ILMN_1651310	AFDN
8.98	0.259	1.05	0.30716	0.779545	1.11	0.30716	0	ILMN_1651315	ILMN_1651315	HMG20B
1.32	1.826	2.82	0.01192	0.235605	7.95	0.01192	0	ILMN_1651316	ILMN_1651316	CD69
0.15	0.3	1.35	0.19633	0.679098	1.81	0.19633	0	ILMN_1651325	ILMN_1651325	NA
2.85	-0.195	-0.3	0.76703	0.947579	0.09	0.76703	0	ILMN_1651328	ILMN_1651328	NA
1.44	-0.366	-0.69	0.50144	0.848818	0.47	0.50144	0	ILMN_1651329	ILMN_1651329	NA
4.05	0.91	1.33	0.20134	0.679679	1.77	0.20134	0	ILMN_1651336	ILMN_1651336	MLYCD
1.53	0.807	1.48	0.15872	0.636547	2.18	0.15872	0	ILMN_1651339	ILMN_1651339	UHRF1BP1L
3	-0.465	-0.93	0.36468	0.798432	0.87	0.36468	0	ILMN_1651341	ILMN_1651341	NOC2LP2
3.37	0.434	0.77	0.44932	0.826904	0.6	0.44932	0	ILMN_1651343	ILMN_1651343	ITGA11
6.6	0.266	1.09	0.29231	0.765512	1.18	0.29231	0	ILMN_1651346	ILMN_1651346	NA
9.16	0.312	1.38	0.18538	0.674921	1.91	0.18538	0	ILMN_1651347	ILMN_1651347	SERTAD2
0.32	-0.382	-1.15	0.26785	0.746171	1.31	0.26785	0	ILMN_1651351	ILMN_1651351	NA
11.65	-1.439	-2.13	0.04868	0.432913	4.52	0.04868	0	ILMN_1651354	ILMN_1651354	SPP1
5.18	-2.206	-2.08	0.05271	0.448269	4.35	0.05271	0	ILMN_1651358	ILMN_1651358	HBE1
3.64	-0.142	-0.24	0.81518	0.959957	0.06	0.81518	0	ILMN_1651364	ILMN_1651364	NA
0.28	0.562	1.5	0.15185	0.631441	2.25	0.15185	0	ILMN_1651365	ILMN_1651365	ZBED2
0.41	-0.038	-0.09	0.93018	0.985894	0.01	0.93018	0	ILMN_1651369	ILMN_1651369	TMA7
0.62	-0.117	-0.31	0.7634	0.947579	0.09	0.7634	0	ILMN_1651370	ILMN_1651370	USP21
0.94	-0.206	-0.32	0.75086	0.946176	0.1	0.75086	0	ILMN_1651373	ILMN_1651373	RHD
7.42	-0.004	-0.02	0.98418	0.996751	0	0.98418	0	ILMN_1651378	ILMN_1651378	AUP1
1.61	-0.066	-0.11	0.9123	0.98335	0.01	0.9123	0	ILMN_1651380	ILMN_1651380	NA
6.78	0.036	0.1	0.919	0.985693	0.01	0.919	0	ILMN_1651385	ILMN_1651385	MFN2
1.32	-0.576	-0.92	0.3708	0.798635	0.85	0.3708	0	ILMN_1651388	ILMN_1651388	NA
1.19	-1.614	-3.83	0.00137	0.095018	14.69	0.00137	0	ILMN_1651395	ILMN_1651395	TIGD1
1.15	-0.016	-0.03	0.97535	0.994996	0	0.97535	0	ILMN_1651396	ILMN_1651396	ABCA9
2.3	-0.368	-0.68	0.50871	0.85125	0.46	0.50871	0	ILMN_1651403	ILMN_1651403	NA
1.41	-1.221	-2.26	0.03721	0.382626	5.12	0.03721	0	ILMN_1651404	ILMN_1651404	LILRA6
8.91	-0.168	-0.75	0.4618	0.830864	0.57	0.4618	0	ILMN_1651405	ILMN_1651405	BRD9
1.16	0.515	0.85	0.40803	0.811432	0.72	0.40803	0	ILMN_1651408	ILMN_1651408	NA
2.63	1.35	1.41	0.17574	0.66358	2	0.17574	0	ILMN_1651415	ILMN_1651415	DERL3
1.61	0.739	1.29	0.2162	0.693735	1.65	0.2162	0	ILMN_1651428	ILMN_1651428	SYTL2
7.97	-0.729	-2.48	0.02418	0.309871	6.14	0.02418	0	ILMN_1651429	ILMN_1651429	SELENOM
6.73	0.254	0.79	0.4392	0.824353	0.63	0.4392	0	ILMN_1651433	ILMN_1651433	DCK
0.21	0.236	0.92	0.36956	0.798635	0.85	0.36956	0	ILMN_1651435	ILMN_1651435	NA
0.54	0.097	0.23	0.81773	0.960386	0.05	0.81773	0	ILMN_1651437	ILMN_1651437	FOXI1
5.2	-0.588	-2.75	0.01384	0.252313	7.56	0.01384	0	ILMN_1651438	ILMN_1651438	ZFPM1
0.81	-0.545	-1.15	0.26634	0.744785	1.32	0.26634	0	ILMN_1651447	ILMN_1651447	NA
1.91	0.022	0.04	0.97223	0.994996	0	0.97223	0	ILMN_1651453	ILMN_1651453	RNF224
0.07	0.137	0.76	0.46002	0.830807	0.57	0.46002	0	ILMN_1651456	ILMN_1651456	UTY
0.85	0.103	0.19	0.8524	0.969171	0.04	0.8524	0	ILMN_1651457	ILMN_1651457	GPR32
3.28	-0.261	-0.9	0.38227	0.801028	0.81	0.38227	0	ILMN_1651464	ILMN_1651464	KDM2B
0.77	0.504	0.99	0.33758	0.79534	0.97	0.33758	0	ILMN_1651466	ILMN_1651466	NA
0.83	-0.005	-0.01	0.99214	0.997158	0	0.99214	0	ILMN_1651470	ILMN_1651470	NA
0.86	-1.107	-2.18	0.04385	0.415707	4.75	0.04385	0	ILMN_1651477	ILMN_1651477	ZCCHC9
1.19	-0.158	-0.3	0.76702	0.947579	0.09	0.76702	0	ILMN_1651486	ILMN_1651486	COX11
1.65	0.05	0.08	0.93747	0.987646	0.01	0.93747	0	ILMN_1651488	ILMN_1651488	NA
0.8	0.578	1.4	0.17907	0.669872	1.97	0.17907	0	ILMN_1651490	ILMN_1651490	CYP26A1
1.83	-0.542	-0.93	0.36472	0.798432	0.87	0.36472	0	ILMN_1651492	ILMN_1651492	WNT2B
0.41	-0.81	-2.1	0.05109	0.442326	4.41	0.05109	0	ILMN_1651495	ILMN_1651495	NA
6.95	0.486	1.95	0.06775	0.483816	3.81	0.06775	0	ILMN_1651496	ILMN_1651496	HIST1H2BD
9.55	0.666	2.08	0.05283	0.448269	4.34	0.05283	0	ILMN_1651498	ILMN_1651498	GADD45G
5.04	0.058	0.09	0.92804	0.985894	0.01	0.92804	0	ILMN_1651499	ILMN_1651499	NA
0.69	0.972	2.48	0.02401	0.309162	6.16	0.02401	0	ILMN_1651501	ILMN_1651501	ABCD4
6.28	-0.148	-0.79	0.44064	0.82438	0.62	0.44064	0	ILMN_1651504	ILMN_1651504	FAM193A
4.41	0.34	1.13	0.27352	0.75146	1.28	0.27352	0	ILMN_1651506	ILMN_1651506	TGS1
2.11	-0.286	-0.51	0.61513	0.893642	0.26	0.61513	0	ILMN_1651507	ILMN_1651507	PYROXD1
0.8	-0.438	-0.91	0.37821	0.799224	0.82	0.37821	0	ILMN_1651508	ILMN_1651508	NA
7.44	0.188	0.76	0.45954	0.830807	0.57	0.45954	0	ILMN_1651513	ILMN_1651513	SKIV2L2
1.08	-0.656	-1.29	0.21459	0.693389	1.66	0.21459	0	ILMN_1651520	ILMN_1651520	NA
1.62	1.167	1.94	0.0691	0.4862	3.77	0.0691	0	ILMN_1651532	ILMN_1651532	NA
1.7	-0.17	-0.3	0.76693	0.947579	0.09	0.76693	0	ILMN_1651535	ILMN_1651535	TMEM217
0.14	0.283	0.98	0.34312	0.796421	0.95	0.34312	0	ILMN_1651536	ILMN_1651536	NA
3.35	-0.955	-2.53	0.02191	0.299959	6.38	0.02191	0	ILMN_1651538	ILMN_1651538	NUMBL
0.53	-0.701	-1.68	0.11118	0.560823	2.83	0.11118	0	ILMN_1651543	ILMN_1651543	LOC440040
4.55	-0.065	-0.22	0.82734	0.962257	0.05	0.82734	0	ILMN_1651544	ILMN_1651544	HDAC8
0.5	0.55	1.37	0.1879	0.674921	1.88	0.1879	0	ILMN_1651547	ILMN_1651547	SEMA3E
4.73	0.858	2.59	0.01911	0.284622	6.72	0.01911	0	ILMN_1651554	ILMN_1651554	RGS5
8.74	0.375	1.41	0.17603	0.664195	2	0.17603	0	ILMN_1651557	ILMN_1651557	KDELC2
0.08	0.166	0.83	0.41995	0.818915	0.68	0.41995	0	ILMN_1651563	ILMN_1651563	MYO15B
1.58	0.203	0.34	0.73808	0.94031	0.12	0.73808	0	ILMN_1651565	ILMN_1651565	LINC00452
1.88	-0.609	-1.03	0.31643	0.783229	1.07	0.31643	0	ILMN_1651567	ILMN_1651567	NA
0.92	0.75	1.64	0.12009	0.576423	2.68	0.12009	0	ILMN_1651568	ILMN_1651568	MUC13
2.17	0.27	0.58	0.56785	0.880922	0.34	0.56785	0	ILMN_1651569	ILMN_1651569	XRCC2
0.49	0.377	0.74	0.47139	0.833372	0.54	0.47139	0	ILMN_1651574	ILMN_1651574	AQP3
0.62	-0.292	-0.8	0.43271	0.824218	0.65	0.43271	0	ILMN_1651576	ILMN_1651576	NA
0.78	0.23	0.43	0.66915	0.918291	0.19	0.66915	0	ILMN_1651582	ILMN_1651582	NA
1.1	0.541	0.88	0.39134	0.803219	0.77	0.39134	0	ILMN_1651584	ILMN_1651584	NA
1.3	-0.724	-1.35	0.19419	0.679093	1.83	0.19419	0	ILMN_1651599	ILMN_1651599	ENTPD2
1.49	-0.688	-1.19	0.25255	0.736087	1.4	0.25255	0	ILMN_1651604	ILMN_1651604	MARK4
3.12	-1.262	-3.07	0.00702	0.179856	9.43	0.00702	0	ILMN_1651606	ILMN_1651606	NA
1.19	0.04	0.08	0.93841	0.988398	0.01	0.93841	0	ILMN_1651608	ILMN_1651608	KIAA0825
1.77	0.096	0.17	0.86591	0.972076	0.03	0.86591	0	ILMN_1651609	ILMN_1651609	SPRED3
8.87	-0.452	-1.9	0.07475	0.498184	3.61	0.07475	0	ILMN_1651610	ILMN_1651610	SPRY1
4.26	0.343	0.86	0.40037	0.805945	0.74	0.40037	0	ILMN_1651617	ILMN_1651617	CTNNB1
8.6	0.245	1.3	0.20979	0.687267	1.7	0.20979	0	ILMN_1651628	ILMN_1651628	EXOC6
1.37	0.18	0.31	0.75921	0.947579	0.1	0.75921	0	ILMN_1651636	ILMN_1651636	CYP2A13
1.18	-0.799	-1.54	0.14139	0.618563	2.38	0.14139	0	ILMN_1651637	ILMN_1651637	NA
0.37	0.147	0.4	0.693	0.927884	0.16	0.693	0	ILMN_1651641	ILMN_1651641	NA
3.04	0.18	0.35	0.72995	0.937587	0.12	0.72995	0	ILMN_1651642	ILMN_1651642	GPC2
0.85	-0.119	-0.27	0.78832	0.952521	0.07	0.78832	0	ILMN_1651643	ILMN_1651643	ASB11
8.32	3.055	4.25	0.00056	0.085609	18.07	0.00056	0	ILMN_1651656	ILMN_1651656	PSG7
1.17	0.779	1.14	0.26916	0.7467	1.31	0.26916	0	ILMN_1651657	ILMN_1651657	ADAM33
1.04	-0.2	-0.38	0.71175	0.932933	0.14	0.71175	0	ILMN_1651660	ILMN_1651660	NA
1.9	-0.048	-0.08	0.93435	0.987374	0.01	0.93435	0	ILMN_1651664	ILMN_1651664	NA
0.84	0.267	0.61	0.54767	0.870438	0.38	0.54767	0	ILMN_1651672	ILMN_1651672	NA
13.06	0.137	0.53	0.60637	0.892375	0.28	0.60637	0	ILMN_1651680	ILMN_1651680	EEF1A1
1.54	0.319	0.55	0.58825	0.886507	0.3	0.58825	0	ILMN_1651681	ILMN_1651681	NA
4.93	-0.215	-1.12	0.27955	0.755819	1.25	0.27955	0	ILMN_1651684	ILMN_1651684	KIAA0586
0.13	-0.255	-1.05	0.31019	0.780204	1.1	0.31019	0	ILMN_1651685	ILMN_1651685	FAM135B
1.64	-0.303	-0.51	0.61929	0.896481	0.26	0.61929	0	ILMN_1651690	ILMN_1651690	NA
5.74	0.018	0.09	0.93182	0.98624	0.01	0.93182	0	ILMN_1651692	ILMN_1651692	STK10
2.24	-0.595	-0.93	0.36414	0.798432	0.87	0.36414	0	ILMN_1651693	ILMN_1651693	GSG1
8.2	-0.303	-1.34	0.19702	0.679098	1.81	0.19702	0	ILMN_1651699	ILMN_1651699	EPS8
9.11	-0.305	-0.99	0.33636	0.79458	0.98	0.33636	0	ILMN_1651705	ILMN_1651705	CAT
1.12	-0.641	-1.15	0.2675	0.745872	1.32	0.2675	0	ILMN_1651708	ILMN_1651708	RESP18
0.08	0.152	0.79	0.43812	0.824353	0.63	0.43812	0	ILMN_1651710	ILMN_1651710	IQCD
1.3	0.414	0.77	0.45145	0.828495	0.59	0.45145	0	ILMN_1651711	ILMN_1651711	NA
1.9	-0.264	-0.47	0.64535	0.908127	0.22	0.64535	0	ILMN_1651712	ILMN_1651712	RBM11
1.33	0.889	1.54	0.1416	0.618563	2.38	0.1416	0	ILMN_1651715	ILMN_1651715	RNF2
1.87	-1.261	-2.3	0.03436	0.369387	5.31	0.03436	0	ILMN_1651717	ILMN_1651717	ADAMTS20
8.58	0.096	0.51	0.61823	0.895408	0.26	0.61823	0	ILMN_1651719	ILMN_1651719	MBTPS1
0.24	0.09	0.26	0.79611	0.953798	0.07	0.79611	0	ILMN_1651727	ILMN_1651727	OOEP
8.78	-0.209	-0.93	0.36665	0.798432	0.86	0.36665	0	ILMN_1651735	ILMN_1651735	TGOLN2
4.28	0.455	1.03	0.31748	0.783229	1.06	0.31748	0	ILMN_1651737	ILMN_1651737	NA
2.31	-0.889	-1.96	0.06686	0.481955	3.84	0.06686	0	ILMN_1651741	ILMN_1651741	ARMCX3
3.6	0.471	0.93	0.3656	0.798432	0.86	0.3656	0	ILMN_1651745	ILMN_1651745	TMEM25
2.95	-0.407	-1.18	0.25439	0.739299	1.39	0.25439	0	ILMN_1651752	ILMN_1651752	CXorf21
0.66	-0.008	-0.02	0.98538	0.997146	0	0.98538	0	ILMN_1651758	ILMN_1651758	NA
0.37	-0.184	-0.56	0.58226	0.884498	0.31	0.58226	0	ILMN_1651760	ILMN_1651760	TYW3
0.05	0.098	0.62	0.54653	0.870029	0.38	0.54653	0	ILMN_1651763	ILMN_1651763	TFDP3
4.98	-0.056	-0.19	0.84813	0.967514	0.04	0.84813	0	ILMN_1651767	ILMN_1651767	MKL1
5.61	0.213	0.95	0.35462	0.79802	0.91	0.35462	0	ILMN_1651769	ILMN_1651769	ZFYVE16
1.07	0.008	0.01	0.98862	0.997158	0	0.98862	0	ILMN_1651771	ILMN_1651771	RRAGB
6.81	-0.373	-1.3	0.20987	0.687267	1.7	0.20987	0	ILMN_1651776	ILMN_1651776	FHOD1
0.37	0.172	0.53	0.60105	0.890033	0.28	0.60105	0	ILMN_1651787	ILMN_1651787	MSH5
6.71	-0.085	-0.29	0.77292	0.949458	0.09	0.77292	0	ILMN_1651788	ILMN_1651788	MAP3K11
1.05	1.607	1.61	0.12711	0.598128	2.58	0.12711	0	ILMN_1651789	ILMN_1651789	NA
1.8	0.545	1.04	0.31371	0.780696	1.08	0.31371	0	ILMN_1651792	ILMN_1651792	RORC
10.49	-0.168	-0.56	0.58155	0.884359	0.32	0.58155	0	ILMN_1651799	ILMN_1651799	SLC38A2
1.04	-0.071	-0.13	0.90093	0.981741	0.02	0.90093	0	ILMN_1651800	ILMN_1651800	GSTM4
0.51	-0.406	-0.97	0.34397	0.796421	0.95	0.34397	0	ILMN_1651806	ILMN_1651806	TIPARP-AS1
1.55	-0.442	-0.75	0.46435	0.83253	0.56	0.46435	0	ILMN_1651811	ILMN_1651811	NA
1.78	0.614	0.88	0.39166	0.803219	0.77	0.39166	0	ILMN_1651817	ILMN_1651817	GRIK1
9.61	-0.728	-2.48	0.02406	0.309162	6.15	0.02406	0	ILMN_1651819	ILMN_1651819	GALNT11
11.17	-0.164	-0.77	0.4492	0.826904	0.6	0.4492	0	ILMN_1651826	ILMN_1651826	BASP1
8.19	0.12	0.77	0.4509	0.828221	0.6	0.4509	0	ILMN_1651828	ILMN_1651828	CCT3
10.21	-0.161	-0.66	0.51729	0.85605	0.44	0.51729	0	ILMN_1651832	ILMN_1651832	EHD1
0.2	-0.391	-1.34	0.19857	0.679098	1.79	0.19857	0	ILMN_1651846	ILMN_1651846	EML6
0.31	-0.04	-0.15	0.88193	0.976705	0.02	0.88193	0	ILMN_1651848	ILMN_1651848	ITSN1
13.39	-0.016	-0.11	0.91069	0.983173	0.01	0.91069	0	ILMN_1651850	ILMN_1651850	RPS16
0.6	-0.585	-1.48	0.15738	0.634332	2.19	0.15738	0	ILMN_1651865	ILMN_1651865	NA
6.62	-0.11	-0.59	0.56262	0.876767	0.35	0.56262	0	ILMN_1651872	ILMN_1651872	UBIAD1
0.12	0.232	0.93	0.36552	0.798432	0.87	0.36552	0	ILMN_1651878	ILMN_1651878	EVC
8.91	0.042	0.26	0.79478	0.953798	0.07	0.79478	0	ILMN_1651886	ILMN_1651886	CWF19L1
12.33	-0.012	-0.06	0.95209	0.991746	0	0.95209	0	ILMN_1651899	ILMN_1651899	RPL19
1.39	-0.516	-0.86	0.40446	0.807699	0.73	0.40446	0	ILMN_1651900	ILMN_1651900	KCNA4
3.64	-0.49	-1.73	0.1028	0.544018	2.98	0.1028	0	ILMN_1651902	ILMN_1651902	RASL11A
0.77	-0.767	-1.53	0.14508	0.624294	2.34	0.14508	0	ILMN_1651903	ILMN_1651903	MBD3L2
0.59	-0.137	-0.31	0.76081	0.947579	0.1	0.76081	0	ILMN_1651913	ILMN_1651913	NA
1.35	-0.119	-0.2	0.84271	0.966567	0.04	0.84271	0	ILMN_1651916	ILMN_1651916	OCLN
6.46	-0.115	-0.52	0.60954	0.892514	0.27	0.60954	0	ILMN_1651936	ILMN_1651936	KMT5A
0.87	-0.322	-0.62	0.54408	0.869453	0.38	0.54408	0	ILMN_1651938	ILMN_1651938	NA
1.93	0.338	0.55	0.59135	0.886927	0.3	0.59135	0	ILMN_1651943	ILMN_1651943	ANK3
1.42	-1.156	-2.19	0.04294	0.412597	4.8	0.04294	0	ILMN_1651944	ILMN_1651944	NA
4.69	0.015	0.04	0.96605	0.994996	0	0.96605	0	ILMN_1651949	ILMN_1651949	SCYL3
7.54	-0.682	-1.99	0.06367	0.474917	3.94	0.06367	0	ILMN_1651950	ILMN_1651950	TPST1
10.37	-0.112	-0.27	0.79185	0.95375	0.07	0.79185	0	ILMN_1651958	ILMN_1651958	MGP
6.72	-1.268	-6.27	1e-05	0.009523	39.32	1e-05	-1	ILMN_1651964	ILMN_1651964	ABCC5
1.59	0.27	0.45	0.6604	0.916309	0.2	0.6604	0	ILMN_1651966	ILMN_1651966	FGFR3
0.92	-0.372	-0.7	0.49353	0.843717	0.49	0.49353	0	ILMN_1651967	ILMN_1651967	TP53I3
1.69	-0.253	-0.56	0.58366	0.884832	0.31	0.58366	0	ILMN_1651980	ILMN_1651980	GOLGA6L1
2.57	1.415	1.73	0.10249	0.544018	2.98	0.10249	0	ILMN_1651984	ILMN_1651984	NA
6.41	0.198	0.95	0.35788	0.79802	0.89	0.35788	0	ILMN_1651987	ILMN_1651987	CCDC167
6.81	0.721	2.21	0.04121	0.403317	4.89	0.04121	0	ILMN_1652000	ILMN_1652000	NA
6.86	-0.11	-0.34	0.73764	0.94031	0.12	0.73764	0	ILMN_1652003	ILMN_1652003	NA
1.42	-0.083	-0.13	0.90128	0.981741	0.02	0.90128	0	ILMN_1652006	ILMN_1652006	SMC1A
4.43	0.58	0.93	0.36789	0.798432	0.86	0.36789	0	ILMN_1652008	ILMN_1652008	KNSTRN
1.14	0.406	0.71	0.48457	0.840718	0.51	0.48457	0	ILMN_1652015	ILMN_1652015	LINC00889
1.75	3.279	4.68	0.00023	0.052455	21.87	0.00023	0	ILMN_1652017	ILMN_1652017	PPEF1
0.85	0.319	0.68	0.50556	0.850818	0.46	0.50556	0	ILMN_1652022	ILMN_1652022	DHX57
2.18	0.223	0.37	0.71909	0.934035	0.13	0.71909	0	ILMN_1652023	ILMN_1652023	AGFG2
5.76	0.995	2.6	0.01876	0.280848	6.77	0.01876	0	ILMN_1652024	ILMN_1652024	CSNK1G3
0.46	-0.408	-0.83	0.41613	0.815801	0.7	0.41613	0	ILMN_1652037	ILMN_1652037	UPP2
3.31	0.993	1.37	0.18898	0.674921	1.88	0.18898	0	ILMN_1652065	ILMN_1652065	KCNMB1
1.02	0.224	0.35	0.73403	0.93934	0.12	0.73403	0	ILMN_1652066	ILMN_1652066	SNED1
2.69	0.949	1.42	0.17429	0.660457	2.01	0.17429	0	ILMN_1652072	ILMN_1652072	NIM1K
12.09	-0.002	-0.01	0.99125	0.997158	0	0.99125	0	ILMN_1652073	ILMN_1652073	RPS23
0.73	-0.295	-0.69	0.49727	0.846393	0.48	0.49727	0	ILMN_1652079	ILMN_1652079	NA
0.88	0.488	0.93	0.36443	0.798432	0.87	0.36443	0	ILMN_1652081	ILMN_1652081	NA
8.23	0.131	0.73	0.4735	0.834578	0.54	0.4735	0	ILMN_1652082	ILMN_1652082	ELF4
8.29	-0.261	-1.56	0.13803	0.618563	2.43	0.13803	0	ILMN_1652085	ILMN_1652085	MPHOSPH10
0.47	0.287	0.65	0.52635	0.860454	0.42	0.52635	0	ILMN_1652098	ILMN_1652098	NA
0.95	-0.007	-0.01	0.99113	0.997158	0	0.99113	0	ILMN_1652110	ILMN_1652110	NA
3.13	-0.423	-0.73	0.47645	0.835584	0.53	0.47645	0	ILMN_1652113	ILMN_1652113	NA
9.91	0.116	0.4	0.69598	0.928448	0.16	0.69598	0	ILMN_1652123	ILMN_1652123	HMGN1
9.9	0.224	0.92	0.37227	0.798635	0.84	0.37227	0	ILMN_1652128	ILMN_1652128	LMBRD1
1.09	0.053	0.1	0.91803	0.985335	0.01	0.91803	0	ILMN_1652132	ILMN_1652132	NA
1.24	-0.329	-0.59	0.56073	0.876767	0.35	0.56073	0	ILMN_1652144	ILMN_1652144	GALNT16
3.72	-0.726	-2	0.06185	0.468792	4	0.06185	0	ILMN_1652147	ILMN_1652147	MRPL43
1.4	-0.766	-1.62	0.12468	0.590929	2.61	0.12468	0	ILMN_1652151	ILMN_1652151	TJP2
0.93	-0.321	-0.57	0.576	0.881104	0.33	0.576	0	ILMN_1652155	ILMN_1652155	NA
5.51	-0.018	-0.09	0.92674	0.985894	0.01	0.92674	0	ILMN_1652160	ILMN_1652160	LRBA
0.57	-0.403	-0.94	0.3618	0.79802	0.88	0.3618	0	ILMN_1652161	ILMN_1652161	PNKD
5.07	-0.12	-0.52	0.60865	0.892514	0.27	0.60865	0	ILMN_1652163	ILMN_1652163	DVL2
2.18	-0.845	-1.74	0.09938	0.54152	3.04	0.09938	0	ILMN_1652164	ILMN_1652164	UNC93B1
3.65	-0.576	-0.9	0.37909	0.79923	0.82	0.37909	0	ILMN_1652166	ILMN_1652166	GUCY1B2
1.33	-0.968	-1.88	0.07822	0.502972	3.52	0.07822	0	ILMN_1652171	ILMN_1652171	CDKN2C
0.91	1.438	4.15	0.00069	0.086527	17.22	0.00069	0	ILMN_1652175	ILMN_1652175	KRTAP9-8
1.11	-0.529	-1.02	0.32245	0.786513	1.04	0.32245	0	ILMN_1652178	ILMN_1652178	NA
0.58	-0.358	-0.81	0.42681	0.821258	0.66	0.42681	0	ILMN_1652181	ILMN_1652181	KIF2B
7.54	-0.266	-0.94	0.35947	0.79802	0.89	0.35947	0	ILMN_1652185	ILMN_1652185	IL4R
0.58	0.785	1.76	0.09676	0.536491	3.1	0.09676	0	ILMN_1652188	ILMN_1652188	EPG5
1.66	0.881	1.32	0.20593	0.686503	1.73	0.20593	0	ILMN_1652196	ILMN_1652196	NA
0.08	0.164	0.82	0.42223	0.818915	0.68	0.42223	0	ILMN_1652198	ILMN_1652198	CCM2
3.06	-0.526	-0.9	0.37884	0.799224	0.82	0.37884	0	ILMN_1652199	ILMN_1652199	NA
2.03	1.131	2.56	0.02033	0.292567	6.57	0.02033	0	ILMN_1652205	ILMN_1652205	NA
0.59	-0.442	-0.94	0.36169	0.79802	0.88	0.36169	0	ILMN_1652206	ILMN_1652206	WDR97
12.19	-0.174	-1.19	0.25101	0.733603	1.41	0.25101	0	ILMN_1652207	ILMN_1652207	COX4I1
2.61	-0.365	-0.8	0.43615	0.824353	0.64	0.43615	0	ILMN_1652209	ILMN_1652209	BMS1
5.7	-0.263	-0.95	0.35692	0.79802	0.9	0.35692	0	ILMN_1652215	ILMN_1652215	UQCR10
1.08	-0.028	-0.06	0.95572	0.992938	0	0.95572	0	ILMN_1652218	ILMN_1652218	NA
1.47	0.837	1.66	0.11503	0.564199	2.76	0.11503	0	ILMN_1652219	ILMN_1652219	NOL4L
6	-0.127	-0.51	0.61966	0.896481	0.26	0.61966	0	ILMN_1652223	ILMN_1652223	WDR91
