A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.probe	Genes.id	Genes.symbol
-0.04	-0.008	-0.19	0.85193	0.963185	0.04	0.85193	0	A_23_P251342	43	GSK3B
0.01	-0.021	-0.31	0.75734	0.933559	0.1	0.75734	0	A_23_P216068	44	ATAD2
-0.05	-0.012	-0.16	0.87613	0.970493	0.03	0.87613	0	A_23_P334892	45	TMEM102
-0.22	-0.261	-1.02	0.32403	0.732428	1.04	0.32403	0	A_24_P373096	46	TGFB3
-0.05	-0.106	-3.84	0.00174	0.172064	14.74	0.00174	0	A_24_P32560	47	ENHO
-0.06	-0.079	-0.67	0.51606	0.844698	0.44	0.51606	0	A_23_P200928	48	NID1
0.09	0.066	0.28	0.78346	0.942031	0.08	0.78346	0	A_23_P209298	50	EPB41L5
0.02	-0.2	-1.28	0.21992	0.650337	1.65	0.21992	0	A_23_P19182	51	REEP2
-0.04	-0.17	-1.77	0.09858	0.50803	3.12	0.09858	0	A_23_P21943	52	SAGE1
-0.02	0.026	0.26	0.79523	0.945636	0.07	0.79523	0	A_23_P212383	53	SACM1L
0.08	0.044	0.64	0.5293	0.850454	0.42	0.5293	0	A_23_P129614	54	NUDT21
-0.05	-0.078	-0.8	0.4356	0.803342	0.64	0.4356	0	A_32_P168194	55	NA
-0.05	0.13	2.56	0.02253	0.335349	6.53	0.02253	0	A_24_P807445	57	NA
-0.01	0.145	2.1	0.0538	0.425209	4.41	0.0538	0	A_24_P90216	58	LGR4
-0.18	-0.071	-0.53	0.60159	0.879108	0.29	0.60159	0	A_24_P928031	59	NA
-0.11	0.165	0.73	0.47897	0.826401	0.53	0.47897	0	A_23_P11926	60	NA
0.01	0.015	0.28	0.78184	0.941806	0.08	0.78184	0	A_32_P83973	61	NA
-0.02	-0.026	-0.45	0.65771	0.900334	0.2	0.65771	0	A_23_P22660	62	CYSLTR1
-0.07	0.285	2.06	0.05798	0.432157	4.25	0.05798	0	A_24_P54863	64	C4orf32
-0.1	-0.051	-0.29	0.77608	0.939944	0.08	0.77608	0	A_32_P217140	65	ISX
0.05	0.044	0.47	0.64501	0.896637	0.22	0.64501	0	A_24_P39508	66	CMTM3
-0.12	-0.088	-0.31	0.76157	0.935404	0.1	0.76157	0	A_23_P39799	67	LOXL3
-0.01	-0.048	-0.23	0.81852	0.953619	0.05	0.81852	0	A_23_P205216	68	UTP14A
-0.11	-0.052	-0.3	0.7651	0.937211	0.09	0.7651	0	A_23_P34382	69	CLCA3P
0.07	-0.104	-0.37	0.71345	0.918788	0.14	0.71345	0	A_24_P918673	71	RBM4
-0.09	-0.112	-1.7	0.11072	0.522953	2.89	0.11072	0	A_23_P60499	72	ZNF462
0	-0.144	-0.63	0.53764	0.853434	0.4	0.53764	0	A_23_P119040	73	GREB1L
-0.08	-0.035	-0.19	0.85524	0.964662	0.03	0.85524	0	A_23_P98622	74	SAA2
0.01	-0.064	-2.61	0.02025	0.325954	6.82	0.02025	0	A_32_P159612	75	ASIC2
-0.36	-0.1	-0.58	0.57036	0.866831	0.34	0.57036	0	A_24_P292542	76	SLCO1A2
-0.02	-0.063	-1.03	0.31803	0.72958	1.07	0.31803	0	A_32_P19466	78	NA
0.01	-0.032	-0.67	0.51497	0.843839	0.45	0.51497	0	A_24_P859967	79	GDF5OS
0.01	-0.166	-1.5	0.15493	0.582341	2.25	0.15493	0	A_32_P627	81	TAF9B
0.01	-0.078	-1.05	0.31285	0.726836	1.09	0.31285	0	A_24_P84540	82	MLLT10
0.08	0.231	1.75	0.10149	0.51143	3.06	0.10149	0	A_32_P69475	83	NA
0.01	-0.031	-0.43	0.67515	0.905388	0.18	0.67515	0	A_24_P212834	85	NA
-0.25	0.155	1.07	0.30224	0.718525	1.15	0.30224	0	A_23_P328642	86	C2CD6
-0.19	-0.02	-0.26	0.79679	0.94586	0.07	0.79679	0	A_32_P827528	87	NA
0.01	-0.35	-1.58	0.13646	0.557135	2.49	0.13646	0	A_32_P125917	88	NA
-0.03	-0.054	-1.55	0.14242	0.566423	2.41	0.14242	0	A_23_P431815	89	CD7
0.07	0.023	0.16	0.87603	0.970493	0.03	0.87603	0	A_23_P127596	90	NA
0.09	-0.075	-0.53	0.60208	0.879166	0.28	0.60208	0	A_23_P202388	92	SORBS1
-0.06	-0.078	-1.68	0.11509	0.529933	2.81	0.11509	0	A_24_P244442	93	BSCL2
0.12	0.238	1.72	0.10637	0.51921	2.97	0.10637	0	A_24_P616082	94	NA
0.01	-0.119	-1.92	0.07444	0.467746	3.7	0.07444	0	A_24_P540057	95	CA5A
0.06	0.055	0.95	0.35823	0.756397	0.9	0.35823	0	A_23_P321201	96	DENND5A
-0.03	0.069	1.21	0.24707	0.675397	1.46	0.24707	0	A_23_P63503	97	RABIF
-0.09	0.108	1.16	0.26699	0.691002	1.33	0.26699	0	A_24_P17031	99	NA
0.03	0.083	0.96	0.35467	0.753916	0.91	0.35467	0	A_23_P216568	100	FAM206A
0.01	-0.007	-0.08	0.93814	0.985535	0.01	0.93814	0	A_23_P201156	101	CADM3
-0.02	-0.094	-2.11	0.05271	0.423903	4.46	0.05271	0	A_23_P17880	102	DNAL4
-0.03	-0.06	-0.3	0.76701	0.937544	0.09	0.76701	0	A_32_P227921	103	NA
-0.18	-0.082	-0.52	0.60998	0.88248	0.27	0.60998	0	A_24_P252033	104	SERAC1
-0.04	0.036	0.52	0.60861	0.881815	0.27	0.60861	0	A_24_P350017	106	NA
-0.07	-0.081	-0.86	0.40588	0.785571	0.73	0.40588	0	A_23_P340848	107	PTGIR
-0.05	0.014	0.08	0.93605	0.985091	0.01	0.93605	0	A_24_P508012	108	NA
0.07	0.021	0.43	0.67075	0.904055	0.19	0.67075	0	A_23_P106433	109	RCCD1
0	0.04	1.15	0.26791	0.691619	1.33	0.26791	0	A_32_P32739	110	NAGS
-0.06	0.345	1.45	0.16912	0.597096	2.1	0.16912	0	A_32_P102627	111	NA
-0.04	-0.032	-0.7	0.49712	0.834664	0.49	0.49712	0	A_23_P382488	113	CARMIL3
0.03	0.146	2.49	0.02554	0.344773	6.21	0.02554	0	A_24_P410639	114	NA
-0.12	-0.059	-0.46	0.65394	0.899277	0.21	0.65394	0	A_32_P58755	115	NA
-0.03	-0.04	-1.12	0.28182	0.702486	1.25	0.28182	0	A_23_P256694	116	MCM3AP-AS1
0	0.029	0.91	0.37693	0.768754	0.83	0.37693	0	A_23_P374322	117	LACC1
0.09	0.001	0.01	0.99077	0.998283	0	0.99077	0	A_23_P202199	118	SLK
-0.05	-0.051	-0.56	0.58348	0.872711	0.31	0.58348	0	A_23_P426809	120	ARHGEF11
0.03	0.017	0.4	0.69532	0.912964	0.16	0.69532	0	A_23_P71037	121	IL6
0.08	0.021	0.34	0.7392	0.928348	0.12	0.7392	0	A_23_P135342	122	SEC61B
-0.02	-0.017	-0.19	0.85192	0.963185	0.04	0.85192	0	A_24_P374834	123	OTUD1
-0.02	0.105	2.16	0.04777	0.41164	4.69	0.04777	0	A_32_P139079	124	SERBP1
-0.16	-0.113	-2.67	0.0182	0.319706	7.1	0.0182	0	A_32_P143000	125	NA
-0.04	-0.138	-1.43	0.17432	0.602563	2.04	0.17432	0	A_23_P28733	127	RBL1
-0.01	-0.161	-0.74	0.46879	0.820471	0.55	0.46879	0	A_24_P928086	128	NA
0	-0.025	-0.5	0.62369	0.887653	0.25	0.62369	0	A_23_P155425	129	NA
-0.07	-0.038	-1.1	0.28844	0.707936	1.22	0.28844	0	A_24_P153363	130	NA
-0.02	-0.088	-0.74	0.47375	0.823744	0.54	0.47375	0	A_23_P312610	132	DNAJC4
0.02	-0.014	-0.22	0.82817	0.956106	0.05	0.82817	0	A_23_P202496	134	NOC3L
0.01	-0.015	-0.25	0.80955	0.950259	0.06	0.80955	0	A_24_P229756	135	NA
-0.14	-0.111	-1.21	0.24709	0.675397	1.46	0.24709	0	A_32_P208733	136	UTP23
-0.01	-0.009	-0.27	0.7932	0.944976	0.07	0.7932	0	A_24_P461389	137	UBE2V1
0.15	-0.212	-0.88	0.39342	0.778769	0.77	0.39342	0	A_23_P24211	138	MMP21
0.06	0.016	0.3	0.76628	0.937403	0.09	0.76628	0	A_24_P373286	139	CCP110
0.01	-0.044	-0.79	0.44518	0.809354	0.62	0.44518	0	A_23_P250813	141	WRN
0.02	0.078	1.85	0.08523	0.489459	3.42	0.08523	0	A_23_P109345	142	PTTG1IP
-0.08	-0.112	-1.65	0.1215	0.536799	2.71	0.1215	0	A_32_P231810	143	NA
-0.1	-0.018	-0.07	0.94151	0.98627	0.01	0.94151	0	A_32_P63461	144	NA
-0.1	0.094	1.07	0.30159	0.718145	1.15	0.30159	0	A_24_P91310	145	PSMC4
-0.06	-0.07	-1.96	0.06941	0.45778	3.85	0.06941	0	A_32_P111751	146	NA
-0.02	-0.22	-1	0.33409	0.740299	1	0.33409	0	A_24_P924316	149	NA
0	-0.179	-1.34	0.20151	0.631313	1.79	0.20151	0	A_23_P168403	150	KCNH2
0	0	0	0.99918	0.999807	0	0.99918	0	A_24_P813667	151	NA
-0.04	-0.087	-0.97	0.34911	0.750171	0.94	0.34911	0	A_24_P194670	152	CST13P
-0.04	-0.036	-0.6	0.56048	0.862788	0.36	0.56048	0	A_24_P229377	153	RYK
0.12	0.167	1.75	0.10228	0.51229	3.05	0.10228	0	A_23_P135499	155	CLIC4
-0.05	-0.156	-2.39	0.03095	0.36655	5.73	0.03095	0	A_32_P23854	156	DENND1A
0	-0.032	-0.58	0.57031	0.866831	0.34	0.57031	0	A_23_P122439	157	BTN2A2
0.04	-0.06	-0.42	0.68225	0.908018	0.17	0.68225	0	A_23_P47885	158	LRIG3
-0.09	-0.089	-1.63	0.12421	0.540021	2.67	0.12421	0	A_23_P317056	159	NA
0	-0.041	-1.24	0.2353	0.665607	1.53	0.2353	0	A_24_P794458	160	MOBP
0	-0.051	-2.44	0.02838	0.355896	5.94	0.02838	0	A_32_P158543	162	NA
-0.07	-0.09	-1.18	0.25794	0.684566	1.39	0.25794	0	A_24_P93633	163	DENND4C
-0.02	-0.063	-1.96	0.06934	0.457535	3.85	0.06934	0	A_24_P921832	164	NA
0	-0.051	-0.99	0.34	0.74479	0.97	0.34	0	A_24_P313822	165	PAK4
0.01	-0.106	-2.3	0.037	0.381591	5.29	0.037	0	A_24_P382637	166	MTG2
-0.02	0.024	0.78	0.44757	0.809935	0.61	0.44757	0	A_24_P544661	167	HIST2H2BD
0.03	-0.018	-0.48	0.63719	0.892849	0.23	0.63719	0	A_24_P734406	169	NA
-0.06	0.069	0.55	0.58822	0.874406	0.31	0.58822	0	A_24_P940197	170	PAPD5
-0.04	-0.188	-2.05	0.05884	0.433546	4.21	0.05884	0	A_23_P121	171	NA
-0.03	-0.044	-0.84	0.41502	0.791453	0.7	0.41502	0	A_32_P205792	172	NA
-0.04	-0.166	-2.44	0.02834	0.355896	5.95	0.02834	0	A_24_P135875	173	NA
0.07	-0.027	-0.5	0.62405	0.887754	0.25	0.62405	0	A_32_P137939	174	ACTB
-0.04	-0.121	-2.72	0.01633	0.311143	7.4	0.01633	0	A_24_P941131	176	MIER2
-0.04	-0.082	-0.7	0.49351	0.832554	0.49	0.49351	0	A_23_P128126	177	RAN
0.03	0.002	0.05	0.96119	0.990948	0	0.96119	0	A_32_P83570	178	NA
0.07	-0.056	-0.45	0.66055	0.901102	0.2	0.66055	0	A_24_P931608	179	NA
-0.07	-0.072	-1.51	0.15228	0.57938	2.29	0.15228	0	A_23_P64214	180	PCSK7
-0.15	-0.143	-0.79	0.44003	0.806621	0.63	0.44003	0	A_23_P381772	181	NA
-0.03	0.005	0.06	0.95123	0.988434	0	0.95123	0	A_24_P268015	183	MEAF6
0.08	-0.132	-0.66	0.51743	0.845241	0.44	0.51743	0	A_23_P254612	184	DBF4
0.03	-0.061	-1.41	0.18041	0.608404	1.98	0.18041	0	A_23_P311010	185	SPRY3
0.04	0.069	1.42	0.17768	0.605519	2.01	0.17768	0	A_24_P68631	186	HIST2H2AB
-0.03	-0.072	-2.04	0.05974	0.435528	4.18	0.05974	0	A_24_P127491	187	NA
-0.06	-0.005	-0.08	0.93816	0.985535	0.01	0.93816	0	A_24_P84008	188	NA
-0.03	-0.069	-1.76	0.09947	0.509114	3.1	0.09947	0	A_23_P213486	190	NA
0.22	-0.244	-0.96	0.35108	0.751127	0.93	0.35108	0	A_32_P105281	191	NA
0.13	-0.138	-0.52	0.6117	0.883184	0.27	0.6117	0	A_23_P209760	192	AMMECR1L
-0.02	-0.206	-2.41	0.02976	0.361584	5.82	0.02976	0	A_23_P416034	193	HAUS7
-0.03	-0.118	-1.76	0.1001	0.509632	3.09	0.1001	0	A_23_P253921	194	ZKSCAN7
0.01	-0.054	-1.08	0.29661	0.714004	1.17	0.29661	0	A_24_P347431	197	FOXA1
-0.02	-0.039	-0.97	0.34647	0.749295	0.95	0.34647	0	A_23_P48246	198	PEX5
-0.06	-0.092	-1.02	0.32568	0.733552	1.04	0.32568	0	A_23_P33072	199	MAF1
-0.08	-0.116	-1.87	0.08158	0.481937	3.51	0.08158	0	A_23_P63032	200	GUCA2B
-0.02	-0.091	-1.92	0.07531	0.469461	3.68	0.07531	0	A_23_P113645	201	NA
-0.2	-0.183	-1.23	0.24035	0.670384	1.5	0.24035	0	A_32_P174693	202	NA
-0.06	-0.121	-1.03	0.31899	0.729955	1.07	0.31899	0	A_23_P96568	204	FLNA
-0.03	-0.188	-2.28	0.03866	0.385861	5.18	0.03866	0	A_32_P45101	205	NA
0.01	-0.225	-1.88	0.08099	0.480661	3.52	0.08099	0	A_23_P152906	206	ALOX12
-0.01	0.011	0.08	0.94023	0.986043	0.01	0.94023	0	A_23_P373799	207	CWC22
-0.03	-0.096	-1.29	0.2176	0.647585	1.66	0.2176	0	A_23_P406785	208	C9orf50
0.01	-0.088	-2.91	0.01111	0.279128	8.49	0.01111	0	A_32_P386636	209	FAM170A
-0.02	0.085	1.34	0.19989	0.6295	1.81	0.19989	0	A_32_P96213	211	TPT1
0.08	-0.325	-1.9	0.07829	0.475519	3.6	0.07829	0	A_23_P22409	212	FUT10
-0.03	0.138	1.27	0.22385	0.654478	1.62	0.22385	0	A_32_P96641	218	NDUFA5
0.1	0.164	0.76	0.46198	0.816443	0.57	0.46198	0	A_23_P419503	219	NA
0.02	0.117	1.96	0.0695	0.458038	3.85	0.0695	0	A_23_P57059	220	STAU1
-0.03	0.041	0.4	0.69542	0.913042	0.16	0.69542	0	A_24_P910490	221	NA
0.01	0.112	1.17	0.26016	0.685872	1.37	0.26016	0	A_32_P60687	222	MYC
0	0.147	1.27	0.22376	0.654478	1.62	0.22376	0	A_23_P58132	223	RHOH
0.06	0.371	1.71	0.10979	0.522953	2.91	0.10979	0	A_23_P332374	224	ZNF175
-0.1	0.248	1.28	0.22211	0.652739	1.63	0.22211	0	A_23_P136817	225	KNTC1
-0.1	0.314	1.31	0.20972	0.639283	1.72	0.20972	0	A_24_P365180	226	DSEL
-0.1	-0.051	-0.82	0.42339	0.796934	0.68	0.42339	0	A_23_P167389	227	ARAP3
-0.04	0.13	0.94	0.362	0.758953	0.89	0.362	0	A_23_P56630	228	STAT1
0.12	0.191	0.78	0.44802	0.810062	0.61	0.44802	0	A_24_P137563	229	SCLT1
-0.23	-0.26	-5.01	0.00018	0.108274	25.13	0.00018	0	A_24_P935667	230	NA
-0.01	0.033	0.21	0.8345	0.95834	0.05	0.8345	0	A_23_P143535	231	WDR4
0.07	0.059	0.34	0.73641	0.927828	0.12	0.73641	0	A_23_P338134	232	CSPG4P5
0	0.011	0.18	0.86118	0.96643	0.03	0.86118	0	A_23_P2383	233	CELA1
-0.16	0.042	0.31	0.76314	0.936133	0.09	0.76314	0	A_23_P158897	234	SIN3A
-0.15	-0.04	-0.54	0.59792	0.877878	0.29	0.59792	0	A_24_P38446	235	CCAR2
0.03	0.065	0.96	0.35528	0.754229	0.91	0.35528	0	A_23_P717	236	TMEM206
-0.04	0.081	1.1	0.28788	0.70727	1.22	0.28788	0	A_23_P56798	237	ACP1
-0.06	0.083	0.66	0.52017	0.846669	0.43	0.52017	0	A_24_P485451	238	NA
-0.03	0.22	0.94	0.36303	0.759593	0.88	0.36303	0	A_24_P246091	239	FLJ37201
0.03	0.058	1.37	0.19103	0.620834	1.88	0.19103	0	A_23_P206707	240	MT1G
-0.08	0.239	1.31	0.20981	0.639366	1.72	0.20981	0	A_24_P295633	241	PRR5L
-0.1	0.109	0.5	0.62718	0.889003	0.25	0.62718	0	A_32_P215789	242	FARSB
-0.09	0.128	0.94	0.36487	0.760966	0.88	0.36487	0	A_23_P34452	243	LOR
-0.1	-0.072	-1.31	0.21182	0.642285	1.71	0.21182	0	A_23_P28857	244	SIRPG
0.09	0.094	0.32	0.75014	0.931171	0.11	0.75014	0	A_24_P59799	245	CCDC102B
0.1	0.163	2.28	0.0386	0.385861	5.19	0.0386	0	A_23_P143958	246	NA
-0.07	0.057	0.99	0.33649	0.741536	0.99	0.33649	0	A_23_P133227	247	HARS
0.09	0.272	1.12	0.2827	0.703505	1.25	0.2827	0	A_23_P365785	248	NA
-0.24	-0.084	-0.58	0.56877	0.866126	0.34	0.56877	0	A_24_P56833	249	HSD17B1
-0.04	0.048	1.03	0.3199	0.730423	1.06	0.3199	0	A_23_P73540	250	CCDC120
0.01	-0.073	-1.27	0.22385	0.654478	1.62	0.22385	0	A_24_P57426	251	COL18A1
0.1	-0.017	-0.08	0.93479	0.985091	0.01	0.93479	0	A_24_P649829	252	NA
-0.15	-0.038	-0.26	0.80043	0.947358	0.07	0.80043	0	A_24_P920355	253	NA
-0.09	-0.179	-3.4	0.00417	0.218839	11.58	0.00417	0	A_23_P250118	254	HSPBAP1
-0.12	-0.17	-1.31	0.21037	0.640191	1.72	0.21037	0	A_32_P159706	255	NA
0.03	-0.001	-0.02	0.98549	0.997198	0	0.98549	0	A_32_P176036	256	SHC3
0.04	-0.034	-0.11	0.91568	0.981728	0.01	0.91568	0	A_23_P109508	257	NCF4
-0.01	0.038	0.84	0.41545	0.791603	0.7	0.41545	0	A_24_P232856	258	RPL9
0.04	0.003	0.04	0.97061	0.993285	0	0.97061	0	A_23_P316974	259	SYNJ2
0.1	0.036	0.14	0.88981	0.974305	0.02	0.88981	0	A_23_P332536	260	PDGFRA
0.02	-0.035	-0.42	0.68162	0.907833	0.18	0.68162	0	A_24_P610618	261	SNF8
0.1	0.009	0.03	0.97643	0.994936	0	0.97643	0	A_23_P87879	262	CD69
-0.06	-0.021	-0.09	0.92957	0.984093	0.01	0.92957	0	A_32_P65824	263	NA
-0.03	0.229	1.98	0.06762	0.453335	3.91	0.06762	0	A_23_P127446	264	DPF2
-0.02	-0.092	-1.06	0.30841	0.723127	1.12	0.30841	0	A_24_P214552	265	LINC01565
-0.1	-0.136	-1.66	0.11912	0.534482	2.75	0.11912	0	A_32_P201496	266	POLR3H
0.13	0.098	1.37	0.19124	0.621129	1.88	0.19124	0	A_32_P78285	267	NA
-0.04	0.071	0.99	0.33896	0.743717	0.98	0.33896	0	A_24_P401160	268	NA
0.01	-0.182	-0.74	0.47218	0.823145	0.55	0.47218	0	A_32_P63630	269	NA
0.09	-0.143	-0.53	0.6043	0.880255	0.28	0.6043	0	A_24_P256050	270	NA
0.11	-0.022	-0.09	0.92597	0.983499	0.01	0.92597	0	A_32_P114726	271	NA
0.07	0.271	2.11	0.05279	0.423903	4.46	0.05279	0	A_32_P145159	272	NA
-0.05	0.043	0.39	0.70161	0.915289	0.15	0.70161	0	A_24_P239731	273	B4GALT5
-0.06	0.177	0.76	0.45759	0.815547	0.58	0.45759	0	A_32_P177500	274	NA
0.01	0.211	0.85	0.40888	0.787428	0.72	0.40888	0	A_24_P412036	275	SPAG8
-0.08	0.1	0.58	0.56803	0.865573	0.34	0.56803	0	A_24_P683829	276	NA
-0.05	0.091	1.17	0.262	0.687318	1.36	0.262	0	A_24_P324368	277	DNAJC14
-0.05	0.21	1.5	0.15637	0.584119	2.24	0.15637	0	A_24_P85590	278	NA
-0.12	-0.078	-0.61	0.55225	0.860156	0.37	0.55225	0	A_24_P937240	279	NA
0.03	-0.069	-1.34	0.20221	0.632192	1.79	0.20221	0	A_24_P518580	280	NA
0.05	-0.052	-0.29	0.77608	0.939944	0.08	0.77608	0	A_23_P43744	281	NA
-0.17	-0.089	-0.68	0.50964	0.840967	0.46	0.50964	0	A_23_P352484	282	DOK6
0.03	0.119	0.52	0.61423	0.884089	0.27	0.61423	0	A_23_P113026	283	PARN
-0.05	-0.031	-0.52	0.61216	0.883184	0.27	0.61216	0	A_23_P214666	284	RPS18
0.05	-0.052	-0.88	0.39419	0.778998	0.77	0.39419	0	A_23_P374944	285	NA
0.05	-0.005	-0.06	0.95688	0.990207	0	0.95688	0	A_24_P117837	286	PLEKHA5
0.23	-0.114	-0.78	0.44573	0.80946	0.61	0.44573	0	A_23_P209954	287	GNLY
0.02	-0.019	-0.7	0.49629	0.834475	0.49	0.49629	0	A_32_P56584	288	NA
0.01	-0.035	-0.14	0.89042	0.974561	0.02	0.89042	0	A_24_P413884	289	CENPA
-0.01	-0.063	-2.38	0.03188	0.369214	5.65	0.03188	0	A_23_P85963	290	OR6Y1
-0.03	0.053	0.57	0.57933	0.871137	0.32	0.57933	0	A_23_P316239	291	CXorf40B
-0.02	-0.202	-1.55	0.14192	0.56587	2.42	0.14192	0	A_24_P51118	292	MTAP
-0.12	-0.126	-0.9	0.38045	0.771129	0.82	0.38045	0	A_23_P94902	293	KCTD8
0.14	-0.082	-0.35	0.73196	0.926153	0.12	0.73196	0	A_23_P100912	294	GIT1
0.02	-0.021	-0.12	0.90236	0.97772	0.02	0.90236	0	A_23_P125253	295	LDB2
0.02	-0.009	-0.22	0.82947	0.956442	0.05	0.82947	0	A_23_P211436	296	SF3A1
0	-0.05	-2.16	0.04821	0.413042	4.66	0.04821	0	A_23_P366895	297	B3GNT6
-0.16	-0.144	-0.76	0.45966	0.815764	0.58	0.45966	0	A_24_P299565	298	NA
-0.01	-0.049	-0.35	0.73164	0.926153	0.12	0.73164	0	A_24_P698141	299	LOC344967
0	-0.185	-1.28	0.22217	0.652739	1.63	0.22217	0	A_23_P216355	300	TONSL
-0.25	-0.195	-1.43	0.17309	0.601511	2.06	0.17309	0	A_24_P747721	301	NA
0.11	0.224	0.76	0.46244	0.816859	0.57	0.46244	0	A_24_P541482	302	NA
0.09	0.087	0.77	0.45329	0.812272	0.59	0.45329	0	A_23_P211039	303	ADAMTS1
0.05	0.028	0.19	0.85178	0.963185	0.04	0.85178	0	A_23_P356425	304	AXDND1
-0.08	-0.061	-0.54	0.59518	0.877132	0.3	0.59518	0	A_24_P913576	305	NA
0.04	-0.013	-0.2	0.84207	0.959891	0.04	0.84207	0	A_23_P92424	306	UTP3
-0.01	-0.099	-1.22	0.24364	0.672035	1.48	0.24364	0	A_23_P213255	307	SMARCAD1
0	-0.138	-1.04	0.31503	0.727879	1.08	0.31503	0	A_32_P33765	308	NA
-0.13	-0.101	-0.42	0.68097	0.907717	0.18	0.68097	0	A_24_P351521	309	CBR4
-0.08	-0.023	-0.6	0.56014	0.862745	0.36	0.56014	0	A_24_P361816	310	IGLV6-57
0	0.061	0.56	0.58092	0.871912	0.32	0.58092	0	A_23_P394259	311	MPP2
-0.02	-0.093	-1.79	0.09491	0.502336	3.2	0.09491	0	A_23_P82402	312	GLCCI1
0.11	0.174	0.96	0.35177	0.751478	0.93	0.35177	0	A_24_P193943	313	PIGN
0	0.004	0.14	0.89086	0.974645	0.02	0.89086	0	A_32_P160883	314	NEDD4
0.03	-0.014	-0.57	0.57757	0.870243	0.32	0.57757	0	A_24_P42330	315	LINC00665
-0.02	0.064	0.47	0.64718	0.897356	0.22	0.64718	0	A_24_P769977	316	NA
0.04	0.024	0.26	0.79765	0.946162	0.07	0.79765	0	A_24_P933458	317	NAV2
0.11	0.165	3.05	0.00846	0.256516	9.3	0.00846	0	A_23_P217447	318	LAMP2
0.03	-0.16	-0.88	0.39216	0.777885	0.78	0.39216	0	A_24_P311577	319	FAM175A
-0.01	-0.016	-0.44	0.66566	0.902325	0.19	0.66566	0	A_23_P94942	320	SHARPIN
0.04	-0.033	-0.89	0.3901	0.776747	0.79	0.3901	0	A_24_P417546	321	SCD5
-0.06	-0.111	-2.83	0.01305	0.293497	8.03	0.01305	0	A_23_P169178	322	TESK1
