A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.PROBEID	Genes.ENTREZID	Genes.SYMBOL
1.26	-0.086	-0.54	0.5944	0.841164	0.29	0.5944	0	NA	NA	NA
1.98	-0.021	-0.13	0.89697	0.965689	0.02	0.89697	0	NA	NA	NA
1.75	0.272	1.25	0.21778	0.580662	1.57	0.21778	0	NA	NA	NA
4.06	0.318	1.47	0.15107	0.509187	2.15	0.15107	0	NA	NA	NA
1.61	0.189	1.14	0.25941	0.618445	1.31	0.25941	0	NA	NA	NA
4.59	-0.297	-1.34	0.18678	0.5496	1.81	0.18678	0	NA	NA	NA
6.13	-0.137	-0.89	0.37802	0.714075	0.8	0.37802	0	NA	NA	NA
1.54	0.114	0.62	0.53827	0.812392	0.39	0.53827	0	NA	NA	NA
4.16	0.571	2.83	0.00731	0.214958	8.03	0.00731	0	NA	NA	NA
2.16	0.018	0.09	0.93266	0.978526	0.01	0.93266	0	NA	NA	NA
2.66	0.505	2.15	0.03815	0.325165	4.61	0.03815	0	NA	NA	NA
2.6	0.135	0.45	0.65375	0.869239	0.2	0.65375	0	NA	NA	NA
1.86	0.209	0.97	0.33861	0.683933	0.94	0.33861	0	NA	NA	NA
2.68	-0.276	-1.43	0.16176	0.521257	2.04	0.16176	0	NA	NA	NA
3.86	-0.277	-1.49	0.14433	0.502437	2.22	0.14433	0	NA	NA	NA
2.26	-0.208	-0.98	0.33384	0.680209	0.96	0.33384	0	NA	NA	NA
1.86	-0.003	-0.01	0.98819	0.99531	0	0.98819	0	NA	NA	NA
1.65	0.435	3.08	0.00384	0.192415	9.48	0.00384	0	NA	NA	NA
1.38	-0.137	-0.92	0.36507	0.704434	0.84	0.36507	0	NA	NA	NA
1.77	-0.105	-0.53	0.5988	0.843662	0.28	0.5988	0	NA	NA	NA
2.56	-0.007	-0.03	0.9755	0.991341	0	0.9755	0	NA	NA	NA
3.51	0.303	1.59	0.12105	0.47113	2.51	0.12105	0	NA	NA	NA
1.93	0.089	0.46	0.65035	0.867948	0.21	0.65035	0	NA	NA	NA
2.08	0.111	0.35	0.72745	0.902135	0.12	0.72745	0	NA	NA	NA
2.01	-0.411	-2.14	0.03873	0.326884	4.58	0.03873	0	NA	NA	NA
2.34	-0.084	-0.39	0.70088	0.889705	0.15	0.70088	0	NA	NA	NA
1.73	0.138	0.61	0.54331	0.815443	0.38	0.54331	0	NA	NA	NA
2.24	0.005	0.03	0.97753	0.992184	0	0.97753	0	NA	NA	NA
1.47	0.058	0.42	0.67776	0.879765	0.18	0.67776	0	NA	NA	NA
2.6	-0.394	-1.92	0.06248	0.375533	3.68	0.06248	0	NA	NA	NA
2.22	0.031	0.17	0.86268	0.954957	0.03	0.86268	0	NA	NA	NA
2.81	-0.289	-1.19	0.24152	0.602538	1.42	0.24152	0	NA	NA	NA
2.27	0.377	1.77	0.08461	0.414147	3.14	0.08461	0	NA	NA	NA
7.57	-0.243	-1.33	0.19005	0.553249	1.78	0.19005	0	NA	NA	NA
1.83	-0.192	-0.97	0.33687	0.682356	0.95	0.33687	0	NA	NA	NA
2.16	0.172	0.89	0.37676	0.713103	0.8	0.37676	0	NA	NA	NA
1.37	-0.189	-1.24	0.22265	0.584345	1.54	0.22265	0	NA	NA	NA
3.94	0.555	2.56	0.01473	0.249848	6.53	0.01473	0	NA	NA	NA
2.43	0.401	2.18	0.03519	0.31863	4.77	0.03519	0	NA	NA	NA
3.14	0.331	2.44	0.01945	0.267915	5.96	0.01945	0	NA	NA	NA
1.35	-0.421	-1.77	0.08445	0.413767	3.14	0.08445	0	NA	NA	NA
1.6	-0.181	-0.99	0.32674	0.675079	0.99	0.32674	0	NA	NA	NA
1.28	-0.097	-0.61	0.54682	0.816988	0.37	0.54682	0	NA	NA	NA
3.36	-0.107	-0.49	0.62663	0.856688	0.24	0.62663	0	NA	NA	NA
1.55	-0.267	-1.38	0.17669	0.538405	1.9	0.17669	0	NA	NA	NA
2.21	-0.16	-0.86	0.39273	0.723953	0.75	0.39273	0	NA	NA	NA
2.68	-0.312	-1.46	0.153	0.511175	2.13	0.153	0	NA	NA	NA
1.79	-0.138	-0.73	0.471	0.774034	0.53	0.471	0	NA	NA	NA
2.22	0.097	0.42	0.6759	0.878932	0.18	0.6759	0	NA	NA	NA
4.12	-0.015	-0.07	0.94675	0.982654	0	0.94675	0	NA	NA	NA
4.11	0.035	0.19	0.85204	0.951169	0.04	0.85204	0	NA	NA	NA
2.65	0.09	0.4	0.68794	0.884427	0.16	0.68794	0	NA	NA	NA
2.49	0.015	0.06	0.94892	0.983466	0	0.94892	0	NA	NA	NA
2.25	0.181	1.16	0.25327	0.612214	1.35	0.25327	0	NA	NA	NA
1.6	-0.086	-0.39	0.70089	0.889705	0.15	0.70089	0	NA	NA	NA
1.36	0.123	0.69	0.49169	0.786098	0.48	0.49169	0	NA	NA	NA
4.34	-0.056	-0.31	0.75699	0.913829	0.1	0.75699	0	NA	NA	NA
2.28	0.113	0.55	0.58228	0.834911	0.31	0.58228	0	NA	NA	NA
2.19	-0.014	-0.1	0.92365	0.975145	0.01	0.92365	0	NA	NA	NA
1.41	-0.083	-0.46	0.64522	0.865536	0.22	0.64522	0	NA	NA	NA
1.76	-0.178	-1.2	0.23822	0.599124	1.44	0.23822	0	NA	NA	NA
1.3	-0.406	-2.35	0.02429	0.284222	5.5	0.02429	0	NA	NA	NA
1.84	0.232	1.43	0.16215	0.521972	2.03	0.16215	0	NA	NA	NA
1.79	-0.181	-0.8	0.42746	0.747281	0.64	0.42746	0	NA	NA	NA
1.54	-0.07	-0.36	0.72331	0.899942	0.13	0.72331	0	NA	NA	NA
2.23	-0.235	-0.58	0.56864	0.828387	0.33	0.56864	0	NA	NA	NA
1.48	-0.268	-1.62	0.11393	0.460659	2.62	0.11393	0	NA	NA	NA
1.93	-0.064	-0.37	0.71072	0.89487	0.14	0.71072	0	NA	NA	NA
2.28	0.042	0.15	0.87991	0.959959	0.02	0.87991	0	NA	NA	NA
2.19	0.232	1.13	0.26466	0.623083	1.28	0.26466	0	NA	NA	NA
3.14	0.096	0.48	0.63435	0.859956	0.23	0.63435	0	NA	NA	NA
2.69	0.106	0.24	0.81238	0.936833	0.06	0.81238	0	NA	NA	NA
2.31	0.347	1.57	0.12488	0.475353	2.46	0.12488	0	NA	NA	NA
1.95	0.121	0.78	0.44046	0.754919	0.61	0.44046	0	NA	NA	NA
1.71	-0.368	-3.12	0.00347	0.188588	9.72	0.00347	0	NA	NA	NA
2.3	-0.134	-0.68	0.50073	0.791073	0.46	0.50073	0	NA	NA	NA
2.1	-0.369	-1.55	0.12899	0.481078	2.41	0.12899	0	NA	NA	NA
1.29	-0.293	-1.86	0.07033	0.391033	3.47	0.07033	0	NA	NA	NA
1.52	0.233	1.24	0.22316	0.584858	1.53	0.22316	0	NA	NA	NA
2.96	-0.427	-1.91	0.06371	0.377256	3.65	0.06371	0	NA	NA	NA
5.59	-0.343	-2.67	0.01118	0.23638	7.11	0.01118	0	NA	NA	NA
3.13	0.394	2.15	0.03811	0.325154	4.62	0.03811	0	NA	NA	NA
2.95	-0.001	0	0.99607	0.998713	0	0.99607	0	NA	NA	NA
2.13	0.118	0.46	0.64712	0.866384	0.21	0.64712	0	NA	NA	NA
1.7	0.012	0.04	0.96453	0.988855	0	0.96453	0	NA	NA	NA
1.54	-0.037	-0.23	0.82113	0.93972	0.05	0.82113	0	NA	NA	NA
2.02	0.267	1.44	0.15749	0.51671	2.08	0.15749	0	NA	NA	NA
1.54	0.151	0.69	0.49732	0.789287	0.47	0.49732	0	NA	NA	NA
3.31	-0.075	-0.43	0.67255	0.877756	0.18	0.67255	0	NA	NA	NA
2.36	0.42	1.78	0.08251	0.410799	3.18	0.08251	0	NA	NA	NA
1.34	-0.249	-1.62	0.11359	0.460203	2.62	0.11359	0	NA	NA	NA
1.89	0.068	0.36	0.71796	0.897698	0.13	0.71796	0	NA	NA	NA
1.34	-0.2	-1.31	0.19657	0.560608	1.73	0.19657	0	NA	NA	NA
1.53	-0.031	-0.23	0.82069	0.939706	0.05	0.82069	0	NA	NA	NA
3.07	0.419	2.39	0.02171	0.275772	5.73	0.02171	0	NA	NA	NA
1.41	-0.199	-1.12	0.27019	0.628221	1.25	0.27019	0	NA	NA	NA
3.86	-0.21	-1.16	0.25396	0.612791	1.34	0.25396	0	NA	NA	NA
4.48	0.067	0.36	0.72198	0.899323	0.13	0.72198	0	NA	NA	NA
5.21	-1.095	-3.8	0.00051	0.133852	14.45	0.00051	0	NA	NA	NA
8.78	0.09	0.74	0.46618	0.771413	0.54	0.46618	0	NA	NA	NA
2.44	1.206	3.04	0.00422	0.195017	9.27	0.00422	0	NA	NA	NA
4.36	-0.243	-1.23	0.22523	0.586954	1.52	0.22523	0	NA	NA	NA
2.6	-0.153	-0.7	0.48718	0.783441	0.49	0.48718	0	NA	NA	NA
4.49	0.436	2.51	0.01634	0.256049	6.31	0.01634	0	NA	NA	NA
4.6	-0.083	-0.52	0.60317	0.845428	0.27	0.60317	0	NA	NA	NA
2.23	0.32	1.02	0.31455	0.665551	1.04	0.31455	0	NA	NA	NA
1.32	-0.258	-1.56	0.12656	0.477573	2.44	0.12656	0	NA	NA	NA
1.46	-0.223	-1.04	0.30714	0.6595	1.07	0.30714	0	NA	NA	NA
3.37	0.33	1.28	0.20813	0.571897	1.64	0.20813	0	NA	NA	NA
5.55	0.279	1.41	0.16667	0.526392	1.99	0.16667	0	NA	NA	NA
3.81	0.057	0.35	0.72872	0.902622	0.12	0.72872	0	NA	NA	NA
1.38	0.31	2.13	0.03946	0.328966	4.55	0.03946	0	NA	NA	NA
2.25	0.215	0.61	0.54721	0.817065	0.37	0.54721	0	NA	NA	NA
3.03	0.142	0.79	0.43334	0.750574	0.63	0.43334	0	NA	NA	NA
4.91	-0.025	-0.11	0.90906	0.969985	0.01	0.90906	0	NA	NA	NA
3.62	-0.033	-0.19	0.84801	0.949756	0.04	0.84801	0	NA	NA	NA
1.57	0.449	2.53	0.01582	0.253812	6.38	0.01582	0	NA	NA	NA
1.74	-0.316	-1.46	0.15285	0.511175	2.13	0.15285	0	NA	NA	NA
2.07	-0.119	-0.5	0.62023	0.85348	0.25	0.62023	0	NA	NA	NA
2.55	-0.208	-0.85	0.40263	0.730031	0.72	0.40263	0	NA	NA	NA
3.94	0.458	2.25	0.03005	0.302846	5.08	0.03005	0	NA	NA	NA
2.47	0.362	1.15	0.25602	0.614618	1.33	0.25602	0	NA	NA	NA
1.88	0.234	0.85	0.39877	0.72738	0.73	0.39877	0	NA	NA	NA
2.08	0.939	3.05	0.00419	0.195017	9.28	0.00419	0	NA	NA	NA
3.12	0.204	0.94	0.35435	0.695618	0.88	0.35435	0	NA	NA	NA
1.93	0.731	2.91	0.00603	0.209782	8.46	0.00603	0	NA	NA	NA
1.77	-0.179	-0.92	0.36443	0.703959	0.84	0.36443	0	NA	NA	NA
4.75	-0.394	-2.2	0.03406	0.314486	4.83	0.03406	0	NA	NA	NA
5.23	-0.112	-0.65	0.51695	0.800875	0.43	0.51695	0	NA	NA	NA
3.43	0.22	1.31	0.19952	0.563603	1.7	0.19952	0	NA	NA	NA
7.57	0.093	0.55	0.58505	0.836156	0.3	0.58505	0	NA	NA	NA
3.31	-0.225	-1.37	0.17931	0.541429	1.87	0.17931	0	NA	NA	NA
4.99	0.278	0.91	0.36609	0.705367	0.84	0.36609	0	NA	NA	NA
3.81	-0.474	-2.1	0.04259	0.333365	4.4	0.04259	0	NA	NA	NA
3.08	-0.389	-1.55	0.12871	0.480704	2.41	0.12871	0	NA	NA	NA
4.91	-0.285	-1.46	0.15185	0.510156	2.14	0.15185	0	NA	NA	NA
4.47	0.211	0.74	0.4651	0.770486	0.54	0.4651	0	NA	NA	NA
6.06	-0.047	-0.33	0.74158	0.906625	0.11	0.74158	0	NA	NA	NA
3.53	0.141	0.97	0.34022	0.685462	0.93	0.34022	0	NA	NA	NA
3.39	-0.147	-0.8	0.43046	0.74925	0.64	0.43046	0	NA	NA	NA
2.54	-0.299	-1.22	0.22892	0.590348	1.5	0.22892	0	NA	NA	NA
2.76	0.75	1.97	0.05668	0.363521	3.86	0.05668	0	NA	NA	NA
4.36	0.463	2.4	0.02123	0.274021	5.78	0.02123	0	NA	NA	NA
2.24	0.134	0.55	0.58435	0.835792	0.3	0.58435	0	NA	NA	NA
2.13	-0.005	-0.02	0.98323	0.993846	0	0.98323	0	NA	NA	NA
2.8	-0.086	-0.55	0.58503	0.836152	0.3	0.58503	0	NA	NA	NA
2.12	0.009	0.05	0.96285	0.988387	0	0.96285	0	NA	NA	NA
2.49	0.286	1.27	0.21309	0.576649	1.6	0.21309	0	NA	NA	NA
4.24	0.067	0.45	0.65257	0.868768	0.21	0.65257	0	NA	NA	NA
2.51	-0.126	-1.14	0.26062	0.619559	1.3	0.26062	0	NA	NA	NA
1.21	0.094	0.46	0.64742	0.8665	0.21	0.64742	0	NA	NA	NA
2.31	0.281	1.24	0.22104	0.583348	1.55	0.22104	0	NA	NA	NA
2.37	0.196	0.75	0.45799	0.766303	0.56	0.45799	0	NA	NA	NA
2.41	0.759	3.27	0.00232	0.170255	10.67	0.00232	0	NA	NA	NA
1.95	0.366	1.54	0.13236	0.486274	2.37	0.13236	0	NA	NA	NA
4.49	-0.115	-0.71	0.4844	0.78189	0.5	0.4844	0	NA	NA	NA
3.94	-0.205	-1.37	0.17984	0.541838	1.87	0.17984	0	NA	NA	NA
1.54	0.136	0.71	0.4827	0.781008	0.5	0.4827	0	NA	NA	NA
4.28	-0.188	-1.52	0.13721	0.493408	2.31	0.13721	0	NA	NA	NA
3.48	0.144	0.68	0.50344	0.792815	0.46	0.50344	0	NA	NA	NA
4.85	0.085	0.31	0.757	0.913829	0.1	0.757	0	NA	NA	NA
3.82	-0.679	-3.13	0.00337	0.188588	9.78	0.00337	0	NA	NA	NA
3.19	-0.381	-1.5	0.14116	0.49869	2.26	0.14116	0	NA	NA	NA
3.89	-0.059	-0.3	0.76649	0.917931	0.09	0.76649	0	NA	NA	NA
2.49	0.279	1.19	0.24071	0.601967	1.42	0.24071	0	NA	NA	NA
4.32	0.084	0.38	0.70267	0.890687	0.15	0.70267	0	NA	NA	NA
4.18	0.343	1.25	0.21841	0.581055	1.57	0.21841	0	NA	NA	NA
2.79	0.565	1.92	0.06238	0.375533	3.69	0.06238	0	NA	NA	NA
3.65	0.297	0.98	0.33491	0.680994	0.95	0.33491	0	NA	NA	NA
3.23	0.364	1.56	0.126	0.476658	2.45	0.126	0	NA	NA	NA
4.2	0.192	1.09	0.28449	0.640637	1.18	0.28449	0	NA	NA	NA
4.4	-0.267	-1.14	0.26278	0.621341	1.29	0.26278	0	NA	NA	NA
4.97	-0.186	-1.24	0.2228	0.584583	1.54	0.2228	0	NA	NA	NA
2.51	-0.453	-1.83	0.07497	0.399235	3.35	0.07497	0	NA	NA	NA
1.76	0.004	0.02	0.98162	0.993241	0	0.98162	0	NA	NA	NA
3.01	-0.005	-0.02	0.98278	0.993646	0	0.98278	0	NA	NA	NA
4.45	0.374	1.59	0.11948	0.469584	2.54	0.11948	0	NA	NA	NA
2.52	0.401	1.95	0.05801	0.366128	3.82	0.05801	0	NA	NA	NA
4.14	-0.043	-0.26	0.79344	0.929828	0.07	0.79344	0	NA	NA	NA
3.18	0.135	0.58	0.56783	0.828236	0.33	0.56783	0	NA	NA	NA
1.85	0.093	0.43	0.67059	0.876891	0.18	0.67059	0	NA	NA	NA
4.05	-0.091	-0.52	0.60806	0.847837	0.27	0.60806	0	NA	NA	NA
2.97	0.447	2.17	0.03642	0.322024	4.7	0.03642	0	NA	NA	NA
5.21	0.402	2.49	0.0174	0.260261	6.18	0.0174	0	NA	NA	NA
3.89	0.553	1.76	0.08598	0.416614	3.11	0.08598	0	NA	NA	NA
2.56	-0.202	-1.14	0.26091	0.619561	1.3	0.26091	0	NA	NA	NA
3.85	0.237	1.03	0.31017	0.662116	1.06	0.31017	0	NA	NA	NA
1.71	0.296	1.21	0.23455	0.595719	1.46	0.23455	0	NA	NA	NA
2.4	0.364	2.06	0.04583	0.341182	4.26	0.04583	0	NA	NA	NA
5.05	-0.278	-2.37	0.02294	0.279142	5.62	0.02294	0	NA	NA	NA
1.85	0.587	3.21	0.00272	0.178725	10.28	0.00272	0	NA	NA	NA
1.64	-0.026	-0.17	0.86716	0.956314	0.03	0.86716	0	NA	NA	NA
2.92	-0.095	-0.36	0.71982	0.89868	0.13	0.71982	0	NA	NA	NA
4.64	0.191	0.75	0.4605	0.767946	0.56	0.4605	0	NA	NA	NA
2.53	-0.147	-0.63	0.53424	0.80993	0.39	0.53424	0	NA	NA	NA
5.6	0.097	0.36	0.71741	0.897467	0.13	0.71741	0	NA	NA	NA
6.44	0.033	0.21	0.83627	0.945587	0.04	0.83627	0	NA	NA	NA
2.58	-0.002	-0.01	0.99186	0.996922	0	0.99186	0	NA	NA	NA
4.49	-0.035	-0.19	0.85298	0.951399	0.03	0.85298	0	NA	NA	NA
1.8	-0.161	-0.65	0.51679	0.800802	0.43	0.51679	0	NA	NA	NA
1.37	0.013	0.07	0.94271	0.981888	0.01	0.94271	0	NA	NA	NA
2.04	-0.36	-1.14	0.26123	0.61996	1.3	0.26123	0	NA	NA	NA
1.36	-0.084	-0.54	0.5917	0.839568	0.29	0.5917	0	NA	NA	NA
1.73	-0.197	-0.96	0.34205	0.686679	0.93	0.34205	0	NA	NA	NA
4.07	-0.145	-0.57	0.57061	0.829576	0.33	0.57061	0	NA	NA	NA
1.73	-0.034	-0.18	0.85997	0.954173	0.03	0.85997	0	NA	NA	NA
1.64	0.153	0.91	0.37092	0.708026	0.82	0.37092	0	NA	NA	NA
3.13	0.032	0.13	0.9011	0.967307	0.02	0.9011	0	NA	NA	NA
4.86	0.679	3.65	8e-04	0.147316	13.29	8e-04	0	NA	NA	NA
1.77	-0.144	-0.91	0.37085	0.708026	0.82	0.37085	0	NA	NA	NA
4.1	-0.055	-0.17	0.86477	0.95562	0.03	0.86477	0	NA	NA	NA
1.56	-0.195	-1.05	0.29852	0.652437	1.11	0.29852	0	NA	NA	NA
2.33	0.093	0.34	0.7373	0.905341	0.11	0.7373	0	NA	NA	NA
5.08	0.098	0.58	0.56722	0.827886	0.33	0.56722	0	NA	NA	NA
1.78	0.073	0.37	0.71493	0.896478	0.14	0.71493	0	NA	NA	NA
1.65	-0.219	-1.07	0.29115	0.645478	1.15	0.29115	0	NA	NA	NA
6.56	-0.258	-1.37	0.17796	0.540007	1.88	0.17796	0	NA	NA	NA
2.06	-0.056	-0.23	0.81799	0.938821	0.05	0.81799	0	NA	NA	NA
4.78	-0.369	-2.11	0.04166	0.332156	4.44	0.04166	0	NA	NA	NA
5.5	0.247	0.77	0.44794	0.759901	0.59	0.44794	0	NA	NA	NA
2.99	0.014	0.07	0.94683	0.982654	0	0.94683	0	NA	NA	NA
3.16	0.111	0.39	0.69779	0.888076	0.15	0.69779	0	NA	NA	NA
2.9	0.33	1.54	0.13132	0.485055	2.38	0.13132	0	NA	NA	NA
2.53	-0.036	-0.12	0.90387	0.968041	0.01	0.90387	0	NA	NA	NA
2.29	-0.345	-1.84	0.07308	0.396002	3.4	0.07308	0	NA	NA	NA
1.65	0.106	0.56	0.57797	0.832994	0.31	0.57797	0	NA	NA	NA
3.09	0.543	2.02	0.05081	0.351094	4.07	0.05081	0	NA	NA	NA
1.65	0.088	0.45	0.65515	0.869605	0.2	0.65515	0	NA	NA	NA
3.23	0.21	1.2	0.23842	0.599434	1.43	0.23842	0	NA	NA	NA
1.72	-0.007	-0.03	0.97493	0.991341	0	0.97493	0	NA	NA	NA
1.31	-0.183	-0.86	0.39289	0.724114	0.75	0.39289	0	NA	NA	NA
2.2	0.172	0.49	0.62469	0.855587	0.24	0.62469	0	NA	NA	NA
3.87	-0.239	-1.59	0.12081	0.470993	2.52	0.12081	0	NA	NA	NA
1.66	0.237	1.3	0.20203	0.566052	1.69	0.20203	0	NA	NA	NA
1.53	-0.223	-1.04	0.30322	0.65664	1.09	0.30322	0	NA	NA	NA
1.52	-0.045	-0.26	0.79306	0.92959	0.07	0.79306	0	NA	NA	NA
2.97	1.126	2.91	0.00606	0.209782	8.45	0.00606	0	NA	NA	NA
2.18	0.008	0.04	0.96853	0.99007	0	0.96853	0	NA	NA	NA
5.09	-0.269	-1.3	0.20289	0.566884	1.68	0.20289	0	NA	NA	NA
1.6	0.218	1.18	0.24565	0.605333	1.39	0.24565	0	NA	NA	NA
1.37	0.016	0.1	0.92207	0.974748	0.01	0.92207	0	NA	NA	NA
5.25	-0.025	-0.13	0.89433	0.9646	0.02	0.89433	0	NA	NA	NA
3.16	0.169	0.69	0.49364	0.78719	0.48	0.49364	0	NA	NA	NA
4.62	0.625	1.75	0.08883	0.420533	3.05	0.08883	0	NA	NA	NA
3.52	-0.37	-1.84	0.07309	0.396002	3.4	0.07309	0	NA	NA	NA
3.8	-0.287	-1.3	0.203	0.566939	1.68	0.203	0	NA	NA	NA
1.65	0.133	0.79	0.43517	0.751512	0.62	0.43517	0	NA	NA	NA
2.11	0.062	0.3	0.7681	0.918644	0.09	0.7681	0	NA	NA	NA
2.59	-0.219	-1.4	0.16961	0.529365	1.96	0.16961	0	NA	NA	NA
11.09	-0.21	-1.82	0.07587	0.401242	3.33	0.07587	0	NA	NA	NA
7.21	-0.165	-0.67	0.50747	0.795186	0.45	0.50747	0	NA	NA	NA
5.54	-0.085	-0.5	0.62309	0.85476	0.25	0.62309	0	NA	NA	NA
1.95	-0.057	-0.28	0.7795	0.92378	0.08	0.7795	0	NA	NA	NA
3.3	-0.25	-1.08	0.28648	0.64202	1.17	0.28648	0	NA	NA	NA
1.6	-0.293	-1.7	0.09765	0.435028	2.88	0.09765	0	NA	NA	NA
2.27	0.516	2.28	0.02846	0.297963	5.19	0.02846	0	NA	NA	NA
2.95	-0.018	-0.09	0.92491	0.975337	0.01	0.92491	0	NA	NA	NA
1.66	-0.17	-0.78	0.44312	0.756598	0.6	0.44312	0	NA	NA	NA
3.22	-0.349	-1.8	0.07942	0.406221	3.25	0.07942	0	NA	NA	NA
3.86	0.292	1.68	0.10108	0.440692	2.82	0.10108	0	NA	NA	NA
3.81	-0.085	-0.5	0.62005	0.853443	0.25	0.62005	0	NA	NA	NA
3.68	0.114	0.53	0.59954	0.843928	0.28	0.59954	0	NA	NA	NA
1.96	-0.14	-0.64	0.5238	0.80424	0.41	0.5238	0	NA	NA	NA
1.82	-0.047	-0.19	0.84823	0.949842	0.04	0.84823	0	NA	NA	NA
5.07	-0.311	-1.79	0.0813	0.409027	3.21	0.0813	0	NA	NA	NA
2.63	-0.081	-0.28	0.7826	0.924857	0.08	0.7826	0	NA	NA	NA
3.64	-0.343	-1.62	0.11256	0.458614	2.64	0.11256	0	NA	NA	NA
4.02	-0.05	-0.22	0.82825	0.942535	0.05	0.82825	0	NA	NA	NA
5.03	0.156	0.85	0.39854	0.727339	0.73	0.39854	0	NA	NA	NA
1.47	0.142	0.95	0.34884	0.692212	0.9	0.34884	0	NA	NA	NA
1.88	-0.067	-0.34	0.73931	0.905663	0.11	0.73931	0	NA	NA	NA
5.52	0.452	2.91	0.00601	0.209782	8.47	0.00601	0	NA	NA	NA
2.21	0.204	0.8	0.42603	0.746112	0.65	0.42603	0	NA	NA	NA
1.6	0.196	0.79	0.4322	0.749918	0.63	0.4322	0	NA	NA	NA
3.29	-0.008	-0.03	0.97277	0.99069	0	0.97277	0	NA	NA	NA
3.15	0.212	1.07	0.29194	0.646253	1.14	0.29194	0	NA	NA	NA
2.31	-0.347	-1.62	0.11268	0.458917	2.64	0.11268	0	NA	NA	NA
1.77	0.159	0.79	0.43444	0.751204	0.62	0.43444	0	NA	NA	NA
3.98	0.025	0.1	0.92126	0.974353	0.01	0.92126	0	NA	NA	NA
1.81	-0.058	-0.29	0.77295	0.921167	0.08	0.77295	0	NA	NA	NA
1.41	0.125	0.8	0.42741	0.747274	0.64	0.42741	0	NA	NA	NA
1.96	-0.253	-1.62	0.11253	0.458573	2.64	0.11253	0	NA	NA	NA
2.54	0.18	0.85	0.39986	0.728084	0.72	0.39986	0	NA	NA	NA
3.24	-0.08	-0.32	0.75098	0.911213	0.1	0.75098	0	NA	NA	NA
2.63	-0.31	-1.6	0.11729	0.466404	2.57	0.11729	0	NA	NA	NA
3.91	-0.04	-0.25	0.80019	0.932943	0.06	0.80019	0	NA	NA	NA
1.52	-0.059	-0.31	0.76189	0.915542	0.09	0.76189	0	NA	NA	NA
2.15	-0.371	-2.2	0.03378	0.313878	4.85	0.03378	0	NA	NA	NA
1.68	-0.064	-0.48	0.63282	0.859308	0.23	0.63282	0	NA	NA	NA
1.72	-0.336	-2.03	0.04934	0.348737	4.12	0.04934	0	NA	NA	NA
1.72	0.31	1.99	0.05327	0.356078	3.98	0.05327	0	NA	NA	NA
2.52	-0.419	-2.05	0.04761	0.345439	4.19	0.04761	0	NA	NA	NA
1.47	-0.114	-0.57	0.573	0.830625	0.32	0.573	0	NA	NA	NA
1.61	0.079	0.45	0.65326	0.868995	0.21	0.65326	0	NA	NA	NA
2.68	0.112	0.46	0.64629	0.865894	0.21	0.64629	0	NA	NA	NA
2.79	-0.14	-0.79	0.4343	0.751204	0.62	0.4343	0	NA	NA	NA
