A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.probe	Genes.id	Genes.symbol
15.2	-0.069	-0.63	0.5298	0.735485	0.4	0.5298	0	NA	100503	SDHD
15.71	0.231	1.25	0.21823	0.452382	1.56	0.21823	0	NA	100510	JAM3
7.69	-0.775	-2.88	0.00612	0.048733	8.27	0.00612	-1	Celera Transcript hCT1647059.4,Celera Transcript hCT2340385,Celera Transcript hCT2340386	100511	NA
11.13	-0.065	-0.36	0.71723	0.85911	0.13	0.71723	0	NA	100513	EDG2
12.91	0.268	2.63	0.01177	0.074325	6.89	0.01177	0	NA	100524	FAM29A
7.22	-0.083	-0.37	0.70965	0.854928	0.14	0.70965	0	Celera Transcript hCT2356414,Celera Transcript hCT2346302	100525	NA
13.61	-0.239	-1.51	0.13676	0.342979	2.29	0.13676	0	NA	100529	PROM1
13.94	-0.345	-3.28	0.00199	0.023182	10.77	0.00199	-1	NA	100537	CPT2
12.19	0.105	0.68	0.49859	0.712012	0.47	0.49859	0	NA	100543	C9orf89
9.55	0.056	0.16	0.87228	0.941204	0.03	0.87228	0	NA	100547	MOSPD2
15.79	0.076	0.99	0.32917	0.570719	0.97	0.32917	0	NA	100552	ATP5F1
8.46	0.569	2.28	0.02743	0.127777	5.19	0.02743	0	Celera Transcript hCT2345251	100557	NA
7.4	-0.026	-0.12	0.90131	0.955447	0.02	0.90131	0	Celera Transcript hCT2346294	100558	NA
7.49	0.007	0.03	0.9731	0.989031	0	0.9731	0	NA	100566	RNF8
7.53	0.127	0.58	0.5616	0.758752	0.34	0.5616	0	NA	100569	UGT2B15
12.53	0.308	2.08	0.04337	0.17096	4.32	0.04337	0	NA	100570	ST7
12.74	-0.195	-0.57	0.56971	0.76441	0.33	0.56971	0	NA	100572	GPR74
7.68	-0.641	-2.73	0.00891	0.061786	7.47	0.00891	0	NA	100575	TRIM55
7.92	-0.077	-0.27	0.78842	0.898913	0.07	0.78842	0	NA	100583	ACTN2
12.39	0.587	2.86	0.00633	0.049855	8.2	0.00633	1	NA	100591	C14orf9
10.7	0.526	1.56	0.12477	0.325025	2.45	0.12477	0	NA	100594	LY6K
12.33	0.006	0.04	0.97171	0.988281	0	0.97171	0	NA	100596	CEBPG
7.72	-0.177	-1.27	0.20999	0.441524	1.62	0.20999	0	Celera Transcript hCT2346070	100608	NA
7.53	0.303	1.61	0.11502	0.309864	2.58	0.11502	0	Celera Transcript hCT2347178	100611	NA
17.82	-0.057	-0.52	0.60311	0.786997	0.27	0.60311	0	Celera hCG2017591	100627	NA
8.84	-0.209	-0.67	0.5075	0.718892	0.45	0.5075	0	NA	100628	NPY1R
15.63	-0.219	-1.93	0.06034	0.209654	3.71	0.06034	0	NA	100629	TCTEL1
11.94	0.657	5.79	0	8.8e-05	33.52	0	1	NA	100635	C14orf150
13.4	0.272	1.98	0.05425	0.196568	3.91	0.05425	0	Celera Transcript hCT33868.3	100636	NA
13.07	0.293	2.05	0.04664	0.178736	4.18	0.04664	0	NA	100639	THOC1
15.48	-0.019	-0.11	0.91342	0.961816	0.01	0.91342	0	NA	100641	QP-C
7.75	-0.012	-0.07	0.94639	0.977821	0	0.94639	0	Celera Transcript hCT2341365	100642	NA
7.75	0.455	3.27	0.00204	0.023634	10.71	0.00204	1	NA	100645	KM-HN-1
8.63	0.227	0.56	0.57712	0.769697	0.32	0.57712	0	NA	100646	CLGN
9.99	-0.128	-0.77	0.44548	0.671981	0.59	0.44548	0	NA	100658	CYP4B1
10.34	-0.081	-0.43	0.66684	0.829607	0.19	0.66684	0	NA	100659	LOC51760
15.05	0.029	0.28	0.78111	0.895478	0.08	0.78111	0	NA	100664	LOC51321
12.08	-0.354	-2	0.05145	0.190125	4	0.05145	0	NA	100671	FBXO32
12.04	-0.124	-0.8	0.42777	0.65769	0.64	0.42777	0	Celera Transcript hCT2309191,Celera Transcript hCT2309188,Celera Transcript hCT2309189	100679	NA
11.22	-0.232	-1.35	0.18417	0.409093	1.82	0.18417	0	Celera Transcript hCT12438.2,Celera Transcript hCT2255006	100680	NA
8.6	0.315	1.06	0.29478	0.535669	1.12	0.29478	0	NA	100681	LOC203427
7.43	0.361	1.55	0.1282	0.330018	2.4	0.1282	0	NA	100687	HRASLS2
14.6	-0.25	-1.71	0.09369	0.275137	2.93	0.09369	0	NA	100689	WDR9
11.58	0.311	3.41	0.00137	0.018133	11.64	0.00137	1	NA	100691	FLJ10826
10.72	-0.782	-4.84	2e-05	0.000846	23.42	2e-05	-1	NA	100694	PHTF2
12.89	-0.105	-1.01	0.31647	0.557403	1.03	0.31647	0	NA	100709	MTIF3
13.03	-0.511	-3.05	0.0038	0.035501	9.31	0.0038	-1	NA	100710	MBNL1
8.75	0.039	0.22	0.82578	0.918289	0.05	0.82578	0	Celera Transcript hCT1825316.1	100717	NA
8.86	0.775	3.36	0.00158	0.019897	11.3	0.00158	1	NA	100719	C18orf45
10.46	-0.512	-1.84	0.07215	0.234201	3.39	0.07215	0	Celera Transcript hCT1970578	100722	NA
8.12	-0.415	-2.49	0.01657	0.09215	6.19	0.01657	0	Celera Transcript hCT1645999.2	100727	NA
11.42	-0.158	-0.8	0.43025	0.659243	0.63	0.43025	0	NA	100736	PLCB4
7.75	-0.3	-1.38	0.17345	0.394718	1.91	0.17345	0	NA	100747	CRB1
8.76	0.034	0.13	0.89753	0.953671	0.02	0.89753	0	Celera Transcript hCT30586.3	100748	NA
13.41	-0.262	-2.63	0.01167	0.073927	6.91	0.01167	0	Celera Transcript hCT31959.2	100757	NA
10.07	-0.371	-1.8	0.07875	0.247069	3.23	0.07875	0	NA	100762	C6orf152
12.99	-0.085	-0.79	0.43635	0.664034	0.62	0.43635	0	NA	100765	FUNDC1
13.3	0.087	0.52	0.60861	0.790873	0.27	0.60861	0	NA	100777	GSPT1
7.51	0.298	1.78	0.08098	0.251575	3.19	0.08098	0	NA	100781	PCDH20
8.97	-0.22	-1.05	0.29765	0.538753	1.11	0.29765	0	Celera Transcript hCT2345779	100787	NA
7.57	-0.204	-1.11	0.27461	0.514946	1.22	0.27461	0	Celera Transcript hCT1813836.1	100794	NA
9.36	-0.424	-1.55	0.12707	0.328555	2.42	0.12707	0	NA	100801	PAX3
10.55	0.03	0.15	0.88487	0.947527	0.02	0.88487	0	NA	100812	FXYD1
8.12	0.044	0.19	0.85194	0.931783	0.04	0.85194	0	Celera Transcript hCT1643414.3	100814	NA
9.78	-0.189	-0.71	0.47909	0.697555	0.51	0.47909	0	NA	100819	MTMR9
9.33	-0.244	-0.81	0.42106	0.651364	0.66	0.42106	0	NA	100825	C15orf17
10.9	0.005	0.03	0.97562	0.990334	0	0.97562	0	NA	100837	GLT8D2
13.49	-0.435	-2.93	0.00526	0.044106	8.6	0.00526	-1	NA	100840	BLVRA
14.42	-0.46	-5	1e-05	0.000581	24.99	1e-05	-1	NA	100845	C18orf8
7.75	-0.043	-0.14	0.88843	0.949394	0.02	0.88843	0	NA	100857	PCF11
7.25	0.277	1.39	0.17022	0.390579	1.94	0.17022	0	Celera Transcript hCT1838443.1	100869	NA
7.5	-0.009	-0.03	0.97224	0.988613	0	0.97224	0	Celera Transcript hCT2345551	100876	NA
7.35	0.362	2.05	0.04607	0.177367	4.21	0.04607	0	Celera Transcript hCT2346893	100883	NA
9.07	-0.184	-0.57	0.57442	0.767608	0.32	0.57442	0	NA	100884	INPP5A
11.87	0.168	0.99	0.32791	0.569248	0.98	0.32791	0	NA	100890	OSBPL10
13.91	-0.077	-0.45	0.6562	0.823032	0.2	0.6562	0	NA	100892	ADK
10.88	0.144	0.42	0.6744	0.835058	0.18	0.6744	0	Celera Transcript hCT2346413	100912	NA
11.94	-0.958	-3.26	0.0021	0.024077	10.65	0.0021	-1	ENST00000326308	100914	NA
8.02	0.386	1.71	0.09495	0.277449	2.91	0.09495	0	NA	100925	KIAA1772
17.28	0.521	2.45	0.01805	0.097266	6.02	0.01805	0	NA	100935	INSL4
10.16	-0.007	-0.05	0.96271	0.984271	0	0.96271	0	NA	100939	HABP4
11.47	0.241	1.71	0.0948	0.277145	2.91	0.0948	0	NA	100942	FRAP1
12.25	0.516	3.5	0.00106	0.015253	12.25	0.00106	1	NA	100943	BSCL2
12.87	-0.818	-6.39	0	2e-05	40.77	0	-1	NA	100945	CLCN3
10.85	0.322	2.38	0.02182	0.110242	5.64	0.02182	0	Celera hCG401265.3	100949	NA
14.44	-0.227	-1.13	0.2626	0.502863	1.29	0.2626	0	Celera Transcript hCT2340685,Celera Transcript hCT2340684	100951	NA
8.28	0.444	1.89	0.0647	0.219037	3.59	0.0647	0	NA	100952	RTBDN
12.15	-0.009	-0.06	0.95234	0.980267	0	0.95234	0	NA	100955	FTSJ1
12.28	-0.033	-0.28	0.7783	0.894286	0.08	0.7783	0	NA	100963	FAF1
11.78	-0.519	-2.79	0.00762	0.05595	7.8	0.00762	0	NA	100966	KIAA1641
13.95	0.329	2.82	0.00714	0.053724	7.94	0.00714	0	NA	100969	DKFZP434K046
8.9	0.136	0.74	0.46364	0.685212	0.55	0.46364	0	Celera Transcript hCT2253013.1	100972	NA
10.14	-0.615	-2.46	0.01795	0.096951	6.03	0.01795	0	NA	100983	NAALADL2
8.43	-0.215	-0.74	0.46166	0.683585	0.55	0.46166	0	NA	100989	CPA3
10.6	-0.319	-0.99	0.32662	0.567899	0.98	0.32662	0	Celera Transcript hCT1782862.1	100993	NA
7.69	-0.478	-2.32	0.02495	0.120275	5.38	0.02495	0	Celera Transcript hCT2347749	100996	NA
9.87	-0.415	-1.68	0.10075	0.287263	2.81	0.10075	0	Celera Transcript hCT1814113.2	100997	NA
8.25	-0.107	-0.51	0.61497	0.796	0.26	0.61497	0	NA	101011	MGC14816
10.71	-0.194	-1.14	0.25967	0.499516	1.3	0.25967	0	NA	101012	RNF144
13.93	0.185	1.28	0.20599	0.436973	1.65	0.20599	0	Celera Transcript hCT2345462	101018	NA
9.37	0.428	2.29	0.02645	0.124847	5.26	0.02645	0	NA	101019	SH3BGR
11.24	-0.724	-3.14	0.00294	0.02979	9.89	0.00294	-1	NA	101020	ANP32D
11.93	0.152	1.01	0.32007	0.561465	1.01	0.32007	0	NA	101026	KIAA0685
10.33	-0.222	-1.01	0.31792	0.558894	1.02	0.31792	0	NA	101027	MGC13183
13.42	-0.257	-0.95	0.34901	0.588923	0.9	0.34901	0	NA	101034	SCIN
12.45	-0.225	-2.38	0.02179	0.110188	5.65	0.02179	0	NA	101039	CHCHD4
12.84	-0.324	-2.6	0.01242	0.076844	6.78	0.01242	0	NA	101042	VPS13A
9.94	-0.184	-0.87	0.38971	0.625285	0.75	0.38971	0	NA	101044	ZNF454
15.66	-0.048	-0.26	0.79509	0.902797	0.07	0.79509	0	NA	101059	LAMA4
11.64	-0.362	-0.83	0.4097	0.641466	0.69	0.4097	0	NA	101060	PDK4
14.23	-0.174	-1.57	0.12246	0.32161	2.48	0.12246	0	NA	101068	FLJ20257
13.1	-0.043	-0.54	0.59379	0.781518	0.29	0.59379	0	NA	101070	PTPN2
7.54	0.31	1.34	0.18578	0.411313	1.81	0.18578	0	NA	101072	MEFV
7.9	-0.049	-0.17	0.86731	0.938491	0.03	0.86731	0	NA	101083	OPLAH
7.42	0.275	1.42	0.16306	0.380682	2.01	0.16306	0	Celera Transcript hCT2346703	101089	NA
12.05	0.343	2.57	0.01365	0.081669	6.59	0.01365	0	NA	101108	PRKD3
8.05	-0.083	-0.49	0.62561	0.802766	0.24	0.62561	0	Celera Transcript hCT1955060	101109	NA
11.01	0.1	0.66	0.5114	0.722127	0.44	0.5114	0	NA	101114	CXorf33
13.22	-0.497	-4.28	1e-04	0.00292	18.32	1e-04	-1	NA	101116	NUP54
13.64	-0.033	-0.32	0.75259	0.879751	0.1	0.75259	0	NA	101120	ACAD9
10.65	0.347	1.7	0.0961	0.279481	2.89	0.0961	0	Celera hCG1641752.3	101122	NA
11.47	0.747	1.61	0.11469	0.309291	2.59	0.11469	0	Celera Transcript hCT2322040	101123	NA
16.6	-0.234	-2.58	0.01316	0.079672	6.66	0.01316	0	NA	101125	FLJ10154
13.18	-0.015	-0.14	0.88752	0.948879	0.02	0.88752	0	NA	101126	FBXW7
15.47	-0.376	-2.21	0.03215	0.141124	4.89	0.03215	0	NA	101140	ChGn
12.17	-0.196	-0.94	0.35007	0.59012	0.89	0.35007	0	NA	101144	TRPC6
15.69	0.06	0.59	0.55509	0.754421	0.35	0.55509	0	NA	101145	UBE2R2
12.4	0.093	0.57	0.5723	0.766297	0.32	0.5723	0	Celera hCG1989987	101150	NA
10.18	-1.815	-3.29	0.00197	0.022997	10.8	0.00197	-1	NA	101157	MUC4
9.96	-0.843	-2.65	0.01102	0.071003	7.03	0.01102	0	NA	101185	ABHD3
11.4	0.014	0.09	0.92656	0.9681	0.01	0.92656	0	Celera Transcript hCT1971183.1	101191	NA
13.2	-0.213	-2.56	0.01396	0.082787	6.54	0.01396	0	NA	101192	FLJ32065
10.82	0.191	1.13	0.26341	0.503692	1.28	0.26341	0	NA	101193	HIST1H3A
11.99	-0.322	-3.43	0.00131	0.017621	11.74	0.00131	-1	NA	101194	FLJ20558
13.36	1.048	3.86	0.00036	0.007178	14.9	0.00036	1	NA	101196	ADAR
11.79	-0.086	-0.55	0.58169	0.772899	0.31	0.58169	0	Celera Transcript hCT2348570,Celera Transcript hCT32303.3,Celera Transcript hCT2304770.1	101200	NA
17.53	-0.223	-1.84	0.07229	0.234359	3.39	0.07229	0	NA	101210	EFEMP1
13.94	0.233	2.62	0.01199	0.075215	6.85	0.01199	0	NA	101213	ATPAF1
7.46	0.233	1.11	0.27127	0.511508	1.24	0.27127	0	Celera Transcript hCT1959969.1	101216	NA
8.28	-0.1	-0.42	0.67733	0.836334	0.18	0.67733	0	Celera Transcript hCT2305547.1	101220	NA
11.47	-1.07	-2.23	0.03057	0.137238	4.98	0.03057	0	NA	101231	GLULD1
15.59	0.519	4.57	4e-05	0.001563	20.86	4e-05	1	Celera Transcript hCT2324499,Celera Transcript hCT2324500	101239	NA
9.41	0.417	2.29	0.02652	0.125025	5.26	0.02652	0	NA	101242	HECTD2
8.21	0.388	2.62	0.01186	0.074639	6.88	0.01186	0	NA	101251	RAX
15.12	-0.003	-0.03	0.97535	0.990217	0	0.97535	0	NA	101255	RNF149
10.43	0.143	0.78	0.44194	0.668809	0.6	0.44194	0	NA	101260	FLJ40142
7.92	-0.086	-0.43	0.67216	0.83344	0.18	0.67216	0	Celera Transcript hCT1834716.2	101263	NA
14.36	-0.301	-2.82	0.00702	0.053161	7.98	0.00702	0	NA	101266	FUSIP1
7.56	-0.017	-0.07	0.94775	0.978179	0	0.94775	0	NA	101269	HSD17B3
8.24	0.541	1.61	0.11516	0.310051	2.58	0.11516	0	Celera Transcript hCT1970468.1	101287	NA
13.78	-0.131	-0.92	0.36461	0.603208	0.84	0.36461	0	NA	101293	VPS35
12.78	-0.415	-2.72	0.00926	0.063319	7.39	0.00926	0	NA	101300	NIN
12.45	0.783	2.52	0.01522	0.087222	6.36	0.01522	0	Celera Transcript hCT28444.2	101304	NA
7.61	-0.142	-0.78	0.43744	0.6649	0.61	0.43744	0	Celera Transcript hCT2341256	101319	NA
13.78	-0.267	-3.2	0.00254	0.026996	10.21	0.00254	-1	Celera Transcript hCT29296.1,Celera Transcript hCT2314811,Celera Transcript hCT2314809	101320	NA
11.22	0.106	0.91	0.36971	0.607841	0.82	0.36971	0	NA	101331	PCDH12
10.04	-0.294	-1.55	0.12839	0.330165	2.4	0.12839	0	NA	101333	ZNF435
7.18	0.133	0.74	0.46386	0.685365	0.55	0.46386	0	Celera Transcript hCT1813567	101336	NA
12.77	0.925	6.48	0	1.6e-05	42.06	0	1	NA	101339	SLC35A4
8.58	0.346	0.77	0.447	0.673183	0.59	0.447	0	NA	101347	IQCG
7.53	-0.169	-0.91	0.37	0.608069	0.82	0.37	0	NA	101353	C10orf64
12.26	-0.091	-0.65	0.51839	0.727442	0.42	0.51839	0	Celera Transcript hCT2346432	101356	NA
8.9	-0.249	-0.91	0.36749	0.605835	0.83	0.36749	0	Celera Transcript hCT1822191.3	101359	NA
7.71	0.15	0.85	0.39764	0.631247	0.73	0.39764	0	Celera Transcript hCT2273469	101361	NA
18.45	0.199	1.51	0.13886	0.346428	2.27	0.13886	0	NA	101365	RPS23
10.71	-0.071	-0.25	0.80095	0.905998	0.06	0.80095	0	NA	101368	FLJ39441
11.17	-0.072	-0.56	0.57698	0.769673	0.32	0.57698	0	NA	101370	RNASEH2A
10.98	-0.406	-1.31	0.19603	0.424897	1.72	0.19603	0	Celera Transcript hCT2336218	101374	NA
8.58	0.203	0.69	0.49307	0.707931	0.48	0.49307	0	NA	101377	CIDEB
11.75	0.195	1.46	0.15021	0.362706	2.14	0.15021	0	NA	101381	CINP
10.18	0.19	1.11	0.27381	0.514187	1.23	0.27381	0	Celera Transcript hCT33049.3,Celera Transcript hCT2312111	101387	NA
9.21	-0.023	-0.11	0.91386	0.962052	0.01	0.91386	0	NA	101391	CBLN1
7.21	0.071	0.34	0.73762	0.87115	0.11	0.73762	0	NA	101395	KLHL
12.4	0.195	1.69	0.09793	0.28253	2.86	0.09793	0	NA	101397	DDX26
7.1	0.359	2.27	0.02781	0.128942	5.17	0.02781	0	NA	101403	KCNJ1
12.05	-0.146	-0.85	0.39848	0.631975	0.73	0.39848	0	Celera Transcript hCT2319240,Celera Transcript hCT9643.2	101404	NA
13.56	0.078	0.32	0.75042	0.878673	0.1	0.75042	0	Celera Transcript hCT17738.2	101408	NA
7.74	-0.498	-2.4	0.0208	0.107021	5.74	0.0208	0	NA	101413	ECM2
9.4	0.592	3.14	0.00298	0.030037	9.86	0.00298	1	Celera Transcript hCT2347104.1	101431	NA
15.5	-0.173	-1.62	0.11178	0.304986	2.63	0.11178	0	NA	101441	EIF3S6
9.49	0.505	1.92	0.0609	0.210856	3.69	0.0609	0	NA	101444	NFKB2
13.31	0.053	0.45	0.65288	0.821063	0.21	0.65288	0	Celera Transcript hCT2345429	101445	NA
8.69	-0.175	-0.94	0.35445	0.594208	0.88	0.35445	0	NA	101446	CST1
11.99	-0.153	-1.05	0.29704	0.537956	1.11	0.29704	0	427179	101447	NA
8.71	0.329	1.3	0.20096	0.431409	1.68	0.20096	0	NA	101482	SUNC1
10.71	-0.008	-0.06	0.9529	0.980586	0	0.9529	0	NA	101487	CHST5
15.71	0.313	1.58	0.12028	0.318612	2.51	0.12028	0	Celera Transcript hCT1781704.3	101498	NA
9.76	-0.345	-1.85	0.07059	0.230815	3.43	0.07059	0	NA	101499	SIGLEC9
9.58	-3.782	-7.89	0	1e-06	62.27	0	-1	Celera hCG1805671.2	101505	NA
10.13	0.219	1.07	0.29144	0.532177	1.14	0.29144	0	NA	101506	MGC42105
9.31	-0.025	-0.1	0.92124	0.965705	0.01	0.92124	0	NA	101509	MTIF2
9.47	0.264	1.39	0.16992	0.390388	1.95	0.16992	0	NA	101511	ARHGAP15
8.1	0.251	1.53	0.13178	0.335245	2.36	0.13178	0	Celera Transcript hCT1814861.1	101513	NA
7.39	0.289	1.55	0.12913	0.331447	2.39	0.12913	0	NA	101518	C1orf49
20.78	-0.418	-3.55	0.00091	0.013844	12.6	0.00091	-1	NA	101520	PSG5
14.01	0.109	0.77	0.44519	0.671804	0.59	0.44519	0	NA	101526	MAST2
