probe	pvalue	adj.pvalue	symbol	entrez	group
ILMN_1651735	0.36568	0.773457	TGOLN2	10618	
ILMN_1651737	0.317	0.752106	LOC644689	NA	
ILMN_1651741	0.0666	0.472543	ARMCX3	51566	
ILMN_1651745	0.36517	0.773252	TMEM25	84866	
ILMN_1651752	0.25381	0.703785	CXorf21	80231	
ILMN_1651758	0.98537	0.996621	LOC645643	NA	
ILMN_1651760	0.58177	0.865081	LOC646537	NA	
ILMN_1651763	0.54513	0.850623	TFDP3	51270	
ILMN_1651767	0.8479	0.958483	MKL1	57591	
ILMN_1651769	0.35364	0.768362	ZFYVE16	9765	
ILMN_1651771	0.98861	0.997744	RRAGB	10325	
ILMN_1651776	0.20919	0.664471	FHOD1	29109	
ILMN_1651787	0.60056	0.872702	MSH5	4439	
ILMN_1651788	0.77259	0.936453	MAP3K11	4296	
ILMN_1651789	0.12685	0.579952	VCX2	51480	
ILMN_1651792	0.31327	0.749045	RORC	6097	
ILMN_1651799	0.58101	0.864647	SLC38A2	54407	
ILMN_1651800	0.90085	0.975338	GSTM4	2948	
ILMN_1651806	0.34347	0.764086	LOC653801	NA	
ILMN_1651811	0.46397	0.817025	LOC729269	NA	
ILMN_1651817	0.39129	0.782402	GRIK1	2897	
ILMN_1651819	0.02387	0.325565	GALNT11	63917	
ILMN_1651826	0.44818	0.808875	BASP1	10409	
ILMN_1651828	0.44928	0.809522	CCT3	7203	
ILMN_1651832	0.51652	0.840284	EHD1	10938	
ILMN_1651846	0.19792	0.654119	LOC400954	NA	
ILMN_1651848	0.88174	0.969598	ITSN1	6453	
ILMN_1651850	0.91032	0.978136	RPS16	6217	
ILMN_1651865	0.15694	0.613658	KIAA1257	57501	
ILMN_1651872	0.56156	0.858	UBIAD1	29914	
ILMN_1651878	0.36467	0.772913	EVC	2121	
ILMN_1651886	0.79409	0.943485	CWF19L1	55280	
ILMN_1651899	0.95196	0.989315	LOC653314	NA	
ILMN_1651900	0.40407	0.787915	KCNA4	3739	
ILMN_1651902	0.1023	0.542649	RASL11A	387496	
ILMN_1651903	0.14472	0.601494	LOC645669	NA	
ILMN_1651913	0.76058	0.932892	LOC651357	NA	
ILMN_1651916	0.84258	0.957154	OCLN	100506658	
ILMN_1651936	0.60879	0.875778	SETD8	NA	
ILMN_1651938	0.54372	0.849956	LOC649652	NA	
ILMN_1651943	0.59105	0.869208	ANK3	288	
ILMN_1651944	0.04276	0.402785	CTNND1	1500	
ILMN_1651949	0.96601	0.99318	SCYL3	57147	
ILMN_1651950	0.06336	0.464881	TPST1	8460	
ILMN_1651958	0.79163	0.942846	MGP	4256	
ILMN_1651964	1.00E-05	0.01225	ABCC5	10057	
ILMN_1651966	0.66013	0.897983	FGFR3	2261	
ILMN_1651967	0.49315	0.831535	TP53I3	9540	
ILMN_1651980	0.58329	0.865731	LOC283767	NA	
ILMN_1651984	0.10224	0.542649	LOC653648	NA	
ILMN_1651987	0.3568	0.769523	C6orf129	NA	
ILMN_1652000	0.04096	0.396957	FAM156A	29057	
ILMN_1652003	0.73731	0.925413	GNG10	2790	
ILMN_1652006	0.9012	0.975338	SMC1A	8243	
ILMN_1652008	0.3675	0.77352	C15orf23	NA	
ILMN_1652015	0.4842	0.826677	LOC647451	NA	
ILMN_1652017	0.00022	0.052839	PPEF1	5475	
ILMN_1652022	0.50516	0.83558	DHX57	90957	
ILMN_1652023	0.71886	0.919029	AGFG2	3268	
ILMN_1652024	0.01863	0.295545	CSNK1G3	1456	
ILMN_1652037	0.41569	0.794144	UPP2	151531	
ILMN_1652065	0.18864	0.645653	KCNMB1	3779	
ILMN_1652066	0.73382	0.924511	SNED1	25992	
ILMN_1652072	0.17395	0.631633	MGC42105	NA	
ILMN_1652073	0.99122	0.998401	LOC653658	NA	
ILMN_1652079	0.49682	0.832596	LOC641846	NA	
ILMN_1652081	0.36401	0.772594	LOC644003	NA	
ILMN_1652082	0.47223	0.821137	ELF4	2000	
ILMN_1652085	0.13682	0.593383	MPHOSPH10	10199	
ILMN_1652098	0.52594	0.842783	LOC388578	NA	
ILMN_1652110	0.99113	0.998401	DDX12	NA	
ILMN_1652113	0.47608	0.822897	LOC641989	NA	
ILMN_1652123	0.69555	0.911418	HMGN1	3150	
ILMN_1652128	0.3714	0.77521	LMBRD1	55788	
ILMN_1652132	0.91796	0.980443	LOC649945	NA	
ILMN_1652144	0.56039	0.857671	LOC653751	NA	
ILMN_1652147	0.06155	0.459969	MRPL43	84545	
ILMN_1652151	0.12433	0.576411	LOC644829	NA	
ILMN_1652155	0.57567	0.862755	DHX9	1660	
ILMN_1652160	0.92656	0.982463	LRBA	987	
ILMN_1652161	0.36131	0.771144	PNKD	25953	
ILMN_1652163	0.60794	0.875304	DVL2	1856	
ILMN_1652164	0.09906	0.536949	LOC729196	NA	
ILMN_1652166	0.3787	0.777614	GUCY1B2	2974	
ILMN_1652171	0.07795	0.494516	CDKN2C	1031	
ILMN_1652175	0.00068	0.083112	KRTAP9-8	83901	
ILMN_1652178	0.32202	0.755997	FLJ41733	NA	
ILMN_1652181	0.42635	0.798245	KIF2B	84643	
ILMN_1652185	0.35874	0.769727	IL4R	3566	
ILMN_1652188	0.09644	0.532664	KIAA1632	NA	
ILMN_1652196	0.20557	0.661553	CTAG1A	246100	
ILMN_1652198	0.42111	0.795972	CCM2	83605	
ILMN_1652199	0.37844	0.777497	LOC642113	NA	
ILMN_1652205	0.02021	0.304907	LOC645785	NA	
ILMN_1652206	0.36124	0.7711	LOC642628	NA	
ILMN_1652207	0.24917	0.698794	COX4I1	1327	
ILMN_1652209	0.4357	0.803178	LOC731432	NA	
ILMN_1652215	0.35617	0.769523	LOC644310	644310	
ILMN_1652218	0.95568	0.990452	LOC440080	NA	
ILMN_1652219	0.1147	0.561682	C20orf112	NA	
ILMN_1652223	0.61903	0.880266	WDR91	29062	
ILMN_1652230	0.84969	0.959032	LOC647361	NA	
ILMN_1652236	0.85645	0.961774	LOC732313	NA	
ILMN_1652237	0.32509	0.75757	CBR3	874	
ILMN_1652242	0.10055	0.540061	LOC643206	NA	
ILMN_1652243	0.79891	0.944633	FLJ32784	NA	
ILMN_1652244	0.38526	0.779334	POPDC3	64208	
ILMN_1652246	0.11416	0.56128	KIAA0363	NA	
ILMN_1652248	0.13711	0.593453	LOC653319	NA	
ILMN_1652249	0.95607	0.99071	PPP2R4	NA	
ILMN_1652254	0.06218	0.461958	LOC643125	NA	
ILMN_1652259	0.82693	0.952553	LOC644311	NA	
ILMN_1652276	0.02325	0.321894	MAGEA3	4102	
ILMN_1652277	0.57632	0.862867	SECTM1	6398	
ILMN_1652280	0.4993	0.833518	FBXO32	114907	
ILMN_1652284	0.73019	0.922945	PRM3	58531	
ILMN_1652287	6.00E-04	0.077343	NOG	9241	
ILMN_1652291	0.14897	0.60669	EVX2	344191	
ILMN_1652297	0.57111	0.861706	LOC642468	NA	
ILMN_1652300	0.00607	0.189829	ZNF507	22847	
ILMN_1652306	0.46647	0.818558	MEGF10	84466	
ILMN_1652309	0.75548	0.931004	TTC8	123016	
ILMN_1652313	0.28992	0.733486	RNF215	200312	
ILMN_1652314	0.4448	0.806996	SPAG1	6674	
ILMN_1652319	0.31342	0.749123	LOC642528	NA	
ILMN_1652331	0.06272	0.464036	KCTD5	54442	
ILMN_1652333	0.87074	0.966386	FN3KRP	79672	
ILMN_1652342	0.05667	0.448148	LOC649143	NA	
ILMN_1652343	0.91573	0.979772	LOC652735	NA	
ILMN_1652348	0.59007	0.868858	C4orf50	389197	
ILMN_1652357	0.08433	0.506996	PDHX	8050	
ILMN_1652366	0.04611	0.415565	NLRP7	199713	
ILMN_1652368	0.41431	0.793565	LOC647247	NA	
ILMN_1652369	0.82238	0.951163	ERCC1	2067	
ILMN_1652371	0.07785	0.494389	KIAA1324L	222223	
ILMN_1652378	0.04287	0.403012	IPO7	10527	
ILMN_1652379	0.75045	0.929565	SUCLG2	8801	
ILMN_1652381	0.85631	0.961739	SIGLEC5	8778	
ILMN_1652392	0.38077	0.778257	DCHS2	54798	
ILMN_1652394	0.29425	0.735647	RAB2A	5862	
ILMN_1652407	0.14752	0.605226	ZMYND8	23613	
ILMN_1652409	0.01573	0.278056	SPATA7	55812	
ILMN_1652412	0.3115	0.74778	PHKB	5257	
ILMN_1652417	0.51586	0.84023	DC36	NA	
ILMN_1652424	0.86793	0.965602	OR1S1	219959	
ILMN_1652429	0.007	0.200735	CXorf30	NA	
ILMN_1652430	0.36724	0.77352	LOC642268	NA	
ILMN_1652431	0.51562	0.840182	CA1	759	
ILMN_1652434	0.3583	0.769621	MTHFD2L	441024	
ILMN_1652436	0.4481	0.808782	LOC646029	646029	
ILMN_1652439	0.70203	0.914329	KRTAP3-1	83896	
ILMN_1652445	0.67219	0.902849	RAC1	5879	
ILMN_1652450	0.91944	0.98093	LOC647509	NA	
ILMN_1652456	0.02031	0.305442	TMEM98	26022	
ILMN_1652459	0.15128	0.609575	LOC654161	NA	
ILMN_1652461	0.29922	0.739045	PARD3B	117583	
ILMN_1652464	0.26352	0.711464	TUBA3E	112714	
ILMN_1652465	0.19913	0.655082	SLC26A4	5172	
ILMN_1652466	0.23086	0.683658	LOC644366	NA	
ILMN_1652469	0.55614	0.855822	LOC648302	NA	
ILMN_1652472	0.01334	0.261548	BRAF	673	
ILMN_1652486	0.88348	0.970329	THAP7	80764	
ILMN_1652487	0.28866	0.732573	RIOK1	83732	
ILMN_1652488	0.44702	0.808442	LOC644883	NA	
ILMN_1652490	0.66649	0.90071	MANSC1	54682	
ILMN_1652494	0.83964	0.956196	FAM139A	NA	
ILMN_1652505	0.35586	0.769523	APEX2	27301	
ILMN_1652507	0.98787	0.997585	LOC646870	646870	
ILMN_1652512	0.21017	0.665901	C2CD2	25966	
ILMN_1652521	0.95083	0.989041	MTMR9	66036	
ILMN_1652525	0.29823	0.738587	FAM125B	NA	
ILMN_1652527	0.26461	0.712206	LOC644808	NA	
ILMN_1652533	0.63039	0.885771	DKFZp434K191	NA	
ILMN_1652540	0.00737	0.205669	RELL2	285613	
ILMN_1652549	0.49169	0.830522	DTNA	1837	
ILMN_1652550	0.84028	0.956399	LOC647681	NA	
ILMN_1652574	0.89277	0.973069	LRRC4B	94030	
ILMN_1652577	0.71406	0.91739	USP32	84669	
ILMN_1652580	0.50654	0.836117	POLD1	5424	
ILMN_1652594	0.86744	0.965514	ACTR5	79913	
ILMN_1652602	0.78075	0.938843	C11orf35	NA	
ILMN_1652604	0.4245	0.797535	GGT1	2678	
ILMN_1652609	0.59095	0.869208	RGNEF	NA	
ILMN_1652611	0.45324	0.811775	LOC642538	NA	
ILMN_1652628	0.99267	0.998554	LOC375295	NA	
ILMN_1652631	0.84971	0.959032	GLIPR2	152007	
ILMN_1652638	0.55371	0.854861	LRRC58	116064	
ILMN_1652639	0.7631	0.933522	LOC652173	NA	
ILMN_1652646	0.08714	0.51271	LOC441196	NA	
ILMN_1652647	0.5266	0.843003	INPP4A	3631	
ILMN_1652649	0.02182	0.312914	LOC643722	NA	
ILMN_1652650	0.00679	0.200058	SH3KBP1	30011	
ILMN_1652660	0.28076	0.727405	LOC647357	NA	
ILMN_1652662	0.23282	0.685422	GRB10	2887	
ILMN_1652666	0.00047	0.071594	LOC647049	NA	
ILMN_1652670	0.18157	0.639856	PRAMEF1	65121	
ILMN_1652674	0.54649	0.851254	LLGL2	3993	
ILMN_1652677	0.12231	0.573355	FAM89A	375061	
ILMN_1652680	0.4814	0.8256	LOC652616	NA	
ILMN_1652685	0.07479	0.489206	LOC642595	NA	
ILMN_1652687	0.78557	0.940715	LOC440104	NA	
ILMN_1652689	0.58083	0.864647	LOC202134	NA	
ILMN_1652694	0.7999	0.944875	FAM131B	9715	
ILMN_1652700	0.37136	0.77521	LOC647102	NA	
ILMN_1652701	0.79977	0.944842	FLJ20972	NA	
ILMN_1652711	0.98343	0.996336	LOC648815	NA	
ILMN_1652716	0.06544	0.470544	THEX1	NA	
ILMN_1652719	0.01144	0.243585	TMCO5A	145942	
ILMN_1652721	0.10176	0.54247	LOC648758	NA	
ILMN_1652722	0.94256	0.986694	C14orf2	9556	
ILMN_1652727	0.32842	0.759241	GLT8D1	55830	
ILMN_1652729	0.59594	0.870677	ANK2	287	
ILMN_1652735	0.98924	0.997938	RFXAP	5994	
ILMN_1652736	0.68451	0.907982	RPS6KA3	6197	
ILMN_1652737	0.61148	0.877311	LOC646871	NA	
ILMN_1652740	0.84366	0.957459	LOC389786	NA	
ILMN_1652745	0.57874	0.863787	LOC642257	NA	
ILMN_1652747	0.50434	0.835306	LOC644631	NA	
ILMN_1652749	0.93965	0.986127	ERF	2077	
ILMN_1652753	0.4169	0.794788	PAAF1	80227	
ILMN_1652754	0.02539	0.333235	ZNF428	126299	
ILMN_1652756	0.22195	0.67632	LOC643878	NA	
ILMN_1652758	0.27428	0.720829	LOC647579	NA	
ILMN_1652761	0.22474	0.678448	LOC653203	NA	
ILMN_1652762	0.7198	0.919412	HIC2	23119	
ILMN_1652763	0.92147	0.981575	LOC389203	NA	
ILMN_1652768	0.4239	0.797313	LOC440589	NA	
ILMN_1652777	0.08108	0.501449	CDC42EP2	10435	
ILMN_1652780	0.41122	0.792098	TMOD2	29767	
ILMN_1652784	0.90031	0.975317	MUCDHL	NA	
ILMN_1652786	0.96346	0.99264	LOC338805	NA	
ILMN_1652787	0.6926	0.910253	PIK3AP1	118788	
ILMN_1652790	0.4066	0.789446	CLK1	1195	
ILMN_1652797	0.32592	0.758003	FAM174B	400451	
ILMN_1652799	0.67945	0.906157	LOC441873	NA	
ILMN_1652806	0.68474	0.908093	ATP5J	522	
ILMN_1652807	0.34845	0.766694	HOXA3	3200	
ILMN_1652808	0.0368	0.383036	LOC643191	NA	
ILMN_1652819	0.35783	0.769621	OPA3	80207	
ILMN_1652825	0.73457	0.924723	IL10RA	3587	
ILMN_1652826	0.56749	0.86025	LRRC17	10234	
ILMN_1652837	0.74022	0.926353	LOC644010	NA	
ILMN_1652846	0.09129	0.52162	PCYT2	5833	
ILMN_1652852	0.11388	0.560837	GAS2	2620	
ILMN_1652854	0.6041	0.873906	LOC653569	NA	
ILMN_1652865	0.96893	0.99318	BAIAP2	10458	
ILMN_1652866	0.86928	0.966071	LMX1B	4010	
ILMN_1652871	0.63745	0.888088	PLSCR5	389158	
ILMN_1652872	0.46975	0.820338	UBOX5	22888	
ILMN_1652876	0.78027	0.938627	LOC392215	NA	
ILMN_1652881	0.1615	0.619551	FLJ00312	NA	
ILMN_1652888	0.09265	0.524388	C8orf30A	NA	
ILMN_1652890	0.75597	0.931126	LOC653349	NA	
ILMN_1652906	0.00256	0.135685	GBGT1	26301	
ILMN_1652907	0.92612	0.982356	CDC5L	988	
ILMN_1652913	0.26896	0.715224	EZH2	2146	
ILMN_1652918	0.08604	0.510123	RHOF	54509	
ILMN_1652927	0.41872	0.795456	LOC641851	NA	
ILMN_1652928	0.09986	0.538649	ORAI2	80228	
ILMN_1652929	0.88313	0.9702	POGZ	23126	
ILMN_1652931	0.35294	0.768226	LOC644672	NA	
ILMN_1652938	0.12637	0.579599	PRRG3	79057	
ILMN_1652939	0.82277	0.951238	LOC647060	NA	
ILMN_1652940	0.93563	0.98478	MGC16703	NA	
ILMN_1652946	0.38144	0.778257	LOC387804	NA	
ILMN_1652952	0.34793	0.766665	RASAL2	9462	
ILMN_1652955	0.7355	0.924864	LOC648622	NA	
ILMN_1652959	0.99606	0.99916	ABCD2	225	
ILMN_1652963	0.40774	0.790318	C1orf194	127003	
ILMN_1652967	0.97305	0.994229	LOC390332	390332	
ILMN_1652969	0.63179	0.886263	ZNF479	90827	
ILMN_1652975	0.34428	0.764371	DLK1	8788	
ILMN_1652977	0.11118	0.55721	LOC652191	NA	
ILMN_1652982	0.58608	0.866882	LOC23117	NA	
ILMN_1652989	0.35551	0.769482	NUP160	23279	
ILMN_1652990	0.33572	0.761427	LOC649745	NA	
ILMN_1652991	0.60257	0.873331	NBPF10	100132406	
ILMN_1652996	0.50891	0.837149	SMG1	23049	
ILMN_1652998	0.40158	0.786801	HIST1H2BL	8340	
ILMN_1653001	0.52542	0.842602	CABLES1	91768	
ILMN_1653006	0.07973	0.497944	CSN1S1	1446	
ILMN_1653018	0.72584	0.921576	LOC647447	NA	
ILMN_1653026	8.00E-05	0.035797	PLAC8	51316	
ILMN_1653028	0.67611	0.904607	COL4A1	1282	
ILMN_1653031	0.98077	0.995745	LOC653766	NA	
ILMN_1653033	0.29247	0.734404	LOC644679	NA	
ILMN_1653039	0.58607	0.866882	LOC642934	NA	
ILMN_1653040	0.30513	0.743563	PCDHGA12	26025	
ILMN_1653042	0.37225	0.775467	HSD3B7	80270	
ILMN_1653043	0.79082	0.94239	LOC649198	NA	
ILMN_1653047	0.15392	0.612064	DHX40	79665	
ILMN_1653055	0.39617	0.78424	SOX3	6658	
ILMN_1653056	0.20631	0.662376	ATP6V0C	527	
ILMN_1653057	0.57116	0.861712	LOC221981	NA	
ILMN_1653073	0.67768	0.905366	OR10Q1	219960	
ILMN_1653077	0.31963	0.754619	LOC650549	NA	
ILMN_1653092	0.32748	0.758887	LOC643275	NA	
ILMN_1653098	0.32811	0.759162	SLC30A4	7782	
ILMN_1653102	0.91272	0.978604	CCDC64	NA	
ILMN_1653103	0.07473	0.489143	C20orf152	NA	
ILMN_1653106	0.35653	0.769523	LOC650677	NA	
ILMN_1653115	0.82063	0.950484	ECH1	1891	
ILMN_1653125	0.22826	0.681068	PER1	5187	
ILMN_1653127	0.58569	0.86685	HERC2P2	400322	
ILMN_1653129	0.6867	0.908527	CSTF2	1478	
ILMN_1653133	0.00707	0.201609	SH3D19	152503	
ILMN_1653134	0.25405	0.704125	TMEM188	NA	
ILMN_1653142	0.44525	0.807349	LOC651454	NA	
ILMN_1653143	0.43677	0.803683	ECD	11319	
ILMN_1653146	0.46321	0.816481	MSH4	4438	
ILMN_1653150	0.06589	0.470836	LOC642961	NA	
ILMN_1653155	0.82368	0.951597	KIAA1957	NA	
ILMN_1653158	0.00107	0.096326	DPRX	503834	
ILMN_1653161	0.00901	0.222128	SNCG	6623	
ILMN_1653163	0.56986	0.86105	ZSCAN2	54993	
ILMN_1653165	0.03106	0.35656	AAMP	14	
ILMN_1653166	0.45137	0.810595	CLEC10A	10462	
ILMN_1653174	0.71223	0.916839	GCNT2	2651	
ILMN_1653180	0.86436	0.964443	TPM4	7171	
ILMN_1653182	0.80619	0.946319	LOC732139	NA	
ILMN_1653185	0.31612	0.7518	LOC731196	NA	
ILMN_1653189	0.73756	0.925487	GTF2I	2969	
ILMN_1653193	0.04926	0.425662	LOC643377	NA	
ILMN_1653198	0.82305	0.951292	LOC643695	NA	
ILMN_1653200	0.54182	0.849003	SLC22A17	51310	
ILMN_1653202	0.02328	0.322131	LOC643717	NA	
ILMN_1653203	0.0024	0.132474	EFEMP2	30008	
ILMN_1653205	0.35938	0.769854	C8orf59	401466	
ILMN_1653207	0.95335	0.989711	LOC441662	NA	
ILMN_1653209	0.00119	0.100481	ZWINT	11130	
ILMN_1653211	0.43469	0.802873	ATP1B4	23439	
ILMN_1653220	0.4562	0.813319	PITPNM1	9600	
ILMN_1653228	0.02012	0.304728	C3orf22	152065	
ILMN_1653240	0.59175	0.869426	LOC644683	NA	
ILMN_1653251	0.09266	0.524388	HIST1H1B	3009	
ILMN_1653266	0.04646	0.416479	DNAJB14	79982	
ILMN_1653267	0.33457	0.761427	GPR26	2849	
ILMN_1653274	0.35475	0.768936	NUDT10	170685	
ILMN_1653276	0.56987	0.86105	LOC645276	NA	
ILMN_1653278	0.0102	0.232843	MUC20	200958	
ILMN_1653282	0.2848	0.729758	LCE2A	353139	
ILMN_1653283	0.11378	0.56068	APP	351	
ILMN_1653286	0.47859	0.824323	LOC642345	NA	
ILMN_1653292	0.11134	0.557297	PFKFB4	5210	
