A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.probe	Genes.id	Genes.symbol
10.13	0.84	3.84	0.00073	0.148786	14.75	0.00073	0	200653_s_at	200653_s_at	CALM1
11.71	-0.049	-0.54	0.59127	0.999759	0.3	0.59127	0	200654_at	200654_at	P4HB
10.06	0.846	2.65	0.01357	0.548381	7.04	0.01357	0	200655_s_at	200655_s_at	CALM1
10.37	-0.076	-0.49	0.62518	0.999759	0.24	0.62518	0	200656_s_at	200656_s_at	P4HB
10.63	-0.185	-1.25	0.22408	0.999759	1.55	0.22408	0	200657_at	200657_at	SLC25A5
6.22	-0.038	-0.39	0.69862	0.999759	0.15	0.69862	0	200658_s_at	200658_s_at	PHB
8.28	-0.112	-1.51	0.14397	0.999759	2.27	0.14397	0	200659_s_at	200659_s_at	PHB
10.79	-0.057	-0.46	0.65097	0.999759	0.21	0.65097	0	200660_at	200660_at	S100A11
9.89	0.148	1.57	0.12957	0.999759	2.45	0.12957	0	200661_at	200661_at	CTSA
8.28	-0.008	-0.05	0.95666	0.999759	0	0.95666	0	200662_s_at	200662_s_at	TOMM20
11.91	0.137	1.65	0.11205	0.988346	2.71	0.11205	0	200663_at	200663_at	CD63
8.4	0.047	0.25	0.8028	0.999759	0.06	0.8028	0	200664_s_at	200664_s_at	DNAJB1
11.35	-0.368	-1.94	0.06377	0.866581	3.76	0.06377	0	200665_s_at	200665_s_at	SPARC
9.73	-0.116	-0.98	0.33802	0.999759	0.95	0.33802	0	200666_s_at	200666_s_at	DNAJB1
9.04	-0.079	-0.65	0.52431	0.999759	0.42	0.52431	0	200667_at	200667_at	UBE2D3
10.35	0.066	0.5	0.62277	0.999759	0.25	0.62277	0	200668_s_at	200668_s_at	UBE2D3
9.39	0.076	0.59	0.55959	0.999759	0.35	0.55959	0	200669_s_at	200669_s_at	UBE2D3
9.7	0.145	0.96	0.3473	0.999759	0.92	0.3473	0	200670_at	200670_at	XBP1
5.86	-0.07	-0.57	0.57415	0.999759	0.32	0.57415	0	200671_s_at	200671_s_at	SPTBN1
7.99	-0.016	-0.12	0.90779	0.999759	0.01	0.90779	0	200672_x_at	200672_x_at	SPTBN1
11.69	0.131	1.02	0.31645	0.999759	1.04	0.31645	0	200673_at	200673_at	LAPTM4A
11.69	-0.051	-0.55	0.58654	0.999759	0.3	0.58654	0	200674_s_at	200674_s_at	RPL32
11.19	-0.069	-0.54	0.59581	0.999759	0.29	0.59581	0	200675_at	200675_at	CD81
7.27	-0.153	-1.52	0.14046	0.999759	2.32	0.14046	0	200676_s_at	200676_s_at	UBE2L3
10.97	0.224	1.69	0.10355	0.967746	2.85	0.10355	0	200677_at	200677_at	PTTG1IP
11.07	0.426	3.16	0.00404	0.316158	9.99	0.00404	0	200678_x_at	200678_x_at	GRN
8.08	-0.14	-0.9	0.37783	0.999759	0.81	0.37783	0	200679_x_at	200679_x_at	HMGB1
10.27	-0.179	-1.47	0.15337	0.999759	2.17	0.15337	0	200680_x_at	200680_x_at	HMGB1
9.38	-0.078	-0.54	0.59373	0.999759	0.29	0.59373	0	200681_at	200681_at	GLO1
9.16	0.028	0.24	0.80853	0.999759	0.06	0.80853	0	200682_s_at	200682_s_at	UBE2L3
8.65	-0.087	-0.93	0.36043	0.999759	0.87	0.36043	0	200683_s_at	200683_s_at	UBE2L3
7.73	-0.161	-2	0.05589	0.841787	4.02	0.05589	0	200684_s_at	200684_s_at	UBE2L3
9.42	0.003	0.03	0.97573	0.999759	0	0.97573	0	200686_s_at	200686_s_at	SRSF11
8.38	-0.019	-0.25	0.80764	0.999759	0.06	0.80764	0	200687_s_at	200687_s_at	SF3B3
6.02	0.061	0.68	0.50049	0.999759	0.47	0.50049	0	200688_at	200688_at	SF3B3
12.01	-0.009	-0.09	0.92781	0.999759	0.01	0.92781	0	200689_x_at	200689_x_at	EEF1G
6.51	-0.064	-1.14	0.26671	0.999759	1.29	0.26671	0	200690_at	200690_at	HSPA9
8.62	-0.071	-0.27	0.79	0.999759	0.07	0.79	0	200691_s_at	200691_s_at	HSPA9
7.61	-0.02	-0.13	0.90045	0.999759	0.02	0.90045	0	200692_s_at	200692_s_at	HSPA9
9.7	-0.122	-0.84	0.41012	0.999759	0.7	0.41012	0	200693_at	200693_at	YWHAQ
9.12	0.01	0.1	0.92482	0.999759	0.01	0.92482	0	200694_s_at	200694_s_at	DDX24
8.53	-0.006	-0.07	0.94404	0.999759	0.01	0.94404	0	200695_at	200695_at	PPP2R1A
9.88	0.121	0.79	0.43528	0.999759	0.63	0.43528	0	200696_s_at	200696_s_at	GSN
9.75	0.129	1.72	0.09692	0.953086	2.97	0.09692	0	200697_at	200697_at	HK1
10.01	-0.044	-0.3	0.76624	0.999759	0.09	0.76624	0	200698_at	200698_at	KDELR2
9.98	-0.11	-0.81	0.42652	0.999759	0.65	0.42652	0	200699_at	200699_at	KDELR2
10.59	0.091	0.54	0.592	0.999759	0.29	0.592	0	200700_s_at	200700_s_at	KDELR2
9.81	-0.058	-0.34	0.73602	0.999759	0.12	0.73602	0	200701_at	200701_at	NPC2
6.09	0.063	1.01	0.31997	0.999759	1.03	0.31997	0	200702_s_at	200702_s_at	DDX24
10.41	0.243	1.74	0.09381	0.952308	3.03	0.09381	0	200703_at	200703_at	DYNLL1
10.13	0.309	1.98	0.05898	0.846353	3.91	0.05898	0	200704_at	200704_at	LITAF
10.71	-0.093	-0.63	0.53534	0.999759	0.39	0.53534	0	200705_s_at	200705_s_at	EEF1B2
9.73	0.135	0.7	0.48862	0.999759	0.49	0.48862	0	200706_s_at	200706_s_at	LITAF
7.85	0.178	1.14	0.26524	0.999759	1.3	0.26524	0	200707_at	200707_at	PRKCSH
8.92	-0.102	-1.42	0.16901	0.999759	2	0.16901	0	200708_at	200708_at	GOT2
10.04	-0.08	-0.72	0.47775	0.999759	0.52	0.47775	0	200709_at	200709_at	FKBP1A
10.47	0.105	0.87	0.38989	0.999759	0.77	0.38989	0	200710_at	200710_at	ACADVL
8.58	-0.081	-0.78	0.44283	0.999759	0.61	0.44283	0	200711_s_at	200711_s_at	SKP1
7.09	-0.048	-0.33	0.74404	0.999759	0.11	0.74404	0	200712_s_at	200712_s_at	MAPRE1
10.55	-0.109	-1.59	0.12534	0.999759	2.51	0.12534	0	200713_s_at	200713_s_at	MAPRE1
10.63	-0.033	-0.42	0.67994	0.999759	0.17	0.67994	0	200714_x_at	200714_x_at	OS9
11.25	-0.039	-0.26	0.80037	0.999759	0.07	0.80037	0	200715_x_at	200715_x_at	RPL13A
12.45	-0.04	-0.33	0.74173	0.999759	0.11	0.74173	0	200716_x_at	200716_x_at	RPL13A
12.51	-0.064	-0.61	0.54972	0.999759	0.37	0.54972	0	200717_x_at	200717_x_at	RPL7
11.38	-0.061	-0.51	0.61353	0.999759	0.26	0.61353	0	200718_s_at	200718_s_at	SKP1
8	0.033	0.33	0.74476	0.999759	0.11	0.74476	0	200719_at	200719_at	SKP1
8.15	0.163	1.39	0.17541	0.999759	1.94	0.17541	0	200720_s_at	200720_s_at	ACTR1A
8.71	0.01	0.11	0.91381	0.999759	0.01	0.91381	0	200721_s_at	200721_s_at	ACTR1A
8.55	0.184	1.45	0.16053	0.999759	2.09	0.16053	0	200722_s_at	200722_s_at	CAPRIN1
9.52	0.077	0.56	0.58129	0.999759	0.31	0.58129	0	200723_s_at	200723_s_at	CAPRIN1
7.02	-0.051	-0.65	0.5234	0.999759	0.42	0.5234	0	200724_at	200724_at	RPL10
11.67	0.077	0.5	0.61957	0.999759	0.25	0.61957	0	200725_x_at	200725_x_at	RPL10
8.51	-0.01	-0.1	0.91833	0.999759	0.01	0.91833	0	200726_at	200726_at	PPP1CC
8.26	0.223	1.84	0.07803	0.909431	3.37	0.07803	0	200727_s_at	200727_s_at	ACTR2
9.23	-0.118	-0.71	0.48658	0.999759	0.5	0.48658	0	200728_at	200728_at	ACTR2
8.14	-0.038	-0.2	0.84361	0.999759	0.04	0.84361	0	200729_s_at	200729_s_at	ACTR2
8.24	-0.168	-0.49	0.63063	0.999759	0.24	0.63063	0	200730_s_at	200730_s_at	PTP4A1
7.7	-0.126	-1.22	0.2323	0.999759	1.5	0.2323	0	200731_s_at	200731_s_at	PTP4A1
9.34	-0.241	-2.15	0.04102	0.762527	4.64	0.04102	0	200732_s_at	200732_s_at	PTP4A1
6.7	-0.263	-1.95	0.06215	0.859968	3.81	0.06215	0	200733_s_at	200733_s_at	PTP4A1
8.73	0.028	0.39	0.70193	0.999759	0.15	0.70193	0	200734_s_at	200734_s_at	ARF3
11.34	0.095	0.56	0.57752	0.999759	0.32	0.57752	0	200735_x_at	200735_x_at	NACA
8.62	-0.131	-0.87	0.39095	0.999759	0.76	0.39095	0	200736_s_at	200736_s_at	GPX1
8.07	0.088	0.44	0.6638	0.999759	0.19	0.6638	0	200737_at	200737_at	PGK1
9.96	0.083	0.49	0.62587	0.999759	0.24	0.62587	0	200738_s_at	200738_s_at	PGK1
6.86	0.08	0.67	0.5083	0.999759	0.45	0.5083	0	200739_s_at	200739_s_at	SUMO3
9.18	-0.04	-0.43	0.66997	0.999759	0.19	0.66997	0	200740_s_at	200740_s_at	SUMO3
12.1	-0.032	-0.34	0.73528	0.999759	0.12	0.73528	0	200741_s_at	200741_s_at	RPS27
10.27	0.363	2.88	0.00795	0.447742	8.3	0.00795	0	200742_s_at	200742_s_at	TPP1
10.16	0.284	3.35	0.00256	0.254494	11.2	0.00256	0	200743_s_at	200743_s_at	TPP1
7.54	-0.009	-0.06	0.94961	0.999759	0	0.94961	0	200744_s_at	200744_s_at	GNB1
9.13	-0.155	-1.28	0.21358	0.999759	1.63	0.21358	0	200745_s_at	200745_s_at	GNB1
9.16	-0.154	-1.38	0.17892	0.999759	1.91	0.17892	0	200746_s_at	200746_s_at	GNB1
8.51	0.008	0.08	0.93343	0.999759	0.01	0.93343	0	200747_s_at	200747_s_at	NUMA1
10.62	-0.032	-0.14	0.88997	0.999759	0.02	0.88997	0	200748_s_at	200748_s_at	FTH1
7.19	-0.09	-0.81	0.4238	0.999759	0.66	0.4238	0	200749_at	200749_at	RAN
9.04	-0.08	-0.32	0.74974	0.999759	0.1	0.74974	0	200750_s_at	200750_s_at	RAN
8.08	-0.023	-0.13	0.89843	0.999759	0.02	0.89843	0	200751_s_at	200751_s_at	HNRNPC
7.81	0.004	0.02	0.98184	0.999759	0	0.98184	0	200752_s_at	200752_s_at	CAPN1
7.89	0.001	0.01	0.99072	0.999759	0	0.99072	0	200753_x_at	200753_x_at	MIR636
10.3	-0.057	-0.49	0.63089	0.999759	0.24	0.63089	0	200754_x_at	200754_x_at	MIR636
9.47	0.006	0.05	0.96298	0.999759	0	0.96298	0	200755_s_at	200755_s_at	CALU
9.02	0.053	0.39	0.69984	0.999759	0.15	0.69984	0	200756_x_at	200756_x_at	CALU
10.74	-0.077	-0.48	0.63597	0.999759	0.23	0.63597	0	200757_s_at	200757_s_at	CALU
9.12	-0.017	-0.22	0.82641	0.999759	0.05	0.82641	0	200758_s_at	200758_s_at	NFE2L1
9.78	-0.092	-0.97	0.34344	0.999759	0.93	0.34344	0	200759_x_at	200759_x_at	NFE2L1
9.55	0.129	0.91	0.37071	0.999759	0.83	0.37071	0	200760_s_at	200760_s_at	ARL6IP5
10.34	0.017	0.11	0.90945	0.999759	0.01	0.90945	0	200761_s_at	200761_s_at	ARL6IP5
8.17	-0.017	-0.1	0.9205	0.999759	0.01	0.9205	0	200762_at	200762_at	DPYSL2
11.76	-0.04	-0.31	0.75734	0.999759	0.1	0.75734	0	200763_s_at	200763_s_at	RPLP1
7.84	0.048	0.37	0.71395	0.999759	0.14	0.71395	0	200764_s_at	200764_s_at	CTNNA1
9.44	-0.032	-0.28	0.78071	0.999759	0.08	0.78071	0	200765_x_at	200765_x_at	CTNNA1
7.69	0.224	1.5	0.14622	0.999759	2.25	0.14622	0	200766_at	200766_at	CTSD
7.48	0.239	3.13	0.00435	0.330709	9.8	0.00435	0	200767_s_at	200767_s_at	FAM120A
8.75	-0.093	-0.65	0.52005	0.999759	0.43	0.52005	0	200768_s_at	200768_s_at	MAT2A
7.81	-0.077	-0.61	0.54702	0.999759	0.37	0.54702	0	200769_s_at	200769_s_at	MAT2A
8.63	-0.358	-3.04	0.00539	0.384688	9.26	0.00539	0	200770_s_at	200770_s_at	LAMC1
10.02	-0.294	-2.06	0.04946	0.80879	4.26	0.04946	0	200771_at	200771_at	LAMC1
10.48	0.028	0.1	0.92211	0.999759	0.01	0.92211	0	200772_x_at	200772_x_at	LOC100506248
11.15	-0.049	-0.37	0.71478	0.999759	0.14	0.71478	0	200773_x_at	200773_x_at	PTMA
10.27	0.177	1.21	0.23596	0.999759	1.47	0.23596	0	200774_at	200774_at	FAM120A
11	0.003	0.02	0.98524	0.999759	0	0.98524	0	200775_s_at	200775_s_at	HNRNPK
8.78	0.17	1.46	0.15645	0.999759	2.13	0.15645	0	200776_s_at	200776_s_at	BZW1
9.42	0.1	0.61	0.54935	0.999759	0.37	0.54935	0	200777_s_at	200777_s_at	BZW1
9.92	-0.042	-0.31	0.76176	0.999759	0.09	0.76176	0	200778_s_at	200778_s_at	SEPT2
10.52	0.03	0.24	0.81505	0.999759	0.06	0.81505	0	200779_at	200779_at	ATF4
11.54	-0.194	-1.85	0.07611	0.906411	3.42	0.07611	0	200780_x_at	200780_x_at	GNAS
12.19	-0.021	-0.17	0.86804	0.999759	0.03	0.86804	0	200781_s_at	200781_s_at	RPS15A
10.93	-0.238	-1.92	0.06634	0.872648	3.68	0.06634	0	200782_at	200782_at	ANXA5
7.33	-0.193	-2.87	0.00821	0.453632	8.23	0.00821	0	200783_s_at	200783_s_at	STMN1
7.56	-0.043	-0.31	0.76249	0.999759	0.09	0.76249	0	200784_s_at	200784_s_at	LRP1
8.41	-0.181	-1.92	0.06643	0.872648	3.68	0.06643	0	200785_s_at	200785_s_at	LRP1
8.97	-0.072	-0.53	0.60408	0.999759	0.28	0.60408	0	200786_at	200786_at	PSMB7
8.85	-0.113	-0.76	0.45556	0.999759	0.57	0.45556	0	200787_s_at	200787_s_at	PEA15
9.58	-0.102	-0.83	0.41243	0.999759	0.69	0.41243	0	200788_s_at	200788_s_at	PEA15
9.04	0.18	1.39	0.17536	0.999759	1.94	0.17536	0	200789_at	200789_at	ECH1
7.16	0.059	0.44	0.66329	0.999759	0.19	0.66329	0	200790_at	200790_at	ODC1
9.82	0.104	0.75	0.45866	0.999759	0.57	0.45866	0	200791_s_at	200791_s_at	IQGAP1
9.76	0.024	0.17	0.87013	0.999759	0.03	0.87013	0	200792_at	200792_at	XRCC6
8	-0.026	-0.2	0.84097	0.999759	0.04	0.84097	0	200793_s_at	200793_s_at	ACO2
9.59	-0.034	-0.22	0.82842	0.999759	0.05	0.82842	0	200794_x_at	200794_x_at	DAZAP2
10.13	-0.078	-0.51	0.61343	0.999759	0.26	0.61343	0	200795_at	200795_at	SPARCL1
6.15	0.301	1.52	0.13991	0.999759	2.32	0.13991	0	200796_s_at	200796_s_at	MCL1
10.95	0.101	0.88	0.3878	0.999759	0.77	0.3878	0	200797_s_at	200797_s_at	MCL1
9.45	0.148	0.86	0.39768	0.999759	0.74	0.39768	0	200798_x_at	200798_x_at	MCL1
9.55	0.145	0.5	0.62178	0.999759	0.25	0.62178	0	200799_at	200799_at	HSPA1A
7.27	0.287	1.19	0.24575	0.999759	1.41	0.24575	0	200800_s_at	200800_s_at	HSPA1A
13.26	-0.145	-1.52	0.14185	0.999759	2.3	0.14185	0	200801_x_at	200801_x_at	ACTB
9.8	-0.121	-1.19	0.24555	0.999759	1.41	0.24555	0	200802_at	200802_at	SARS
10.9	0.19	1.84	0.07693	0.909431	3.4	0.07693	0	200803_s_at	200803_s_at	TMBIM6
10.23	-0.03	-0.28	0.78422	0.999759	0.08	0.78422	0	200804_at	200804_at	TMBIM6
7.3	-0.151	-1.07	0.29383	0.999759	1.15	0.29383	0	200805_at	200805_at	LMAN2
9.43	-0.252	-1.79	0.08522	0.92551	3.21	0.08522	0	200806_s_at	200806_s_at	HSPD1
9.81	-0.247	-1.85	0.07527	0.906411	3.44	0.07527	0	200807_s_at	200807_s_at	HSPD1
8.19	-0.006	-0.05	0.96318	0.999759	0	0.96318	0	200808_s_at	200808_s_at	ZYX
11.47	-0.025	-0.21	0.83756	0.999759	0.04	0.83756	0	200809_x_at	200809_x_at	RPL12
9.53	0.021	0.13	0.90121	0.999759	0.02	0.90121	0	200810_s_at	200810_s_at	CIRBP
9.71	0.048	0.33	0.74756	0.999759	0.11	0.74756	0	200811_at	200811_at	CIRBP
8.56	0.002	0.01	0.98945	0.999759	0	0.98945	0	200812_at	200812_at	CCT7
8.47	0.051	0.55	0.587	0.999759	0.3	0.587	0	200813_s_at	200813_s_at	PAFAH1B1
9.77	0.123	1.29	0.20754	0.999759	1.67	0.20754	0	200814_at	200814_at	PSME1
8.7	0.132	1.4	0.17368	0.999759	1.96	0.17368	0	200815_s_at	200815_s_at	PAFAH1B1
8.74	-0.06	-0.51	0.61231	0.999759	0.26	0.61231	0	200816_s_at	200816_s_at	PAFAH1B1
11.71	-0.085	-0.6	0.55658	0.999759	0.36	0.55658	0	200817_x_at	200817_x_at	RPS10
9.32	-0.068	-0.49	0.62899	0.999759	0.24	0.62899	0	200818_at	200818_at	ATP5O
11.86	0.011	0.08	0.93413	0.999759	0.01	0.93413	0	200819_s_at	200819_s_at	RPS15
8.94	-0.024	-0.19	0.84943	0.999759	0.04	0.84943	0	200820_at	200820_at	PSMD8
6.24	0.072	0.46	0.65243	0.999759	0.21	0.65243	0	200821_at	200821_at	LAMP2
10.77	0.179	1.4	0.17335	0.999759	1.96	0.17335	0	200822_x_at	200822_x_at	TPI1
10.51	0.039	0.24	0.80889	0.999759	0.06	0.80889	0	200823_x_at	200823_x_at	RPL29
9.9	-0.04	-0.36	0.71832	0.999759	0.13	0.71832	0	200824_at	200824_at	GSTP1
10.06	-0.035	-0.27	0.79197	0.999759	0.07	0.79197	0	200825_s_at	200825_s_at	HYOU1
9.08	-0.05	-0.33	0.74717	0.999759	0.11	0.74717	0	200826_at	200826_at	SNRPD2
8.41	-0.357	-3.52	0.00165	0.217397	12.4	0.00165	0	200827_at	200827_at	PLOD1
9.82	0.166	1.97	0.05968	0.846353	3.89	0.05968	0	200828_s_at	200828_s_at	ZNF207
9.53	0.057	0.74	0.46595	0.999759	0.55	0.46595	0	200829_x_at	200829_x_at	ZNF207
8.7	-0.125	-1.07	0.29286	0.999759	1.15	0.29286	0	200830_at	200830_at	PSMD2
8.55	-0.015	-0.09	0.92675	0.999759	0.01	0.92675	0	200831_s_at	200831_s_at	SCD
7.05	-0.251	-1.06	0.29893	0.999759	1.12	0.29893	0	200832_s_at	200832_s_at	SCD
9.65	-0.116	-0.8	0.43091	0.999759	0.64	0.43091	0	200833_s_at	200833_s_at	RAP1B
10.63	-0.023	-0.16	0.87517	0.999759	0.03	0.87517	0	200834_s_at	200834_s_at	RPS21
6.52	0.064	0.67	0.50978	0.999759	0.45	0.50978	0	200835_s_at	200835_s_at	MAP4
7.54	-0.113	-1.54	0.13504	0.999759	2.38	0.13504	0	200836_s_at	200836_s_at	MAP4
9.55	0.043	0.29	0.77403	0.999759	0.08	0.77403	0	200837_at	200837_at	BCAP31
10.48	0.007	0.05	0.95917	0.999759	0	0.95917	0	200838_at	200838_at	CTSB
11.38	0.097	0.79	0.43542	0.999759	0.63	0.43542	0	200839_s_at	200839_s_at	CTSB
9.55	0.023	0.2	0.84664	0.999759	0.04	0.84664	0	200840_at	200840_at	KARS
5.74	0.129	1.05	0.30575	0.999759	1.09	0.30575	0	200841_s_at	200841_s_at	EPRS
6.66	0	0	0.99902	0.999759	0	0.99902	0	200842_s_at	200842_s_at	EPRS
