A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.probe	Genes.id	Genes.symbol
7.64	-0.088	-1.87	0.06774	0.264216	3.49	0.06774	0	22	ILMN_1651278	SNIP1
5.79	-0.21	-4.03	2e-04	0.00919	16.2	2e-04	-1	23	ILMN_1651279	LOC645349
9.32	-0.45	-0.98	0.33341	0.612858	0.95	0.33341	0	25	ILMN_1651282	COL17A1
6.42	-0.102	-0.97	0.33488	0.614331	0.95	0.33488	0	26	ILMN_1651285	BCL6B
5.87	0.129	1.36	0.18029	0.444195	1.85	0.18029	0	27	ILMN_1651286	GRHL1
5.63	-0.066	-2.32	0.02481	0.151872	5.37	0.02481	0	28	ILMN_1651288	LOC339760
5.33	0.01	0.28	0.78282	0.908172	0.08	0.78282	0	29	ILMN_1651292	LOC644613
6.9	-0.16	-1.45	0.15327	0.407143	2.11	0.15327	0	30	ILMN_1651296	FLT4
5.37	0.003	0.06	0.95506	0.983672	0	0.95506	0	31	ILMN_1651303	ATP13A4
5.23	-0.039	-1.37	0.17579	0.438549	1.89	0.17579	0	32	ILMN_1651309	EPAG
5.26	0.006	0.23	0.81848	0.925896	0.05	0.81848	0	33	ILMN_1651310	LOC653574
10.32	-0.09	-1	0.32001	0.600604	1.01	0.32001	0	34	ILMN_1651315	HMG20B
5.85	0.023	0.28	0.78202	0.907773	0.08	0.78202	0	35	ILMN_1651316	CD69
5.24	0	0.01	0.9943	0.997915	0	0.9943	0	36	ILMN_1651325	LOC653493
6.36	-0.148	-1.78	0.08178	0.291771	3.16	0.08178	0	37	ILMN_1651328	LAT1-3TM
5.37	-0.034	-1.41	0.16417	0.422894	2	0.16417	0	38	ILMN_1651329	LOC646360
6.8	0.046	0.93	0.35701	0.63339	0.87	0.35701	0	40	ILMN_1651336	MLYCD
5.71	-0.04	-1.48	0.14673	0.397287	2.18	0.14673	0	41	ILMN_1651339	KIAA0701
6.1	-0.02	-0.49	0.62868	0.826735	0.24	0.62868	0	42	ILMN_1651341	LOC401010
6.36	0.129	0.51	0.61294	0.817557	0.26	0.61294	0	43	ILMN_1651343	ITGA11
8.83	-0.25	-3.33	0.00166	0.032971	11.12	0.00166	-1	44	ILMN_1651346	TICAM2
9.82	-0.178	-1.6	0.11675	0.351939	2.55	0.11675	0	45	ILMN_1651347	SERTAD2
5.24	-0.001	-0.04	0.96548	0.987685	0	0.96548	0	46	ILMN_1651351	LOC642619
11.96	-1.054	-3.57	0.00082	0.021533	12.75	0.00082	-1	47	ILMN_1651354	SPP1
5.95	-0.423	-1.65	0.1055	0.332826	2.72	0.1055	0	48	ILMN_1651358	HBE1
6.56	0.044	0.64	0.52782	0.762004	0.4	0.52782	0	49	ILMN_1651364	PCBD2
6.31	0.291	1.32	0.1937	0.461671	1.74	0.1937	0	50	ILMN_1651365	ZBED2
5.37	0.017	0.72	0.47769	0.727676	0.51	0.47769	0	51	ILMN_1651369	LOC652300
5.34	0.095	2.71	0.00933	0.086841	7.34	0.00933	0	52	ILMN_1651370	USP21
5.33	-0.112	-0.98	0.33257	0.612221	0.96	0.33257	0	53	ILMN_1651373	RHD
8.35	0.067	1.08	0.28442	0.565124	1.17	0.28442	0	54	ILMN_1651378	AUP1
5.34	-0.077	-2.68	0.01012	0.090496	7.17	0.01012	0	55	ILMN_1651380	LOC644783
9.16	-0.105	-1.13	0.26429	0.544334	1.28	0.26429	0	56	ILMN_1651385	MFN2
5.27	0.048	1.86	0.06973	0.268237	3.44	0.06973	0	57	ILMN_1651388	LOC645448
5.18	-0.043	-2.13	0.03807	0.192932	4.55	0.03807	0	58	ILMN_1651395	LOC644897
5.21	0.02	0.75	0.45757	0.714189	0.56	0.45757	0	59	ILMN_1651396	LOC643038
5.63	-0.108	-1.46	0.14971	0.401974	2.14	0.14971	0	60	ILMN_1651403	LOC642161
5.25	-0.058	-2.13	0.03864	0.194595	4.52	0.03864	0	61	ILMN_1651404	LILRA6
9.93	-0.002	-0.03	0.97974	0.993042	0	0.97974	0	62	ILMN_1651405	BRD9
5.38	-0.007	-0.31	0.75645	0.895898	0.1	0.75645	0	63	ILMN_1651408	LOC648934
5.71	0.045	0.7	0.48798	0.734665	0.49	0.48798	0	64	ILMN_1651415	DERL3
5.33	0.079	2.76	0.00822	0.081035	7.61	0.00822	0	65	ILMN_1651428	SYTL2
11.22	0.069	0.42	0.67816	0.854237	0.17	0.67816	0	66	ILMN_1651429	SELM
5.23	0.011	0.4	0.68941	0.860501	0.16	0.68941	0	67	ILMN_1651430	CTRB1
7.82	-0.168	-1.55	0.12675	0.367278	2.42	0.12675	0	68	ILMN_1651433	DCK
5.25	-0.027	-0.91	0.36651	0.641516	0.83	0.36651	0	69	ILMN_1651435	LOC653148
5.47	0.038	1.79	0.08049	0.289545	3.19	0.08049	0	70	ILMN_1651437	FOXI1
7.73	-0.275	-1.9	0.06331	0.254291	3.61	0.06331	0	71	ILMN_1651438	ZFPM1
5.25	-0.009	-0.32	0.7526	0.894149	0.1	0.7526	0	72	ILMN_1651447	LOC651463
5.31	-0.027	-1.39	0.17176	0.433445	1.92	0.17176	0	73	ILMN_1651453	LOC652663
5.23	0.011	0.4	0.6888	0.860277	0.16	0.6888	0	74	ILMN_1651456	UTY
5.3	0.007	0.15	0.88392	0.954133	0.02	0.88392	0	75	ILMN_1651457	GPR32
5.54	-0.092	-2.38	0.02146	0.139958	5.65	0.02146	0	76	ILMN_1651464	FBXL10
5.15	0.056	2.84	0.00659	0.071989	8.07	0.00659	0	77	ILMN_1651466	ALOX5
5.32	0.014	0.6	0.55109	0.777884	0.36	0.55109	0	78	ILMN_1651470	MMP17
5.24	0.003	0.12	0.90853	0.964454	0.01	0.90853	0	79	ILMN_1651477	LOC652224
5.65	0.026	0.8	0.42533	0.690524	0.65	0.42533	0	80	ILMN_1651486	COX11P
5.52	-0.011	-0.4	0.69128	0.861399	0.16	0.69128	0	81	ILMN_1651488	LOC644234
6.03	-0.08	-0.84	0.40324	0.672954	0.71	0.40324	0	82	ILMN_1651490	CYP26A1
6.3	-0.032	-0.76	0.45009	0.708298	0.58	0.45009	0	83	ILMN_1651492	WNT2B
5.2	0.005	0.21	0.83161	0.931181	0.05	0.83161	0	84	ILMN_1651495	LOC644824
9.58	-0.173	-1.35	0.18297	0.447347	1.83	0.18297	0	85	ILMN_1651496	HIST1H2BD
10.11	-0.319	-1.3	0.19818	0.467446	1.7	0.19818	0	86	ILMN_1651498	GADD45G
6.35	-0.022	-0.31	0.76081	0.897928	0.09	0.76081	0	87	ILMN_1651499	ERGIC1
5.94	-0.257	-5.21	0	0.000928	27.16	0	-1	88	ILMN_1651501	ABCD4
7.64	-0.034	-0.64	0.52271	0.758628	0.41	0.52271	0	89	ILMN_1651504	C4orf8
6.58	-0.036	-0.94	0.35134	0.629145	0.89	0.35134	0	90	ILMN_1651506	NCOA6IP
5.99	0.012	0.26	0.79434	0.913482	0.07	0.79434	0	91	ILMN_1651507	FLJ22028
5.57	-0.051	-1.93	0.05959	0.245116	3.72	0.05959	0	92	ILMN_1651508	LOC649500
8.33	0.044	0.86	0.3914	0.66373	0.75	0.3914	0	93	ILMN_1651513	SKIV2L2
5.19	0	0.02	0.98486	0.99479	0	0.98486	0	94	ILMN_1651520	LOC648170
5.23	0.05	1.84	0.07146	0.271996	3.4	0.07146	0	95	ILMN_1651532	LOC644519
5.31	0.058	2.53	0.0148	0.112695	6.4	0.0148	0	96	ILMN_1651535	LOC653788
5.43	0.017	0.47	0.63758	0.83226	0.22	0.63758	0	97	ILMN_1651536	GEFT
6.06	-0.044	-0.68	0.49796	0.741323	0.47	0.49796	0	98	ILMN_1651538	NUMBL
5.14	-0.024	-1.28	0.20655	0.478399	1.64	0.20655	0	99	ILMN_1651543	LOC440040
6.43	-0.072	-1.77	0.08369	0.295212	3.12	0.08369	0	100	ILMN_1651544	HDAC8
5.22	0.015	0.66	0.51448	0.752571	0.43	0.51448	0	101	ILMN_1651547	SEMA3E
8.36	0.513	2.18	0.03385	0.180554	4.77	0.03385	0	102	ILMN_1651554	RGS5
9.55	0.131	0.93	0.35729	0.633597	0.86	0.35729	0	103	ILMN_1651557	KDELC2
5.37	0.036	1.58	0.12062	0.357867	2.5	0.12062	0	104	ILMN_1651563	LOC651682
5.4	-0.026	-1.19	0.24024	0.516981	1.41	0.24024	0	105	ILMN_1651565	LOC650677
5.52	-0.089	-3.31	0.00178	0.034295	10.96	0.00178	-1	106	ILMN_1651567	WHSC1
5.77	0.477	3.89	0.00031	0.011798	15.14	0.00031	1	107	ILMN_1651568	MUC13
5.77	-0.018	-0.59	0.55559	0.780914	0.35	0.55559	0	108	ILMN_1651569	XRCC2
5.48	0.101	2.51	0.01555	0.116118	6.3	0.01555	0	109	ILMN_1651574	AQP3
5.16	0.01	0.39	0.69567	0.86362	0.15	0.69567	0	110	ILMN_1651576	LOC648229
5.32	0.009	0.43	0.67112	0.849995	0.18	0.67112	0	111	ILMN_1651582	LOC646307
5.24	-0.064	-2.49	0.01651	0.120188	6.18	0.01651	0	112	ILMN_1651584	LOC643576
5.13	-0.001	-0.02	0.98172	0.993749	0	0.98172	0	113	ILMN_1651597	FBXO44
5.23	0.043	1.36	0.18133	0.445587	1.84	0.18133	0	114	ILMN_1651599	ENTPD2
5.44	0.046	1.26	0.21459	0.488196	1.58	0.21459	0	115	ILMN_1651604	MARK4
5.62	-0.107	-2.76	0.0082	0.080949	7.61	0.0082	0	116	ILMN_1651606	LOC653210
5.13	0.006	0.24	0.81009	0.921852	0.06	0.81009	0	117	ILMN_1651608	LOC649683
5.45	0.034	1.06	0.29588	0.576401	1.12	0.29588	0	118	ILMN_1651609	SPRED3
8.13	0.276	1.89	0.06494	0.257783	3.57	0.06494	0	119	ILMN_1651610	SPRY1
5.3	-0.132	-2.98	0.00454	0.058896	8.87	0.00454	0	120	ILMN_1651617	CTNNB1
5.28	-0.005	-0.21	0.83285	0.931613	0.05	0.83285	0	121	ILMN_1651624	C6orf201
8.03	0.003	0.03	0.97892	0.992743	0	0.97892	0	122	ILMN_1651628	EXOC6
5.55	-0.02	-0.69	0.49055	0.736315	0.48	0.49055	0	123	ILMN_1651636	CYP2A13
5.41	-0.05	-1.68	0.10011	0.324394	2.81	0.10011	0	124	ILMN_1651637	CRSP2
5.25	0.064	2.91	0.00541	0.064643	8.5	0.00541	0	125	ILMN_1651641	LOC643069
5.91	0.003	0.09	0.93025	0.973558	0.01	0.93025	0	126	ILMN_1651642	GPC2
5.41	-0.005	-0.17	0.86576	0.946378	0.03	0.86576	0	127	ILMN_1651643	ASB11
5.67	0.165	3.19	0.00252	0.041881	10.17	0.00252	1	128	ILMN_1651652	RTN3
6.63	0.121	0.22	0.8241	0.928114	0.05	0.8241	0	129	ILMN_1651656	PSG7
6.19	0.126	1.06	0.29515	0.575815	1.12	0.29515	0	130	ILMN_1651657	ADAM33
5.25	0.018	0.67	0.50399	0.745817	0.45	0.50399	0	131	ILMN_1651660	LOC649064
5.39	-0.011	-0.43	0.66794	0.848241	0.19	0.66794	0	132	ILMN_1651662	LOC643899
5.39	0.016	0.56	0.58127	0.797529	0.31	0.58127	0	133	ILMN_1651664	LOC642749
5.34	-0.005	-0.22	0.82598	0.928743	0.05	0.82598	0	134	ILMN_1651672	LOC646717
13.93	0.092	2.32	0.02488	0.152119	5.37	0.02488	0	135	ILMN_1651680	LOC649150
5.23	-0.001	-0.06	0.95618	0.98396	0	0.95618	0	136	ILMN_1651681	WDFY3
6.92	0.06	1.27	0.21031	0.483165	1.61	0.21031	0	137	ILMN_1651684	KIAA0586
5.39	-0.024	-0.86	0.39567	0.66729	0.73	0.39567	0	138	ILMN_1651685	C8ORFK32
5.52	0.072	2.1	0.04067	0.199835	4.43	0.04067	0	139	ILMN_1651690	PGBD4
7.48	-0.485	-2.88	0.00599	0.068414	8.28	0.00599	0	140	ILMN_1651692	STK10
5.54	-0.02	-0.71	0.48029	0.729571	0.51	0.48029	0	141	ILMN_1651693	GSG1
8.47	0.56	4.41	6e-05	0.00443	19.47	6e-05	1	142	ILMN_1651699	EPS8
9.65	0.228	1.89	0.06499	0.257905	3.57	0.06499	0	143	ILMN_1651705	CAT
5.26	0.019	0.73	0.46732	0.721032	0.54	0.46732	0	144	ILMN_1651708	RESP18
5.32	0.095	2	0.05073	0.224772	4.02	0.05073	0	145	ILMN_1651710	IQCD
5.2	-0.011	-0.45	0.65829	0.842645	0.2	0.65829	0	146	ILMN_1651711	LOC643564
5.89	0.104	1.95	0.05752	0.240255	3.79	0.05752	0	147	ILMN_1651712	RBM11
5.44	0.017	0.67	0.50433	0.746128	0.45	0.50433	0	148	ILMN_1651715	RNF2
5.1	-0.004	-0.16	0.87131	0.948783	0.03	0.87131	0	149	ILMN_1651717	ADAMTS20
9.99	0.095	1.6	0.11717	0.352706	2.55	0.11717	0	150	ILMN_1651719	MBTPS1
10.95	0.118	2.13	0.03861	0.194564	4.52	0.03861	0	152	ILMN_1651735	TGOLN2
5.47	0.047	0.92	0.36125	0.636855	0.85	0.36125	0	153	ILMN_1651737	LOC644689
5.6	0.044	1.39	0.17158	0.433196	1.93	0.17158	0	154	ILMN_1651741	ARMCX3
5.86	0.027	0.26	0.79782	0.915308	0.07	0.79782	0	155	ILMN_1651745	TMEM25
5.62	-0.031	-1	0.32352	0.60432	1	0.32352	0	156	ILMN_1651752	CXorf21
5.29	-0.014	-0.52	0.60388	0.812209	0.27	0.60388	0	157	ILMN_1651758	LOC645643
5.35	0.001	0.04	0.96947	0.989109	0	0.96947	0	158	ILMN_1651760	LOC646537
5.21	-0.012	-0.5	0.62171	0.822854	0.25	0.62171	0	159	ILMN_1651763	TFDP3
7.73	-0.089	-0.98	0.33034	0.609997	0.97	0.33034	0	160	ILMN_1651767	MKL1
7.62	-0.053	-0.87	0.38807	0.660929	0.76	0.38807	0	161	ILMN_1651769	ZFYVE16
5.2	0.052	1.88	0.06577	0.259967	3.55	0.06577	0	162	ILMN_1651771	RRAGB
8.1	-0.176	-1.9	0.06398	0.255696	3.6	0.06398	0	163	ILMN_1651776	FHOD1
5.94	0.022	0.62	0.53676	0.767981	0.39	0.53676	0	164	ILMN_1651787	MSH5
7.88	-0.272	-2.55	0.01387	0.108244	6.53	0.01387	0	165	ILMN_1651788	MAP3K11
5.14	0.025	0.49	0.6238	0.823813	0.24	0.6238	0	166	ILMN_1651789	VCX-C
5.17	0.003	0.12	0.90702	0.963707	0.01	0.90702	0	167	ILMN_1651792	RORC
10.56	0.177	2.25	0.02906	0.165815	5.06	0.02906	0	168	ILMN_1651799	SLC38A2
6.16	0.009	0.17	0.86763	0.9472	0.03	0.86763	0	169	ILMN_1651800	GSTM4
5.16	-0.067	-2.73	0.00896	0.085001	7.43	0.00896	0	170	ILMN_1651806	LOC653801
5.35	-0.002	-0.06	0.95381	0.983189	0	0.95381	0	171	ILMN_1651811	LOC642566
5.22	-0.013	-0.41	0.68332	0.857329	0.17	0.68332	0	172	ILMN_1651817	GRIK1
9.36	-0.038	-0.5	0.6191	0.821148	0.25	0.6191	0	173	ILMN_1651819	GALNT11
12.86	-0.113	-1.18	0.24371	0.521407	1.39	0.24371	0	174	ILMN_1651826	BASP1
7.87	0.15	2.59	0.01268	0.102971	6.71	0.01268	0	175	ILMN_1651828	CCT3
10.7	0.006	0.05	0.95947	0.985336	0	0.95947	0	176	ILMN_1651832	EHD1
5.36	-0.022	-0.79	0.43288	0.696387	0.63	0.43288	0	177	ILMN_1651838	RND1
5.15	0.012	0.6	0.55061	0.777509	0.36	0.55061	0	178	ILMN_1651846	LOC400954
5.24	0.052	1.87	0.06755	0.263786	3.5	0.06755	0	179	ILMN_1651848	ITSN1
13.76	-0.03	-1.13	0.26615	0.545951	1.27	0.26615	0	180	ILMN_1651850	RPS16
5.48	0.037	1.14	0.25918	0.53848	1.3	0.25918	0	181	ILMN_1651865	KIAA1257
7.38	0.002	0.02	0.98064	0.993394	0	0.98064	0	182	ILMN_1651872	UBIAD1
6.13	0.013	0.18	0.85881	0.942871	0.03	0.85881	0	183	ILMN_1651878	EVC
9.62	0.07	1.04	0.3028	0.583589	1.09	0.3028	0	184	ILMN_1651886	CWF19L1
12.67	0.121	2.63	0.01145	0.097293	6.92	0.01145	0	185	ILMN_1651899	LOC653314
5.94	0.045	0.28	0.78442	0.908964	0.08	0.78442	0	186	ILMN_1651900	KCNA4
6.42	0.255	1.68	0.09881	0.321828	2.83	0.09881	0	187	ILMN_1651902	RASL11A
5.33	0.034	1.43	0.15967	0.416335	2.04	0.15967	0	188	ILMN_1651903	LOC645669
5.55	0.081	2.61	0.01199	0.099723	6.82	0.01199	0	189	ILMN_1651905	ZNF187
5.28	-0.023	-0.99	0.32918	0.609391	0.97	0.32918	0	190	ILMN_1651913	LOC651357
5.46	-0.017	-0.69	0.49371	0.738608	0.48	0.49371	0	191	ILMN_1651916	OCLN
7.86	0.101	0.98	0.33194	0.611769	0.96	0.33194	0	192	ILMN_1651936	SETD8
5.33	-0.045	-1.74	0.08902	0.304664	3.01	0.08902	0	193	ILMN_1651938	LOC649652
5.18	0.02	0.6	0.54869	0.77612	0.36	0.54869	0	194	ILMN_1651940	OR6C76
5.53	-0.012	-0.37	0.71336	0.873141	0.14	0.71336	0	195	ILMN_1651943	ANK3
5.32	-0.022	-0.79	0.43473	0.697582	0.62	0.43473	0	196	ILMN_1651944	CTNND1
6.54	-0.019	-0.47	0.6433	0.835169	0.22	0.6433	0	197	ILMN_1651949	SCYL3
10.55	-0.103	-0.52	0.6081	0.814689	0.27	0.6081	0	198	ILMN_1651950	TPST1
12.5	0.542	2.4	0.02051	0.136508	5.74	0.02051	0	199	ILMN_1651958	MGP
8.5	0.195	2.08	0.04288	0.205499	4.33	0.04288	0	200	ILMN_1651964	ABCC5
5.85	-0.002	-0.06	0.94887	0.981136	0	0.94887	0	201	ILMN_1651966	FGFR3
6.16	0.012	0.26	0.79383	0.913249	0.07	0.79383	0	202	ILMN_1651967	TP53I3
5.81	-0.009	-0.25	0.80357	0.918885	0.06	0.80357	0	203	ILMN_1651980	LOC283767
5.43	-0.033	-1.18	0.24258	0.519975	1.4	0.24258	0	204	ILMN_1651984	LOC653648
8.16	-0.024	-0.31	0.75497	0.895445	0.1	0.75497	0	205	ILMN_1651987	C6orf129
7.96	0.171	1.24	0.22198	0.496964	1.53	0.22198	0	206	ILMN_1652000	LOC653094
7.07	0.258	2.39	0.02107	0.138555	5.69	0.02107	0	207	ILMN_1652003	LOC653503
5.98	-0.065	-0.92	0.36417	0.63972	0.84	0.36417	0	208	ILMN_1652006	SMC1L1
6.1	0.036	0.48	0.63546	0.830857	0.23	0.63546	0	209	ILMN_1652008	C15orf23
5.46	-0.046	-2.25	0.02907	0.165815	5.06	0.02907	0	210	ILMN_1652015	LOC647451
5.33	-0.019	-0.33	0.74234	0.888724	0.11	0.74234	0	211	ILMN_1652017	PPEF1
5.27	0.045	2.28	0.02706	0.159769	5.2	0.02706	0	212	ILMN_1652022	DHX57
5.26	-0.085	-2.8	0.0074	0.076643	7.83	0.0074	0	213	ILMN_1652023	LOC442715
7.76	0.05	0.69	0.49229	0.737521	0.48	0.49229	0	214	ILMN_1652024	CSNK1G3
5.26	0.022	0.73	0.46594	0.719903	0.54	0.46594	0	215	ILMN_1652037	UPP2
5.14	0.03	1.45	0.15305	0.406781	2.11	0.15305	0	216	ILMN_1652056	TTN
9.71	0.905	2.08	0.04249	0.204253	4.35	0.04249	0	217	ILMN_1652065	KCNMB1
5.42	-0.049	-2.09	0.04151	0.202085	4.39	0.04151	0	218	ILMN_1652066	SNED1
6.33	-0.105	-0.46	0.6509	0.838638	0.21	0.6509	0	219	ILMN_1652072	MGC42105
11.4	0.262	3.74	5e-04	0.01572	13.97	5e-04	1	220	ILMN_1652073	LOC653658
5.26	-0.008	-0.42	0.6729	0.851258	0.18	0.6729	0	222	ILMN_1652081	LOC644003
9.38	-0.283	-1.82	0.07498	0.278162	3.31	0.07498	0	223	ILMN_1652082	ELF4
8.72	-0.103	-3	0.0043	0.057213	8.99	0.0043	0	224	ILMN_1652085	MPHOSPH10
5.33	-0.017	-0.66	0.50994	0.749783	0.44	0.50994	0	225	ILMN_1652088	PAPOLB
5.22	0.037	1.95	0.05765	0.240575	3.78	0.05765	0	226	ILMN_1652098	LOC388578
5.25	0.016	0.83	0.41115	0.679321	0.69	0.41115	0	227	ILMN_1652104	KRAS
5.59	-0.047	-1.51	0.13812	0.383943	2.27	0.13812	0	228	ILMN_1652110	DDX12
5.76	0.027	0.74	0.46156	0.717152	0.55	0.46156	0	229	ILMN_1652113	LOC641989
10.25	0.385	4.52	4e-05	0.003631	20.41	4e-05	1	230	ILMN_1652123	HMGN1
10.21	0.051	0.72	0.47765	0.727652	0.51	0.47765	0	231	ILMN_1652128	LMBRD1
5.42	-0.013	-0.4	0.68902	0.860312	0.16	0.68902	0	232	ILMN_1652132	LOC649945
5.21	-0.015	-0.62	0.53625	0.767676	0.39	0.53625	0	233	ILMN_1652137	PPYR1
5.63	0.037	1.39	0.17039	0.431371	1.94	0.17039	0	234	ILMN_1652144	LOC653751
6.25	-0.024	-0.22	0.82484	0.928244	0.05	0.82484	0	235	ILMN_1652147	MRPL43
5.37	-0.078	-3.35	0.00158	0.032204	11.23	0.00158	-1	236	ILMN_1652151	LOC644829
5.5	0.094	4.14	0.00014	0.007504	17.15	0.00014	1	237	ILMN_1652155	LOC651243
5.88	0.017	0.49	0.62664	0.825709	0.24	0.62664	0	238	ILMN_1652160	LRBA
6.8	-0.108	-1.17	0.24604	0.523869	1.38	0.24604	0	239	ILMN_1652161	PNKD
7.62	-0.102	-1.41	0.16363	0.422194	2	0.16363	0	240	ILMN_1652163	DVL2
5.87	0.006	0.12	0.90563	0.963093	0.01	0.90563	0	241	ILMN_1652164	LOC654347
5.46	0.051	0.55	0.58196	0.798023	0.31	0.58196	0	242	ILMN_1652166	GUCY1B2
6.11	-0.084	-2.18	0.03399	0.181022	4.77	0.03399	0	243	ILMN_1652170	LOC649159
5.55	0.054	1.75	0.0866	0.300485	3.06	0.0866	0	244	ILMN_1652171	CDKN2C
5.18	-0.045	-2.37	0.02214	0.142377	5.59	0.02214	0	245	ILMN_1652175	LOC643323
5.35	-0.007	-0.28	0.78324	0.908441	0.08	0.78324	0	246	ILMN_1652178	FLJ41733
5.27	-0.038	-1.16	0.25241	0.531177	1.34	0.25241	0	247	ILMN_1652181	KIF2B
8.68	-0.214	-1.47	0.14743	0.398367	2.17	0.14743	0	248	ILMN_1652185	IL4R
5.19	0.006	0.27	0.78581	0.909536	0.07	0.78581	0	249	ILMN_1652188	LOC653797
5.22	-0.044	-1.05	0.30061	0.581463	1.1	0.30061	0	250	ILMN_1652196	LOC653387
5.92	0.06	0.37	0.71021	0.871204	0.14	0.71021	0	251	ILMN_1652198	CCM2
7.27	-0.261	-0.72	0.47564	0.726518	0.52	0.47564	0	252	ILMN_1652199	LOC642113
5.34	-0.013	-0.53	0.59686	0.807326	0.28	0.59686	0	253	ILMN_1652205	LOC645785
5.15	-0.056	-2.09	0.04239	0.204084	4.35	0.04239	0	254	ILMN_1652206	LOC642628
13.03	-0.149	-4.2	0.00012	0.006755	17.64	0.00012	-1	255	ILMN_1652207	COX4I1
5.49	0.183	4.9	1e-05	0.001716	24.05	1e-05	1	256	ILMN_1652209	LOC441969
6.52	0.181	2.99	0.00437	0.057734	8.96	0.00437	0	257	ILMN_1652215	LOC644310
5.29	-0.07	-3.01	0.00412	0.055872	9.09	0.00412	0	258	ILMN_1652218	LOC440080
5.43	0.002	0.06	0.95045	0.981827	0	0.95045	0	259	ILMN_1652219	C20orf112
7.2	0.078	0.86	0.39652	0.668011	0.73	0.39652	0	260	ILMN_1652223	HSPC049
13.56	0.002	0.04	0.96904	0.98895	0	0.96904	0	261	ILMN_1652230	LOC642892
5.21	-0.003	-0.13	0.89523	0.958561	0.02	0.89523	0	262	ILMN_1652236	LOC652169
7.57	0.102	0.75	0.45757	0.714189	0.56	0.45757	0	263	ILMN_1652237	CBR3
5.77	-0.078	-2.32	0.02478	0.151769	5.37	0.02478	0	264	ILMN_1652242	LOC643206
5.36	-0.069	-2.86	0.00624	0.069815	8.19	0.00624	0	265	ILMN_1652243	FLJ32784
5.91	-0.275	-2.78	0.00781	0.078873	7.71	0.00781	0	266	ILMN_1652244	POPDC3
7.53	0.039	0.21	0.83785	0.933782	0.04	0.83785	0	267	ILMN_1652246	KIAA0363
5.25	0.04	2.28	0.02722	0.16012	5.19	0.02722	0	268	ILMN_1652248	LOC653319
5.28	0.078	2.56	0.01376	0.107738	6.54	0.01376	0	269	ILMN_1652249	PPP2R4
5.33	-0.009	-0.39	0.69463	0.863191	0.16	0.69463	0	270	ILMN_1652254	LOC643125
5.23	-0.029	-1.13	0.26269	0.542738	1.28	0.26269	0	271	ILMN_1652259	LOC644311
5.41	0.036	1.46	0.14964	0.401838	2.14	0.14964	0	272	ILMN_1652276	MAGEA3
5.88	-0.063	-1.83	0.0739	0.276167	3.34	0.0739	0	273	ILMN_1652277	SECTM1
9.67	0.412	2.08	0.04311	0.206103	4.32	0.04311	0	274	ILMN_1652280	FBXO32
5.47	0.006	0.25	0.80499	0.919255	0.06	0.80499	0	275	ILMN_1652284	PRM3
6.64	-0.083	-0.26	0.79295	0.912803	0.07	0.79295	0	276	ILMN_1652287	NOG
5.14	-0.012	-0.47	0.6439	0.83536	0.22	0.6439	0	277	ILMN_1652291	LOC344191
5.63	0.063	2.99	0.00435	0.057605	8.96	0.00435	0	278	ILMN_1652297	LOC642468
