A	Coef	t	p.value	p.value.adj	F	F.p.value	CasevsControl	Genes.probe	Genes.id	Genes.symbol
5.4	0.024	0.72	0.47348	0.895898	0.52	0.47348	0	ILMN_1651292	ILMN_1651292	NA
5.61	-0.034	-0.92	0.36195	0.853324	0.84	0.36195	0	ILMN_1651303	ILMN_1651303	ATP13A4
5.81	-0.018	-0.52	0.60748	0.932775	0.27	0.60748	0	ILMN_1651316	ILMN_1651316	CD69
5.47	0.026	0.84	0.4021	0.870237	0.71	0.4021	0	ILMN_1651325	ILMN_1651325	NA
5.49	0.039	1.83	0.0725	0.548452	3.34	0.0725	0	ILMN_1651329	ILMN_1651329	NA
6.57	0.027	0.53	0.60106	0.932464	0.28	0.60106	0	ILMN_1651336	ILMN_1651336	MLYCD
5.92	0.034	1.01	0.31545	0.831486	1.02	0.31545	0	ILMN_1651341	ILMN_1651341	NOC2LP2
7.42	0.079	1.03	0.3065	0.82711	1.06	0.3065	0	ILMN_1651346	ILMN_1651346	NA
11.54	-0.566	-3.44	0.00104	0.061562	11.87	0.00104	0	ILMN_1651354	ILMN_1651354	SPP1
6.32	0.104	0.89	0.37644	0.859503	0.79	0.37644	0	ILMN_1651358	ILMN_1651358	HBE1
5.77	-0.015	-0.41	0.68682	0.951591	0.16	0.68682	0	ILMN_1651364	ILMN_1651364	NA
5.41	-0.013	-0.57	0.5703	0.924576	0.33	0.5703	0	ILMN_1651369	ILMN_1651369	TMA7
5.7	0.023	0.91	0.365	0.854905	0.83	0.365	0	ILMN_1651380	ILMN_1651380	NA
8.09	0.039	0.34	0.7355	0.961772	0.12	0.7355	0	ILMN_1651385	ILMN_1651385	MFN2
5.49	0.025	0.98	0.3311	0.839743	0.96	0.3311	0	ILMN_1651388	ILMN_1651388	NA
5.62	0.026	1.01	0.3176	0.832225	1.02	0.3176	0	ILMN_1651395	ILMN_1651395	TIGD1
5.39	0.016	0.62	0.54004	0.91504	0.38	0.54004	0	ILMN_1651396	ILMN_1651396	ABCA9
7.33	-0.105	-1.19	0.23943	0.784662	1.41	0.23943	0	ILMN_1651399	ILMN_1651399	CUL5
5.63	0.018	0.58	0.56595	0.922794	0.33	0.56595	0	ILMN_1651403	ILMN_1651403	NA
5.82	0.017	0.54	0.58801	0.928621	0.3	0.58801	0	ILMN_1651404	ILMN_1651404	LILRA6
11.33	0.219	3.98	0.00018	0.02234	15.87	0.00018	1	ILMN_1651406	ILMN_1651406	PPP1R14B
5.36	-0.033	-1.27	0.20935	0.757615	1.61	0.20935	0	ILMN_1651408	ILMN_1651408	NA
9.02	0.071	0.42	0.67957	0.950016	0.17	0.67957	0	ILMN_1651429	ILMN_1651429	SELENOM
5.62	-0.012	-0.46	0.64991	0.940938	0.21	0.64991	0	ILMN_1651430	ILMN_1651430	CTRB2
6.96	-0.272	-4.44	4e-05	0.008307	19.68	4e-05	-1	ILMN_1651433	ILMN_1651433	DCK
5.64	-0.028	-0.9	0.36921	0.856728	0.82	0.36921	0	ILMN_1651435	ILMN_1651435	NA
6.96	-0.118	-2.36	0.02137	0.335811	5.58	0.02137	0	ILMN_1651438	ILMN_1651438	ZFPM1
5.63	0.015	0.52	0.60316	0.932464	0.27	0.60316	0	ILMN_1651447	ILMN_1651447	NA
5.52	-0.038	-1.3	0.19936	0.748397	1.68	0.19936	0	ILMN_1651453	ILMN_1651453	RNF224
5.77	0.003	0.08	0.93294	0.991885	0.01	0.93294	0	ILMN_1651457	ILMN_1651457	GPR32
5.65	-0.004	-0.19	0.85007	0.98053	0.04	0.85007	0	ILMN_1651469	ILMN_1651469	NA
5.59	0.02	0.8	0.42928	0.87916	0.63	0.42928	0	ILMN_1651477	ILMN_1651477	ZCCHC9
5.52	-0.027	-0.9	0.37081	0.857266	0.81	0.37081	0	ILMN_1651486	ILMN_1651486	COX11
5.69	0.03	1.12	0.26588	0.802115	1.26	0.26588	0	ILMN_1651488	ILMN_1651488	NA
5.57	0.016	0.64	0.52634	0.91283	0.41	0.52634	0	ILMN_1651495	ILMN_1651495	NA
9.22	0.385	1.36	0.17821	0.722886	1.86	0.17821	0	ILMN_1651498	ILMN_1651498	GADD45G
7.43	-0.116	-2.56	0.01304	0.268858	6.54	0.01304	0	ILMN_1651504	ILMN_1651504	FAM193A
5.7	0.006	0.21	0.83163	0.977423	0.05	0.83163	0	ILMN_1651507	ILMN_1651507	PYROXD1
5.69	-0.022	-0.7	0.48678	0.901218	0.49	0.48678	0	ILMN_1651508	ILMN_1651508	NA
7.76	-0.137	-1.11	0.27252	0.807184	1.23	0.27252	0	ILMN_1651513	ILMN_1651513	SKIV2L2
6.95	-0.226	-1.99	0.05058	0.483124	3.98	0.05058	0	ILMN_1651517	ILMN_1651517	KRT8
5.55	0.032	1.36	0.17763	0.722552	1.86	0.17763	0	ILMN_1651520	ILMN_1651520	NA
5.73	0.017	0.44	0.66415	0.945416	0.19	0.66415	0	ILMN_1651532	ILMN_1651532	NA
5.46	0.011	0.32	0.74954	0.96399	0.1	0.74954	0	ILMN_1651535	ILMN_1651535	TMEM217
5.98	0.041	0.96	0.34172	0.844951	0.92	0.34172	0	ILMN_1651538	ILMN_1651538	NUMBL
5.45	-0.033	-1.14	0.25931	0.796822	1.3	0.25931	0	ILMN_1651543	ILMN_1651543	LOC440040
5.92	0.042	1.09	0.27977	0.81078	1.19	0.27977	0	ILMN_1651544	ILMN_1651544	HDAC8
5.51	-0.008	-0.28	0.78143	0.968557	0.08	0.78143	0	ILMN_1651547	ILMN_1651547	SEMA3E
5.88	-0.074	-1.12	0.26884	0.804736	1.25	0.26884	0	ILMN_1651554	ILMN_1651554	RGS5
10.13	0.051	0.36	0.72328	0.959028	0.13	0.72328	0	ILMN_1651557	ILMN_1651557	KDELC2
5.78	0.045	0.93	0.35811	0.851889	0.86	0.35811	0	ILMN_1651563	ILMN_1651563	MYO15B
5.73	0.03	1.17	0.24505	0.787731	1.38	0.24505	0	ILMN_1651568	ILMN_1651568	MUC13
5.68	0.015	0.5	0.62057	0.936433	0.25	0.62057	0	ILMN_1651569	ILMN_1651569	XRCC2
6.12	0.462	4.01	0.00017	0.021156	16.09	0.00017	1	ILMN_1651574	ILMN_1651574	AQP3
5.47	-0.008	-0.3	0.76142	0.965554	0.09	0.76142	0	ILMN_1651576	ILMN_1651576	NA
5.49	0.023	0.91	0.36599	0.855111	0.83	0.36599	0	ILMN_1651582	ILMN_1651582	NA
5.5	0.031	0.84	0.40334	0.87031	0.71	0.40334	0	ILMN_1651588	ILMN_1651588	KRTAP5-6
5.57	-0.032	-0.87	0.38514	0.86244	0.77	0.38514	0	ILMN_1651604	ILMN_1651604	MARK4
5.64	-0.014	-0.4	0.6912	0.952657	0.16	0.6912	0	ILMN_1651608	ILMN_1651608	KIAA0825
9.35	0.09	0.99	0.3272	0.837626	0.98	0.3272	0	ILMN_1651611	ILMN_1651611	LDLR
5.78	0.033	1.22	0.22736	0.774209	1.49	0.22736	0	ILMN_1651624	ILMN_1651624	C6orf201
5.82	0.039	1.31	0.19422	0.743813	1.72	0.19422	0	ILMN_1651636	ILMN_1651636	CYP2A13
5.46	0.063	2.03	0.04726	0.472999	4.1	0.04726	0	ILMN_1651641	ILMN_1651641	NA
5.85	0.07	1.97	0.05359	0.493995	3.87	0.05359	0	ILMN_1651642	ILMN_1651642	GPC2
5.65	-0.008	-0.24	0.80828	0.974198	0.06	0.80828	0	ILMN_1651654	ILMN_1651654	XPO7
5.43	0.011	0.35	0.72502	0.959185	0.12	0.72502	0	ILMN_1651660	ILMN_1651660	NA
6.29	0.002	0.03	0.9754	0.996931	0	0.9754	0	ILMN_1651661	ILMN_1651661	SHC1
5.38	-0.033	-1.09	0.28041	0.811158	1.19	0.28041	0	ILMN_1651662	ILMN_1651662	NA
5.49	0.028	1	0.32296	0.835807	0.99	0.32296	0	ILMN_1651672	ILMN_1651672	NA
5.81	0.035	1.29	0.20137	0.74879	1.67	0.20137	0	ILMN_1651676	ILMN_1651676	NA
5.92	0.08	2.09	0.04121	0.446567	4.35	0.04121	0	ILMN_1651684	ILMN_1651684	KIAA0586
5.63	-0.045	-1.45	0.15168	0.692031	2.11	0.15168	0	ILMN_1651690	ILMN_1651690	NA
7.4	0.075	1.14	0.25851	0.796341	1.3	0.25851	0	ILMN_1651692	ILMN_1651692	STK10
9.43	-0.135	-2.33	0.02314	0.350939	5.43	0.02314	0	ILMN_1651694	ILMN_1651694	CHCHD2
5.54	0.012	0.49	0.62417	0.937242	0.24	0.62417	0	ILMN_1651708	ILMN_1651708	RESP18
5.62	0.008	0.24	0.80889	0.974198	0.06	0.80889	0	ILMN_1651710	ILMN_1651710	IQCD
5.55	-0.02	-0.73	0.47015	0.894398	0.53	0.47015	0	ILMN_1651711	ILMN_1651711	NA
5.85	-0.05	-1.66	0.10186	0.616383	2.76	0.10186	0	ILMN_1651712	ILMN_1651712	RBM11
5.66	-0.023	-0.79	0.43274	0.879961	0.62	0.43274	0	ILMN_1651715	ILMN_1651715	RNF2
5.38	0.021	0.66	0.51186	0.908358	0.44	0.51186	0	ILMN_1651727	ILMN_1651727	OOEP
9.31	-0.134	-0.9	0.36939	0.856912	0.82	0.36939	0	ILMN_1651735	ILMN_1651735	TGOLN2
5.86	0.023	0.54	0.59236	0.929813	0.29	0.59236	0	ILMN_1651737	ILMN_1651737	NA
5.92	-0.106	-1.11	0.27345	0.807827	1.22	0.27345	0	ILMN_1651745	ILMN_1651745	TMEM25
5.78	-0.01	-0.4	0.69398	0.953119	0.16	0.69398	0	ILMN_1651752	ILMN_1651752	CXorf21
5.34	-0.039	-1.16	0.25119	0.792211	1.34	0.25119	0	ILMN_1651758	ILMN_1651758	NA
5.46	-0.033	-1.34	0.18604	0.733715	1.79	0.18604	0	ILMN_1651760	ILMN_1651760	TYW3
5.62	0.044	1.43	0.15859	0.702655	2.04	0.15859	0	ILMN_1651763	ILMN_1651763	TFDP3
6.98	0.048	0.62	0.53609	0.91458	0.39	0.53609	0	ILMN_1651767	ILMN_1651767	MKL1
6.45	-0.021	-0.38	0.70618	0.955621	0.14	0.70618	0	ILMN_1651769	ILMN_1651769	ZFYVE16
6.9	0.171	2.4	0.01945	0.322853	5.76	0.01945	0	ILMN_1651776	ILMN_1651776	FHOD1
7.69	0.028	0.36	0.72249	0.959028	0.13	0.72249	0	ILMN_1651788	ILMN_1651788	MAP3K11
5.55	-0.009	-0.16	0.87342	0.983835	0.03	0.87342	0	ILMN_1651789	ILMN_1651789	NA
10.42	-0.058	-0.21	0.83303	0.977423	0.04	0.83303	0	ILMN_1651799	ILMN_1651799	SLC38A2
5.37	0.047	1.84	0.07046	0.542991	3.39	0.07046	0	ILMN_1651806	ILMN_1651806	TIPARP-AS1
9.03	0.285	1.9	0.06253	0.523517	3.6	0.06253	0	ILMN_1651819	ILMN_1651819	GALNT11
11.89	0.434	4.65	2e-05	0.00539	21.58	2e-05	1	ILMN_1651826	ILMN_1651826	BASP1
10.91	0.029	0.21	0.83298	0.977423	0.04	0.83298	0	ILMN_1651832	ILMN_1651832	EHD1
5.42	0.004	0.14	0.88577	0.985386	0.02	0.88577	0	ILMN_1651838	ILMN_1651838	RND1
5.92	0.38	3.56	0.00073	0.050313	12.66	0.00073	0	ILMN_1651849	ILMN_1651849	SLC1A6
13.57	-0.088	-1.85	0.06894	0.539207	3.43	0.06894	0	ILMN_1651850	ILMN_1651850	RPS16
5.52	-0.01	-0.38	0.70297	0.954859	0.15	0.70297	0	ILMN_1651863	ILMN_1651863	NA
5.69	-0.007	-0.22	0.82501	0.97607	0.05	0.82501	0	ILMN_1651865	ILMN_1651865	NA
7.71	-0.153	-2.42	0.01838	0.314306	5.87	0.01838	0	ILMN_1651872	ILMN_1651872	UBIAD1
5.66	0.054	1.55	0.12606	0.654856	2.41	0.12606	0	ILMN_1651900	ILMN_1651900	KCNA4
6.29	-0.123	-1.98	0.05226	0.489164	3.92	0.05226	0	ILMN_1651902	ILMN_1651902	RASL11A
5.6	0.004	0.13	0.89379	0.986701	0.02	0.89379	0	ILMN_1651913	ILMN_1651913	NA
6.07	0.027	0.77	0.44345	0.88379	0.6	0.44345	0	ILMN_1651915	ILMN_1651915	NA
7.14	0.105	2.23	0.02959	0.388342	4.96	0.02959	0	ILMN_1651936	ILMN_1651936	KMT5A
5.39	0.007	0.26	0.79605	0.972352	0.07	0.79605	0	ILMN_1651940	ILMN_1651940	OR6C76
7.42	0.014	0.11	0.90948	0.989166	0.01	0.90948	0	ILMN_1651950	ILMN_1651950	TPST1
10.28	-0.254	-2.04	0.04595	0.467308	4.15	0.04595	0	ILMN_1651958	ILMN_1651958	MGP
5.59	-0.022	-0.87	0.38949	0.865181	0.75	0.38949	0	ILMN_1651973	ILMN_1651973	NA
5.73	0.017	0.58	0.56516	0.922614	0.33	0.56516	0	ILMN_1651984	ILMN_1651984	NA
7.3	0.164	1.73	0.08794	0.588719	3.01	0.08794	0	ILMN_1651987	ILMN_1651987	CCDC167
6.57	-0.157	-1.08	0.28273	0.811591	1.17	0.28273	0	ILMN_1652003	ILMN_1652003	NA
5.66	0.062	1.98	0.05255	0.489786	3.91	0.05255	0	ILMN_1652006	ILMN_1652006	SMC1A
6.36	-0.15	-2.23	0.02974	0.389452	4.95	0.02974	0	ILMN_1652008	ILMN_1652008	KNSTRN
5.81	-0.021	-0.64	0.52321	0.912227	0.41	0.52321	0	ILMN_1652014	ILMN_1652014	TGM7
5.72	0.027	0.96	0.34249	0.845522	0.92	0.34249	0	ILMN_1652015	ILMN_1652015	LINC00889
5.5	-0.017	-0.7	0.48641	0.901218	0.49	0.48641	0	ILMN_1652023	ILMN_1652023	AGFG2
5.82	0.01	0.35	0.7255	0.959189	0.12	0.7255	0	ILMN_1652032	ILMN_1652032	NA
5.63	-0.009	-0.3	0.76742	0.967031	0.09	0.76742	0	ILMN_1652037	ILMN_1652037	UPP2
5.53	-0.012	-0.38	0.70631	0.955621	0.14	0.70631	0	ILMN_1652045	ILMN_1652045	C1orf147
6.04	-0.05	-1.06	0.29298	0.817443	1.13	0.29298	0	ILMN_1652065	ILMN_1652065	KCNMB1
6.27	0.127	1.86	0.06802	0.53737	3.45	0.06802	0	ILMN_1652072	ILMN_1652072	NIM1K
10.9	-0.353	-0.94	0.35291	0.848685	0.88	0.35291	0	ILMN_1652073	ILMN_1652073	RPS23
5.48	0.009	0.31	0.75495	0.964179	0.1	0.75495	0	ILMN_1652079	ILMN_1652079	NA
5.46	-0.008	-0.3	0.76751	0.967031	0.09	0.76751	0	ILMN_1652081	ILMN_1652081	NA
8.64	-0.156	-1.47	0.14784	0.684703	2.15	0.14784	0	ILMN_1652082	ILMN_1652082	ELF4
7.73	0.303	4.67	2e-05	0.004993	21.85	2e-05	1	ILMN_1652085	ILMN_1652085	MPHOSPH10
5.43	-0.078	-3.22	0.00204	0.092396	10.39	0.00204	0	ILMN_1652088	ILMN_1652088	PAPOLB
5.69	0.01	0.4	0.69361	0.953077	0.16	0.69361	0	ILMN_1652098	ILMN_1652098	NA
5.42	-0.041	-1.3	0.19726	0.746619	1.7	0.19726	0	ILMN_1652113	ILMN_1652113	NA
9.49	-0.156	-1.29	0.20037	0.748775	1.68	0.20037	0	ILMN_1652128	ILMN_1652128	LMBRD1
5.67	-0.005	-0.2	0.84181	0.979222	0.04	0.84181	0	ILMN_1652132	ILMN_1652132	NA
5.54	-0.023	-0.77	0.44544	0.885022	0.59	0.44544	0	ILMN_1652137	ILMN_1652137	NPY4R
7.49	0.029	0.2	0.84028	0.978887	0.04	0.84028	0	ILMN_1652143	ILMN_1652143	E2F3
5.72	0.017	0.49	0.62807	0.937711	0.24	0.62807	0	ILMN_1652144	ILMN_1652144	GALNT16
5.71	0.033	1.39	0.16815	0.714297	1.95	0.16815	0	ILMN_1652151	ILMN_1652151	TJP2
5.94	0.059	1.79	0.07909	0.568025	3.19	0.07909	0	ILMN_1652155	ILMN_1652155	NA
5.89	-0.143	-2.28	0.02608	0.368343	5.2	0.02608	0	ILMN_1652160	ILMN_1652160	LRBA
5.63	-0.024	-0.73	0.47063	0.894794	0.53	0.47063	0	ILMN_1652162	ILMN_1652162	DBIL5P2
7.53	0.147	2.2	0.03185	0.3989	4.83	0.03185	0	ILMN_1652163	ILMN_1652163	DVL2
5.65	0.047	0.92	0.36249	0.853511	0.84	0.36249	0	ILMN_1652166	ILMN_1652166	GUCY1B2
5.73	-0.005	-0.16	0.87369	0.983925	0.03	0.87369	0	ILMN_1652170	ILMN_1652170	LINC00273
5.51	-0.015	-0.48	0.62961	0.938056	0.23	0.62961	0	ILMN_1652175	ILMN_1652175	KRTAP9-8
5.54	-0.051	-2.04	0.04542	0.465977	4.17	0.04542	0	ILMN_1652178	ILMN_1652178	NA
5.52	0.024	0.87	0.38514	0.86244	0.77	0.38514	0	ILMN_1652179	ILMN_1652179	NA
5.72	0.026	0.85	0.39805	0.8683	0.72	0.39805	0	ILMN_1652181	ILMN_1652181	KIF2B
5.64	0.061	2.23	0.02936	0.387931	4.98	0.02936	0	ILMN_1652188	ILMN_1652188	EPG5
6.36	-0.152	-0.7	0.4879	0.901421	0.49	0.4879	0	ILMN_1652199	ILMN_1652199	NA
5.65	0.018	0.73	0.47022	0.894436	0.53	0.47022	0	ILMN_1652205	ILMN_1652205	NA
5.66	0.008	0.2	0.84441	0.979521	0.04	0.84441	0	ILMN_1652206	ILMN_1652206	WDR97
12.39	-0.007	-0.12	0.90228	0.988382	0.02	0.90228	0	ILMN_1652207	ILMN_1652207	COX4I1
5.7	-0.03	-0.67	0.50794	0.907584	0.44	0.50794	0	ILMN_1652209	ILMN_1652209	BMS1
6.59	-0.18	-1.41	0.16471	0.710408	1.98	0.16471	0	ILMN_1652215	ILMN_1652215	UQCR10
5.7	0.001	0.03	0.97576	0.997014	0	0.97576	0	ILMN_1652219	ILMN_1652219	NOL4L
7.62	0.214	2.21	0.03099	0.39513	4.88	0.03099	0	ILMN_1652223	ILMN_1652223	WDR91
13.18	0.069	1.37	0.17533	0.720383	1.88	0.17533	0	ILMN_1652230	ILMN_1652230	RPS29
5.69	-0.003	-0.09	0.92998	0.991341	0.01	0.92998	0	ILMN_1652232	ILMN_1652232	CCDC144B
5.53	-0.019	-0.8	0.42832	0.878711	0.64	0.42832	0	ILMN_1652236	ILMN_1652236	ATAD5
6.59	0.039	0.6	0.55257	0.917853	0.36	0.55257	0	ILMN_1652237	ILMN_1652237	CBR3
6.13	0.016	0.28	0.77988	0.968552	0.08	0.77988	0	ILMN_1652242	ILMN_1652242	NA
5.66	0.034	1.27	0.20816	0.756139	1.62	0.20816	0	ILMN_1652243	ILMN_1652243	VWA5B1
5.67	0.026	1	0.32155	0.834245	1	0.32155	0	ILMN_1652244	ILMN_1652244	POPDC3
5.73	-0.008	-0.25	0.8052	0.973367	0.06	0.8052	0	ILMN_1652254	ILMN_1652254	NA
5.76	-0.005	-0.17	0.86549	0.982023	0.03	0.86549	0	ILMN_1652263	ILMN_1652263	NA
5.71	0.003	0.08	0.93445	0.992152	0.01	0.93445	0	ILMN_1652276	ILMN_1652276	MAGEA3
5.69	0.041	1.84	0.07038	0.542991	3.39	0.07038	0	ILMN_1652277	ILMN_1652277	SECTM1
6.65	0.133	1.06	0.29174	0.816677	1.13	0.29174	0	ILMN_1652287	ILMN_1652287	NOG
5.58	-0.012	-0.48	0.63397	0.939232	0.23	0.63397	0	ILMN_1652291	ILMN_1652291	EVX2
6	0.019	0.43	0.66727	0.946481	0.19	0.66727	0	ILMN_1652300	ILMN_1652300	ZNF507
5.73	-0.025	-0.91	0.36825	0.856318	0.82	0.36825	0	ILMN_1652306	ILMN_1652306	MEGF10
5.69	0.01	0.33	0.74122	0.962968	0.11	0.74122	0	ILMN_1652319	ILMN_1652319	NA
9.11	-0.033	-0.48	0.63238	0.938777	0.23	0.63238	0	ILMN_1652333	ILMN_1652333	FN3KRP
5.41	0.016	0.54	0.59235	0.929813	0.29	0.59235	0	ILMN_1652338	ILMN_1652338	NA
5.81	-0.007	-0.15	0.88149	0.98486	0.02	0.88149	0	ILMN_1652343	ILMN_1652343	NA
5.88	0.015	0.56	0.5753	0.925562	0.32	0.5753	0	ILMN_1652348	ILMN_1652348	NA
8.46	-0.064	-0.66	0.51316	0.908788	0.43	0.51316	0	ILMN_1652357	ILMN_1652357	PDHX
5.63	0.029	0.97	0.33594	0.842755	0.94	0.33594	0	ILMN_1652365	ILMN_1652365	DNAH14
5.65	0.021	0.76	0.45066	0.886412	0.58	0.45066	0	ILMN_1652368	ILMN_1652368	NA
6.62	-0.06	-0.96	0.34058	0.84484	0.92	0.34058	0	ILMN_1652371	ILMN_1652371	KIAA1324L
5.54	0.007	0.25	0.80543	0.973367	0.06	0.80543	0	ILMN_1652376	ILMN_1652376	NA
7.52	0.011	0.1	0.91852	0.990015	0.01	0.91852	0	ILMN_1652379	ILMN_1652379	SUCLG2
5.66	-0.006	-0.21	0.83318	0.977423	0.04	0.83318	0	ILMN_1652381	ILMN_1652381	NA
8.67	-0.059	-0.44	0.66176	0.944387	0.19	0.66176	0	ILMN_1652394	ILMN_1652394	RAB2A
6.48	0.007	0.17	0.86521	0.982023	0.03	0.86521	0	ILMN_1652409	ILMN_1652409	SPATA7
5.59	0.059	2.27	0.02655	0.370691	5.17	0.02655	0	ILMN_1652413	ILMN_1652413	UCN2
5.59	-0.005	-0.17	0.86836	0.982694	0.03	0.86836	0	ILMN_1652417	ILMN_1652417	NA
5.76	0.031	0.8	0.42619	0.878228	0.64	0.42619	0	ILMN_1652421	ILMN_1652421	ANKRD35
5.72	0.013	0.5	0.62232	0.937184	0.25	0.62232	0	ILMN_1652424	ILMN_1652424	OR1S1
5.53	0.008	0.28	0.78363	0.969446	0.08	0.78363	0	ILMN_1652429	ILMN_1652429	NA
5.6	0.014	0.55	0.5868	0.928246	0.3	0.5868	0	ILMN_1652430	ILMN_1652430	NA
7.09	-0.691	-3.14	0.0026	0.106278	9.86	0.0026	0	ILMN_1652431	ILMN_1652431	CA1
5.91	0.065	1.54	0.12912	0.659893	2.37	0.12912	0	ILMN_1652434	ILMN_1652434	MTHFD2L
5.63	0	0.01	0.99506	0.999042	0	0.99506	0	ILMN_1652436	ILMN_1652436	NA
5.62	-0.022	-0.55	0.5841	0.927613	0.3	0.5841	0	ILMN_1652439	ILMN_1652439	KRTAP3-1
5.53	0.029	1.05	0.29782	0.820124	1.1	0.29782	0	ILMN_1652443	ILMN_1652443	NDST2
5.68	0.007	0.22	0.82988	0.977307	0.05	0.82988	0	ILMN_1652450	ILMN_1652450	NA
6.03	0.012	0.12	0.90836	0.989149	0.01	0.90836	0	ILMN_1652464	ILMN_1652464	TUBA3E
5.48	0.006	0.18	0.85746	0.981487	0.03	0.85746	0	ILMN_1652465	ILMN_1652465	SLC26A4
5.3	-0.062	-1.5	0.13998	0.675605	2.24	0.13998	0	ILMN_1652466	ILMN_1652466	NA
5.76	0.013	0.38	0.70209	0.954709	0.15	0.70209	0	ILMN_1652469	ILMN_1652469	LOC100506990
6.17	0.122	2.49	0.01557	0.292192	6.19	0.01557	0	ILMN_1652472	ILMN_1652472	BRAF
5.79	0.023	0.51	0.61194	0.93382	0.26	0.61194	0	ILMN_1652481	ILMN_1652481	NA
5.52	0.002	0.08	0.9364	0.992152	0.01	0.9364	0	ILMN_1652488	ILMN_1652488	NA
6.56	-0.309	-4.15	1e-04	0.015541	17.25	1e-04	-1	ILMN_1652490	ILMN_1652490	MANSC1
8.17	-0.063	-1.08	0.28637	0.813332	1.16	0.28637	0	ILMN_1652505	ILMN_1652505	APEX2
5.5	0.011	0.41	0.68007	0.950089	0.17	0.68007	0	ILMN_1652507	ILMN_1652507	NA
8.18	0.201	2.27	0.02668	0.371593	5.16	0.02668	0	ILMN_1652512	ILMN_1652512	C2CD2
7.64	-0.044	-0.9	0.37264	0.858343	0.81	0.37264	0	ILMN_1652521	ILMN_1652521	MTMR9
5.67	0.028	0.98	0.33049	0.839197	0.96	0.33049	0	ILMN_1652526	ILMN_1652526	NA
5.55	0.007	0.28	0.7822	0.968757	0.08	0.7822	0	ILMN_1652527	ILMN_1652527	NA
7.7	-0.313	-1.42	0.16108	0.707068	2.01	0.16108	0	ILMN_1652533	ILMN_1652533	POM121L8P
6.81	0.172	1.82	0.07416	0.553884	3.3	0.07416	0	ILMN_1652540	ILMN_1652540	RELL2
5.7	0.022	0.8	0.42719	0.878228	0.64	0.42719	0	ILMN_1652550	ILMN_1652550	LINC01061
5.69	0.01	0.35	0.73021	0.96012	0.12	0.73021	0	ILMN_1652561	ILMN_1652561	NA
5.66	-0.017	-0.73	0.46658	0.892869	0.54	0.46658	0	ILMN_1652578	ILMN_1652578	TSHB
6.27	0.172	2.83	0.00622	0.181187	8.03	0.00622	0	ILMN_1652580	ILMN_1652580	POLD1
6.11	0.039	0.92	0.35992	0.853208	0.85	0.35992	0	ILMN_1652594	ILMN_1652594	ACTR5
5.93	0.066	1.17	0.24539	0.787731	1.38	0.24539	0	ILMN_1652602	ILMN_1652602	LMNTD2
7.8	0.016	0.19	0.85377	0.981077	0.03	0.85377	0	ILMN_1652631	ILMN_1652631	GLIPR2
